Coefficient of Determination, C Value, Gamma Value
0.7357745676428242,2.9,0.6
0.7356641415142366,3.0,0.6
0.7355536865843388,3.1,0.6
0.735398194211929,3.2,0.6
0.7353211511377994,3.3,0.6
0.7352060955476261,3.4,0.6
0.7351336491525151,3.5,0.6
0.7352609876063155,3.6,0.6
0.7352420551299073,3.7,0.6
0.7351575345426663,3.8,0.6
0.7351470680333432,3.9,0.6
0.7349364436550628,4.0,0.6
0.7348030095707463,4.1,0.6
0.7344412652581124,4.2,0.6
0.7341544025653683,4.3,0.6
0.73392837109844,4.4,0.6
0.7337292380959519,4.5,0.6
0.7334758759917628,4.6,0.6
0.7331558138047899,4.7,0.6
0.7329373175231595,4.8,0.6
0.7327470427900686,4.9,0.6
0.7325937049769536,5.0,0.6
0.6600647973468515,0.1,0.7
0.6907653470778634,0.2,0.7
0.7055255202882499,0.3,0.7
0.7167571164377313,0.4,0.7
0.7253506518659091,0.5,0.7
0.7334470601005373,0.6,0.7
0.7358084024716887,0.7,0.7
0.7369193234415263,0.8,0.7
0.7391376114570536,0.9,0.7
0.7412510511231215,1.0,0.7
0.7414600421070426,1.1,0.7
0.7410179414173705,1.2,0.7
0.7390895083073905,1.3,0.7
0.7376946719852833,1.4,0.7
0.7367626213607695,1.5,0.7
0.735625264494085,1.6,0.7
0.7350697849798378,1.7,0.7
0.7345810322166477,1.8,0.7
0.7341918810659378,1.9,0.7
0.7335047521600693,2.0,0.7
0.7330645039903889,2.1,0.7
0.7327132839130791,2.2,0.7
0.7325419905015859,2.3,0.7
0.7323810118418111,2.4,0.7
0.7325115682613055,2.5,0.7
0.7326266339540499,2.6,0.7
0.7328203191644508,2.7,0.7
0.7330655267545914,2.8,0.7
0.733348013934094,2.9,0.7
0.7336424619471776,3.0,0.7
0.7336823590993593,3.1,0.7
0.7334281808993582,3.2,0.7
0.7332838051247299,3.3,0.7
0.7330545284711099,3.4,0.7
0.7328184960051781,3.5,0.7
0.7326686833937799,3.6,0.7
0.7325424066180549,3.7,0.7
0.7323050465451082,3.8,0.7
0.7320434979613466,3.9,0.7
0.7317493357102676,4.0,0.7
0.7314541430173177,4.1,0.7
0.731129674174678,4.2,0.7
0.730823172020067,4.3,0.7
0.7303890614517318,4.4,0.7
0.7299819319277974,4.5,0.7
0.7294687724637172,4.6,0.7
0.7287951218263742,4.7,0.7
0.7279762465003383,4.8,0.7
0.727264378871165,4.9,0.7
0.7265314738531602,5.0,0.7
0.6529484598392756,0.1,0.8
0.6867721757597568,0.2,0.8
0.7012052205485423,0.3,0.8
0.7111378108085784,0.4,0.8
0.7206501637133029,0.5,0.8
0.7289564083891837,0.6,0.8
0.7310068368743039,0.7,0.8
0.7329211698084194,0.8,0.8
0.7355742954364106,0.9,0.8
0.7370105609084736,1.0,0.8
0.7365286119032146,1.1,0.8
0.7354962346568468,1.2,0.8
0.7345573368460793,1.3,0.8
0.7337704280750893,1.4,0.8
0.7330284259268858,1.5,0.8
0.7324783258876033,1.6,0.8
0.7323603278920879,1.7,0.8
0.7324875482896286,1.8,0.8
0.7323590383840456,1.9,0.8
0.7321699780219768,2.0,0.8
0.7322193827417307,2.1,0.8
0.7324337756034036,2.2,0.8
0.73247164121538,2.3,0.8
0.7320539374543895,2.4,0.8
0.7319085695743879,2.5,0.8
0.7318178530612124,2.6,0.8
0.7314945817850265,2.7,0.8
0.7312912683472087,2.8,0.8
0.7310532767741986,2.9,0.8
0.7307029940929436,3.0,0.8
0.7302166787144772,3.1,0.8
0.7296290276759961,3.2,0.8
0.7290960664969456,3.3,0.8
0.7284070818237819,3.4,0.8
0.7275817554682731,3.5,0.8
0.7267606743030779,3.6,0.8
0.7257933908086194,3.7,0.8
0.7248250608261865,3.8,0.8
0.7238663685868671,3.9,0.8
0.722995034212512,4.0,0.8
0.7222424927403713,4.1,0.8
0.7215435666694148,4.2,0.8
0.7209179656886517,4.3,0.8
0.7202992412775635,4.4,0.8
0.7195682013146555,4.5,0.8
0.7188599514413896,4.6,0.8
0.7181842429734652,4.7,0.8
0.7175499927064836,4.8,0.8
0.7169455982866163,4.9,0.8
0.7161700308997295,5.0,0.8
0.6469680234023081,0.1,0.9
0.6805429915748695,0.2,0.9
0.696395603467244,0.3,0.9
0.7070741538035286,0.4,0.9
0.715611917712928,0.5,0.9
0.7243252886124925,0.6,0.9
0.7281107798505431,0.7,0.9
0.7303370023438193,0.8,0.9
0.7317195923032607,0.9,0.9
0.7321496175640295,1.0,0.9
0.7322013753541002,1.1,0.9
0.7316389809838793,1.2,0.9
0.7315685618845007,1.3,0.9
0.7315454421136367,1.4,0.9
0.7315764556915723,1.5,0.9
0.7316797088536169,1.6,0.9
0.7314050621169612,1.7,0.9
0.7308757924334983,1.8,0.9
0.7303943062255567,1.9,0.9
0.729929696455128,2.0,0.9
0.7291081742517488,2.1,0.9
0.7283676152664301,2.2,0.9
0.727513912733006,2.3,0.9
0.7264412374721093,2.4,0.9
0.7258573299304023,2.5,0.9
0.7255233035612199,2.6,0.9
0.7251318082338711,2.7,0.9
0.7245292111879216,2.8,0.9
0.7234640176130147,2.9,0.9
0.7224155076499722,3.0,0.9
0.7213244473760307,3.1,0.9
0.7204253265702493,3.2,0.9
0.7195084380472532,3.3,0.9
0.7186681033590057,3.4,0.9
0.7178147814154382,3.5,0.9
0.7169981412899699,3.6,0.9
0.7162741350105248,3.7,0.9
0.7156531551240994,3.8,0.9
0.7150867371678903,3.9,0.9
0.7144790103249883,4.0,0.9
0.7138885095660559,4.1,0.9
0.7132259502718451,4.2,0.9
0.7125401737597615,4.3,0.9
0.7119616073669577,4.4,0.9
0.7114563291547924,4.5,0.9
0.7108404202198958,4.6,0.9
0.7100201854013781,4.7,0.9
0.7090867060753114,4.8,0.9
0.7081018614635107,4.9,0.9
0.7071592153382765,5.0,0.9
0.6401972618802281,0.1,1.0
0.6756333848526265,0.2,1.0
0.6910111957072868,0.3,1.0
0.7030989840411581,0.4,1.0
0.711011694332544,0.5,1.0
0.7207765807010903,0.6,1.0
0.7255424285684944,0.7,1.0
0.7263346012258839,0.8,1.0
0.7261995097563102,0.9,1.0
0.7270069223618896,1.0,1.0
0.7292820587859494,1.1,1.0
0.729775469194537,1.2,1.0
0.7302019375569258,1.3,1.0
0.7295736798912383,1.4,1.0
0.7287961833479174,1.5,1.0
0.7281530603327324,1.6,1.0
0.7272196662835441,1.7,1.0
0.7262431275955835,1.8,1.0
0.7252170078647304,1.9,1.0
0.7242489528608089,2.0,1.0
0.7235522930026784,2.1,1.0
0.7228843133005366,2.2,1.0
0.7219975754551267,2.3,1.0
0.7209436559955191,2.4,1.0
0.7201516405629051,2.5,1.0
0.7194218867106154,2.6,1.0
0.718724023895859,2.7,1.0
0.7179759877049299,2.8,1.0
0.7173047889513047,2.9,1.0
0.7165391086361104,3.0,1.0
0.7158234841897535,3.1,1.0
0.7149358778250621,3.2,1.0
0.7142062292904632,3.3,1.0
0.7134884435327249,3.4,1.0
0.7127477274423096,3.5,1.0
0.7117911113228802,3.6,1.0
0.7106725305318249,3.7,1.0
0.709592264703562,3.8,1.0
0.7084593470960386,3.9,1.0
0.7072214166247561,4.0,1.0
0.7059812564123679,4.1,1.0
0.7047236932185691,4.2,1.0
0.7035617363003994,4.3,1.0
0.7024847320009022,4.4,1.0
0.7016558959213423,4.5,1.0
0.7009816315986732,4.6,1.0
0.7003731361088283,4.7,1.0
0.6996923424566999,4.8,1.0
0.6990774101328255,4.9,1.0
0.6983950294212702,5.0,1.0
0.6339121807082738,0.1,1.1
0.670430982476136,0.2,1.1
0.6858203307156852,0.3,1.1
0.6990306623165835,0.4,1.1
0.7080512282338984,0.5,1.1
0.7175906046583584,0.6,1.1
0.7216037631619115,0.7,1.1
0.7213219317802937,0.8,1.1
0.7228403997581709,0.9,1.1
0.7243248810005367,1.0,1.1
0.7273056849773296,1.1,1.1
0.727288979276768,1.2,1.1
0.7270261773699923,1.3,1.1
0.7264269324208799,1.4,1.1
0.725297944328378,1.5,1.1
0.7242659412069418,1.6,1.1
0.7232279959757015,1.7,1.1
0.7223443622227366,1.8,1.1
0.7216908402393989,1.9,1.1
0.7209890388450136,2.0,1.1
0.7205320041355883,2.1,1.1
0.7200409696691071,2.2,1.1
0.7192813658611289,2.3,1.1
0.7183210395052657,2.4,1.1
0.7172956419493207,2.5,1.1
0.7161443309158175,2.6,1.1
0.7147133137990064,2.7,1.1
0.7133659591008696,2.8,1.1
0.7121330323099455,2.9,1.1
0.7110425716912316,3.0,1.1
0.7097442597768578,3.1,1.1
0.7083549126996469,3.2,1.1
0.706904194432761,3.3,1.1
0.7054018969868161,3.4,1.1
0.7040333974489879,3.5,1.1
0.702719401245774,3.6,1.1
0.701751741004772,3.7,1.1
0.7009920618694142,3.8,1.1
0.7002990229608341,3.9,1.1
0.6996554022542276,4.0,1.1
0.6991253678900516,4.1,1.1
0.6986151138023334,4.2,1.1
0.6980326983010566,4.3,1.1
0.6974663870920589,4.4,1.1
0.6968715645525569,4.5,1.1
0.6962799669204385,4.6,1.1
0.6956117524720692,4.7,1.1
0.6948790793177754,4.8,1.1
0.6941915429092311,4.9,1.1
0.693592484478776,5.0,1.1
0.6275416753552878,0.1,1.2
0.6642336778511554,0.2,1.2
0.6804391111264354,0.3,1.2
0.6949529644956932,0.4,1.2
0.705015012062262,0.5,1.2
0.71436624560323,0.6,1.2
0.7177544393855416,0.7,1.2
0.7192856403911786,0.8,1.2
0.7211524716512115,0.9,1.2
0.7214228375660726,1.0,1.2
0.7231928998250129,1.1,1.2
0.7250715279907382,1.2,1.2
0.7244603627659532,1.3,1.2
0.7237319546252857,1.4,1.2
0.7222870633907104,1.5,1.2
0.7215628803697586,1.6,1.2
0.7211162328427163,1.7,1.2
0.7204951438319535,1.8,1.2
0.7197313259921575,1.9,1.2
0.7185864338294734,2.0,1.2
0.7174414662048458,2.1,1.2
0.7159118628057739,2.2,1.2
0.7144350753012052,2.3,1.2
0.7130883502909817,2.4,1.2
0.7116484205478975,2.5,1.2
0.7099921353061092,2.6,1.2
0.7082540153189236,2.7,1.2
0.7065051180426475,2.8,1.2
0.705010700590723,2.9,1.2
0.7034155517534868,3.0,1.2
0.7020472460404199,3.1,1.2
0.7008322518233161,3.2,1.2
0.7000213401427977,3.3,1.2
0.6991901423848241,3.4,1.2
0.6984914508936939,3.5,1.2
0.6977266482441694,3.6,1.2
0.6971643135606669,3.7,1.2
0.6963865416064983,3.8,1.2
0.6956715468626914,3.9,1.2
0.6948449638098346,4.0,1.2
0.6940236421170367,4.1,1.2
0.6929262143460061,4.2,1.2
0.6919164204861146,4.3,1.2
0.6909223878899079,4.4,1.2
0.6898668567070572,4.5,1.2
0.6889384198798749,4.6,1.2
0.6878798093818312,4.7,1.2
0.6868313325718444,4.8,1.2
0.6857990723304115,4.9,1.2
0.6849028580433887,5.0,1.2
0.6221746407878708,0.1,1.3
0.6568566272999786,0.2,1.3
0.6752932902514988,0.3,1.3
0.6900112365370216,0.4,1.3
0.7020187657117276,0.5,1.3
0.7108352542224866,0.6,1.3
0.7153846576177458,0.7,1.3
0.7164781064076302,0.8,1.3
0.7176357819024591,0.9,1.3
0.7190834720126429,1.0,1.3
0.7203599770817991,1.1,1.3
0.7222658588535706,1.2,1.3
0.7210540891681556,1.3,1.3
0.7200866706203884,1.4,1.3
0.7192891573512588,1.5,1.3
0.7185762567700923,1.6,1.3
0.7173080821086538,1.7,1.3
0.7158234393484891,1.8,1.3
0.7142819292837046,1.9,1.3
0.7130690776097799,2.0,1.3
0.7116913224946831,2.1,1.3
0.7102837254078898,2.2,1.3
0.7086712321971755,2.3,1.3
0.7068292563149373,2.4,1.3
0.7046534149490634,2.5,1.3
0.7026502776891707,2.6,1.3
0.7011533169829369,2.7,1.3
0.6998453498586137,2.8,1.3
0.6987403476082318,2.9,1.3
0.6978141220080852,3.0,1.3
0.6968279422736181,3.1,1.3
0.6958478872308254,3.2,1.3
0.6947081023644832,3.3,1.3
0.6934874049689251,3.4,1.3
0.692247137600932,3.5,1.3
0.69098336744106,3.6,1.3
0.6897311159204049,3.7,1.3
0.6885047412347528,3.8,1.3
0.6874392243264683,3.9,1.3
0.6863486377659619,4.0,1.3
0.6853857800475234,4.1,1.3
0.6843147015899645,4.2,1.3
0.6830843194184737,4.3,1.3
0.6817816607939078,4.4,1.3
0.680414551024807,4.5,1.3
0.6792392347932881,4.6,1.3
0.6779863176801161,4.7,1.3
0.6767547734181288,4.8,1.3
0.6755598380376691,4.9,1.3
0.6744146296397744,5.0,1.3
0.6155413469392433,0.1,1.4
0.6509450403841543,0.2,1.4
0.6704355729803879,0.3,1.4
0.6853658245457865,0.4,1.4
0.69870178133727,0.5,1.4
0.7075865103294261,0.6,1.4
0.7116813183508341,0.7,1.4
0.7133430874593947,0.8,1.4
0.7154272147709833,0.9,1.4
0.7163997616284413,1.0,1.4
0.716678145188268,1.1,1.4
0.7177104488428945,1.2,1.4
0.7169836109997251,1.3,1.4
0.7160017731097564,1.4,1.4
0.7147270369173859,1.5,1.4
0.7136707767763336,1.6,1.4
0.712541333487748,1.7,1.4
0.7111350890279353,1.8,1.4
0.7095101207676061,1.9,1.4
0.7077988277612551,2.0,1.4
0.7059772968116251,2.1,1.4
0.7042152182967036,2.2,1.4
0.7027028627200869,2.3,1.4
0.7009509414573583,2.4,1.4
0.6991533871600359,2.5,1.4
0.6971141807691579,2.6,1.4
0.6956724884151824,2.7,1.4
0.6942531550524889,2.8,1.4
0.6928894422089943,2.9,1.4
0.6915312802152257,3.0,1.4
0.6902513039689359,3.1,1.4
0.6888681367386822,3.2,1.4
0.6875461288086016,3.3,1.4
0.6862897762338991,3.4,1.4
0.6851049299037741,3.5,1.4
0.6839533588714921,3.6,1.4
0.6824567266068992,3.7,1.4
0.6810389905421729,3.8,1.4
0.6794620036908738,3.9,1.4
0.6780500669301521,4.0,1.4
0.6766226672368515,4.1,1.4
0.6752345702051019,4.2,1.4
0.6738551219097721,4.3,1.4
0.6724231111711865,4.4,1.4
0.6709827230394713,4.5,1.4
0.6695109303553861,4.6,1.4
0.6680729281405552,4.7,1.4
0.666681095053688,4.8,1.4
0.6652361553441786,4.9,1.4
0.6637866918016354,5.0,1.4
0.6083860093654434,0.1,1.5
0.6454876689845868,0.2,1.5
0.6652346069318391,0.3,1.5
0.6812999957793394,0.4,1.5
0.6955800070401597,0.5,1.5
0.7033077155008847,0.6,1.5
0.70843617460182,0.7,1.5
0.7115332399104007,0.8,1.5
0.7128012006024049,0.9,1.5
0.7133429491615304,1.0,1.5
0.7127508436537815,1.1,1.5
0.7126652453908333,1.2,1.5
0.711662528298935,1.3,1.5
0.7102846358225521,1.4,1.5
0.7099647411704214,1.5,1.5
0.7089695734775514,1.6,1.5
0.7075471420898887,1.7,1.5
0.7061705240673763,1.8,1.5
0.7046836381360627,1.9,1.5
0.7031634213092637,2.0,1.5
0.7013249768303079,2.1,1.5
0.6993939188603338,2.2,1.5
0.6973704581315235,2.3,1.5
0.6954366559560228,2.4,1.5
0.6932862447505483,2.5,1.5
0.6915744469950211,2.6,1.5
0.6900664424512232,2.7,1.5
0.6886644123637913,2.8,1.5
0.6873050946904433,2.9,1.5
0.6859394198432851,3.0,1.5
0.6841971247782459,3.1,1.5
0.682701331449817,3.2,1.5
0.6811114956584855,3.3,1.5
0.6792624370543187,3.4,1.5
0.6774982430114995,3.5,1.5
0.6757460697626507,3.6,1.5
0.6740770507610059,3.7,1.5
0.672379883880652,3.8,1.5
0.6707623721604276,3.9,1.5
0.6691309204870656,4.0,1.5
0.6675022508340324,4.1,1.5
0.6659720928656782,4.2,1.5
0.6646468837181743,4.3,1.5
0.6632030003155381,4.4,1.5
0.6617352866426571,4.5,1.5
0.660365980329897,4.6,1.5
0.6590271309702755,4.7,1.5
0.6577465612801612,4.8,1.5
0.6564362352992233,4.9,1.5
0.6550782007772096,5.0,1.5
0.6026262131506765,0.1,1.6
0.640256975935542,0.2,1.6
0.6600342390944044,0.3,1.6
0.6778133279194425,0.4,1.6
0.690995468306363,0.5,1.6
0.6994342741439968,0.6,1.6
0.7054364210274815,0.7,1.6
0.7086300707263108,0.8,1.6
0.7095881404489258,0.9,1.6
0.7092852273252784,1.0,1.6
0.7086866388758505,1.1,1.6
0.7081409975981705,1.2,1.6
0.7069166262990427,1.3,1.6
0.7061689634868227,1.4,1.6
0.7051070569586587,1.5,1.6
0.7039871312254073,1.6,1.6
0.7028195920586899,1.7,1.6
0.701550498766623,1.8,1.6
0.7001134488613365,1.9,1.6
0.6981527493456933,2.0,1.6
0.6961410170960359,2.1,1.6
0.6944594989144792,2.2,1.6
0.6925521636308406,2.3,1.6
0.6904740493346464,2.4,1.6
0.6886491818442131,2.5,1.6
0.6868944556443434,2.6,1.6
0.6849976747405713,2.7,1.6
0.6830573653827647,2.8,1.6
0.6811792795835377,2.9,1.6
0.6790891574914141,3.0,1.6
0.6769689505842316,3.1,1.6
0.6749302244040386,3.2,1.6
0.6730273335520296,3.3,1.6
0.6711077733448594,3.4,1.6
0.6694427304012011,3.5,1.6
0.6677896961162113,3.6,1.6
0.6662205132436589,3.7,1.6
0.6645727084978578,3.8,1.6
0.6631498529801139,3.9,1.6
0.6616569823916634,4.0,1.6
0.6599708487313114,4.1,1.6
0.6583786874190317,4.2,1.6
0.6566993872267972,4.3,1.6
0.6549707751952389,4.4,1.6
0.6532369229134716,4.5,1.6
0.6515869201485054,4.6,1.6
0.6498351382812826,4.7,1.6
0.6483056767178577,4.8,1.6
0.6469675126493843,4.9,1.6
0.6456219849550084,5.0,1.6
0.5964976893104681,0.1,1.7
0.6351480678609762,0.2,1.7
0.6552828292577908,0.3,1.7
0.6739477377823808,0.4,1.7
0.6865639385154263,0.5,1.7
0.6956552413632713,0.6,1.7
0.7022613108357328,0.7,1.7
0.705417341468312,0.8,1.7
0.7059748570510618,0.9,1.7
0.7057005025466574,1.0,1.7
0.7047792443635037,1.1,1.7
0.7042631120701728,1.2,1.7
0.7030890274390064,1.3,1.7
0.7020029189111173,1.4,1.7
0.7007542458865117,1.5,1.7
0.6994380758660258,1.6,1.7
0.6983953775972735,1.7,1.7
0.6973905770181975,1.8,1.7
0.6956419418705811,1.9,1.7
0.6942209175037038,2.0,1.7
0.6921520266606027,2.1,1.7
0.6896462871732325,2.2,1.7
0.6870835255482348,2.3,1.7
0.6846185833356345,2.4,1.7
