Coefficient of Determination, C Value, Gamma Value
0.6826287150501784,2.5,1.7
0.6804314647497016,2.6,1.7
0.6780641162699261,2.7,1.7
0.675661383362667,2.8,1.7
0.6733080478551525,2.9,1.7
0.6712603420140333,3.0,1.7
0.6695807827134568,3.1,1.7
0.6678103473628623,3.2,1.7
0.6660628116510374,3.3,1.7
0.6643505709495043,3.4,1.7
0.662523248521136,3.5,1.7
0.6606536625148198,3.6,1.7
0.6588340333483107,3.7,1.7
0.657087784002972,3.8,1.7
0.6553818757104504,3.9,1.7
0.6537019632048755,4.0,1.7
0.6521044338824077,4.1,1.7
0.6505475250777029,4.2,1.7
0.6491207546075941,4.3,1.7
0.6476296818001348,4.4,1.7
0.6462262649999915,4.5,1.7
0.644746934995096,4.6,1.7
0.6432611909571333,4.7,1.7
0.6417915021898449,4.8,1.7
0.6405158697490753,4.9,1.7
0.6393836818125418,5.0,1.7
0.5901378580386292,0.1,1.8
0.6303166356864391,0.2,1.8
0.6507096612284478,0.3,1.8
0.6698261847847256,0.4,1.8
0.6825946010336308,0.5,1.8
0.6919087027526561,0.6,1.8
0.6985415033483562,0.7,1.8
0.702006864479659,0.8,1.8
0.7022957690499455,0.9,1.8
0.70200211953848,1.0,1.8
0.7013576580449807,1.1,1.8
0.7008561522247877,1.2,1.8
0.6992429060113522,1.3,1.8
0.6977488844056705,1.4,1.8
0.6963386949956872,1.5,1.8
0.6950454183389078,1.6,1.8
0.6942838498236519,1.7,1.8
0.6930125840148074,1.8,1.8
0.6909243455539484,1.9,1.8
0.6887124690168803,2.0,1.8
0.6863570840062307,2.1,1.8
0.6836350695954514,2.2,1.8
0.6811401745406097,2.3,1.8
0.6783779857406171,2.4,1.8
0.6756429507960497,2.5,1.8
0.6729870865139893,2.6,1.8
0.6708121096541934,2.7,1.8
0.6687419783020235,2.8,1.8
0.6668002358177438,2.9,1.8
0.6648246470264897,3.0,1.8
0.6629215125933983,3.1,1.8
0.6610916780477545,3.2,1.8
0.6593478102249557,3.3,1.8
0.6575053008582378,3.4,1.8
0.6557645112204056,3.5,1.8
0.6541929139021285,3.6,1.8
0.6526396931286628,3.7,1.8
0.6511089563317161,3.8,1.8
0.6495632992594822,3.9,1.8
0.6479422304172068,4.0,1.8
0.6462445482478496,4.1,1.8
0.6446189935858386,4.2,1.8
0.6429909776125269,4.3,1.8
0.6414897578937109,4.4,1.8
0.639983035504657,4.5,1.8
0.6386573901749846,4.6,1.8
0.6375400472244158,4.7,1.8
0.6364086026245519,4.8,1.8
0.6352526152187454,4.9,1.8
0.6342426967046206,5.0,1.8
0.5834262214878172,0.1,1.9
0.6257671830573295,0.2,1.9
0.6467304302393696,0.3,1.9
0.6649738045179402,0.4,1.9
0.678110421823514,0.5,1.9
0.6876709535527692,0.6,1.9
0.6946474610492712,0.7,1.9
0.6981963244894969,0.8,1.9
0.6984961758629098,0.9,1.9
0.6981609477629607,1.0,1.9
0.6982336689595705,1.1,1.9
0.6973506039663707,1.2,1.9
0.6950983585401707,1.3,1.9
0.6936332119743005,1.4,1.9
0.6920140253207363,1.5,1.9
0.6910168535940742,1.6,1.9
0.6895225522513956,1.7,1.9
0.6880147469607426,1.8,1.9
0.6857442073528683,1.9,1.9
0.6828790675905106,2.0,1.9
0.6797427267833067,2.1,1.9
0.6767416706526423,2.2,1.9
0.6738770129070555,2.3,1.9
0.6713094686250013,2.4,1.9
0.6689452527770285,2.5,1.9
0.6666385758002342,2.6,1.9
0.6643757469966997,2.7,1.9
0.6622008601852966,2.8,1.9
0.6603084907248202,2.9,1.9
0.658700130311267,3.0,1.9
0.6570869074127146,3.1,1.9
0.6554623123392933,3.2,1.9
0.653800665369493,3.3,1.9
0.6521644037754954,3.4,1.9
0.6505233755377396,3.5,1.9
0.6487108928462424,3.6,1.9
0.6469824663819427,3.7,1.9
0.6451855727807625,3.8,1.9
0.6433534715369031,3.9,1.9
0.6417229513022303,4.0,1.9
0.6404239423067606,4.1,1.9
0.6391891314593781,4.2,1.9
0.6379160222116587,4.3,1.9
0.636642253847999,4.4,1.9
0.6355941986171676,4.5,1.9
0.6345200453422807,4.6,1.9
0.6333154439973926,4.7,1.9
0.6322227888936334,4.8,1.9
0.6311272143956927,4.9,1.9
0.629901463435403,5.0,1.9
0.5767100874062708,0.1,2.0
0.6218206390193457,0.2,2.0
0.6426653985924563,0.3,2.0
0.6602046167163151,0.4,2.0
0.6740313414549142,0.5,2.0
0.6834974158797602,0.6,2.0
0.6910506226749176,0.7,2.0
0.6942277712116043,0.8,2.0
0.6948097830641645,0.9,2.0
0.695308624987272,1.0,2.0
0.694713386567224,1.1,2.0
0.6931425303776912,1.2,2.0
0.6910348838368363,1.3,2.0
0.689001342011053,1.4,2.0
0.687213115563212,1.5,2.0
0.6859311426226927,1.6,2.0
0.6844986963711659,1.7,2.0
0.6821598826256381,1.8,2.0
0.6787995466647998,1.9,2.0
0.676108333489966,2.0,2.0
0.6734178151109127,2.1,2.0
0.670785282862528,2.2,2.0
0.6681121658168556,2.3,2.0
0.6652274084550666,2.4,2.0
0.6628396181782986,2.5,2.0
0.6609368015095126,2.6,2.0
0.6591106259567415,2.7,2.0
0.6573761662967109,2.8,2.0
0.6557421391524539,2.9,2.0
0.6539246925934544,3.0,2.0
0.6521328140771914,3.1,2.0
0.650299952543791,3.2,2.0
0.648447363295927,3.3,2.0
0.6467388012437639,3.4,2.0
0.6449275310774968,3.5,2.0
0.6432601380491579,3.6,2.0
0.6416845687165083,3.7,2.0
0.6402214076425061,3.8,2.0
0.6387346114368813,3.9,2.0
0.6374532927672312,4.0,2.0
0.6360189992423264,4.1,2.0
0.6347020808867878,4.2,2.0
0.633535831622803,4.3,2.0
0.6322412710175722,4.4,2.0
0.6309711479569736,4.5,2.0
0.6296377484597417,4.6,2.0
0.6282978216793451,4.7,2.0
0.6269557171932125,4.8,2.0
0.6256153893184956,4.9,2.0
0.6243661497567126,5.0,2.0
0.5712073765905252,0.1,2.1
0.6174607224777158,0.2,2.1
0.638684135700976,0.3,2.1
0.6569221516956925,0.4,2.1
0.6698383312557374,0.5,2.1
0.6798768656887788,0.6,2.1
0.6872313661125312,0.7,2.1
0.6905921536822431,0.8,2.1
0.6913609309542326,0.9,2.1
0.6911199164243906,1.0,2.1
0.690214386170754,1.1,2.1
0.6892340469214864,1.2,2.1
0.6866987279306433,1.3,2.1
0.6842576133825695,1.4,2.1
0.6827743762609827,1.5,2.1
0.6805900120304385,1.6,2.1
0.6782480358326268,1.7,2.1
0.6757238097503444,1.8,2.1
0.6735160455628695,1.9,2.1
0.6708216823125231,2.0,2.1
0.6679062691904482,2.1,2.1
0.6650475030367861,2.2,2.1
0.6625062071270358,2.3,2.1
0.6605779421227805,2.4,2.1
0.6586181484612188,2.5,2.1
0.6566519249034456,2.6,2.1
0.654611180826123,2.7,2.1
0.6528217740191857,2.8,2.1
0.6510636135663977,2.9,2.1
0.6493080928950125,3.0,2.1
0.6472811960394809,3.1,2.1
0.6453021170797976,3.2,2.1
0.6434877994501946,3.3,2.1
0.6418877710290093,3.4,2.1
0.6403683161062907,3.5,2.1
0.6388358740325958,3.6,2.1
0.6373977541335284,3.7,2.1
0.6361158452989673,3.8,2.1
0.6348568494515894,3.9,2.1
0.6335334818747596,4.0,2.1
0.6321015285026894,4.1,2.1
0.6306405964863651,4.2,2.1
0.6291497996975564,4.3,2.1
0.6277043702048306,4.4,2.1
0.6262510285390813,4.5,2.1
0.6250247002336444,4.6,2.1
0.6236967016753115,4.7,2.1
0.6222368838761501,4.8,2.1
0.6209582311770809,4.9,2.1
0.6198081043664024,5.0,2.1
0.5661893244868751,0.1,2.2
0.613116895737049,0.2,2.2
0.6345278017478633,0.3,2.2
0.6531859443460242,0.4,2.2
0.6658777668626976,0.5,2.2
0.6762878055141797,0.6,2.2
0.6832335738065498,0.7,2.2
0.6864797422566556,0.8,2.2
0.6867403943059684,0.9,2.2
0.6869337925318939,1.0,2.2
0.6864071720482587,1.1,2.2
0.6843225856718601,1.2,2.2
0.6818527175188254,1.3,2.2
0.6790021145017846,1.4,2.2
0.6771631437312966,1.5,2.2
0.6748701053937157,1.6,2.2
0.6717894961742187,1.7,2.2
0.6694427362208358,1.8,2.2
0.6669915861283306,1.9,2.2
0.6644822071816079,2.0,2.2
0.6619057817823423,2.1,2.2
0.6597062098545419,2.2,2.2
0.6576830758706056,2.3,2.2
0.6555494196947209,2.4,2.2
0.6534513028674288,2.5,2.2
0.6518123398569544,2.6,2.2
0.650295984081432,2.7,2.2
0.648357984238612,2.8,2.2
0.6462565594829083,2.9,2.2
0.6441693064729211,3.0,2.2
0.6421941022500428,3.1,2.2
0.6406169433711144,3.2,2.2
0.6390869979859528,3.3,2.2
0.6378074453874139,3.4,2.2
0.6365466206840386,3.5,2.2
0.6352263777413556,3.6,2.2
0.6338207342130598,3.7,2.2
0.632196979178903,3.8,2.2
0.6306583099315124,3.9,2.2
0.6289389184391614,4.0,2.2
0.627454809657078,4.1,2.2
0.6259967434703945,4.2,2.2
0.6246718900707752,4.3,2.2
0.623295702096895,4.4,2.2
0.6219737389314276,4.5,2.2
0.620959477076226,4.6,2.2
0.619912089285555,4.7,2.2
0.6188951789862844,4.8,2.2
0.6180349661647018,4.9,2.2
0.6170358012845942,5.0,2.2
0.5614560453752534,0.1,2.3
0.6086169695693188,0.2,2.3
0.6304872872676571,0.3,2.3
0.649706387479386,0.4,2.3
0.6620905917801273,0.5,2.3
0.672383826785281,0.6,2.3
0.6787703151236748,0.7,2.3
0.6818576057079541,0.8,2.3
0.6826044979956791,0.9,2.3
0.682695515209067,1.0,2.3
0.6814113921070871,1.1,2.3
0.6793744695448216,1.2,2.3
0.6768908338287942,1.3,2.3
0.6737856786773914,1.4,2.3
0.6717191767774079,1.5,2.3
0.6685000667257331,1.6,2.3
0.6657123233661033,1.7,2.3
0.6633581247527066,1.8,2.3
0.6611446525762761,1.9,2.3
0.6589505305712099,2.0,2.3
0.6566276759565409,2.1,2.3
0.6543416006077087,2.2,2.3
0.6522280044811136,2.3,2.3
0.6504556443760585,2.4,2.3
0.6486956358613754,2.5,2.3
0.6468073462641782,2.6,2.3
0.6447581382603809,2.7,2.3
0.64290997607678,2.8,2.3
0.6411233985781164,2.9,2.3
0.6397006303892734,3.0,2.3
0.6382899682135731,3.1,2.3
0.6368398050958249,3.2,2.3
0.6352982791630768,3.3,2.3
0.633757509509062,3.4,2.3
0.6320630321643508,3.5,2.3
0.6303480985250023,3.6,2.3
0.6287347634165283,3.7,2.3
0.6273187973862889,3.8,2.3
0.6260955088028337,3.9,2.3
0.6247972574047305,4.0,2.3
0.6235809468198517,4.1,2.3
0.6222579544542376,4.2,2.3
0.6211196766910064,4.3,2.3
0.6201248083090847,4.4,2.3
0.6191501583426618,4.5,2.3
0.6181464281665943,4.6,2.3
0.6171753386649406,4.7,2.3
0.6159172821717172,4.8,2.3
0.6147045197886897,4.9,2.3
0.6134460662211701,5.0,2.3
0.5565903341679646,0.1,2.4
0.6042375499527608,0.2,2.4
0.6268129799692321,0.3,2.4
0.6460187874496645,0.4,2.4
0.657934471395496,0.5,2.4
0.6681048474469226,0.6,2.4
0.6745051274617169,0.7,2.4
0.6774494827299709,0.8,2.4
0.6781463055492183,0.9,2.4
0.6782042795761944,1.0,2.4
0.6765008534001097,1.1,2.4
0.6743073534118994,1.2,2.4
0.6717944474712593,1.3,2.4
0.6687002110613892,1.4,2.4
0.6656082042255261,1.5,2.4
0.6626865618905047,1.6,2.4
0.6601491502668431,1.7,2.4
0.658077248642406,1.8,2.4
0.6559477986397044,1.9,2.4
0.6537955650476446,2.0,2.4
0.6514475950108252,2.1,2.4
0.6494030856309416,2.2,2.4
0.6474022363308973,2.3,2.4
0.6453430219241845,2.4,2.4
0.643350415967842,2.5,2.4
0.6415566413559052,2.6,2.4
0.6399285383608582,2.7,2.4
0.6386081461761622,2.8,2.4
0.6373491396745706,2.9,2.4
0.6357333939745108,3.0,2.4
0.6339014691210605,3.1,2.4
0.6319946989311005,3.2,2.4
0.6303149062114926,3.3,2.4
0.6287702830054008,3.4,2.4
0.6273623120296135,3.5,2.4
0.6260614467358401,3.6,2.4
0.6248311091065444,3.7,2.4
0.6234144760522131,3.8,2.4
0.6219654626652088,3.9,2.4
0.62064434469402,4.0,2.4
0.6196991318534814,4.1,2.4
0.6186976961335744,4.2,2.4
0.6176662795964352,4.3,2.4
0.6164464706164832,4.4,2.4
0.6151675096935725,4.5,2.4
0.6140537925390687,4.6,2.4
0.6129490802686463,4.7,2.4
0.6119144483652765,4.8,2.4
0.6109297600212376,4.9,2.4
0.609856925812994,5.0,2.4
0.5512130930658647,0.1,2.5
0.5994605932424228,0.2,2.5
0.6233625479573451,0.3,2.5
0.642166377856144,0.4,2.5
0.6536407298848829,0.5,2.5
0.663789710151714,0.6,2.5
0.6705509070863194,0.7,2.5
0.6733066265782701,0.8,2.5
0.6740046240665926,0.9,2.5
0.6737905699670854,1.0,2.5
0.6718134914161792,1.1,2.5
0.6694307862358752,1.2,2.5
0.6665601597137119,1.3,2.5
0.6632419212058352,1.4,2.5
0.6601535605317227,1.5,2.5
0.6573834244863291,1.6,2.5
0.6550598263159906,1.7,2.5
0.6530647014589228,1.8,2.5
0.6510625727756153,1.9,2.5
0.648878380206794,2.0,2.5
0.6465728254143297,2.1,2.5
0.6444553276467432,2.2,2.5
0.6423849918547974,2.3,2.5
0.6405514545070754,2.4,2.5
0.6388930559531263,2.5,2.5
0.6375998609214972,2.6,2.5
0.6363152450854873,2.7,2.5
0.634965870109828,2.8,2.5
0.6330404814265189,2.9,2.5
0.6311837998732182,3.0,2.5
0.6294612909196162,3.1,2.5
0.6279447267955001,3.2,2.5
0.6262817296275244,3.3,2.5
0.6248191009472934,3.4,2.5
0.6234290269474653,3.5,2.5
0.6220246114121171,3.6,2.5
0.6205585833662837,3.7,2.5
0.6194899903305509,3.8,2.5
0.6185771185003225,3.9,2.5
0.6175225892802924,4.0,2.5
0.6164973705974893,4.1,2.5
0.6153379874346104,4.2,2.5
0.6142567545356651,4.3,2.5
0.6131787227051013,4.4,2.5
0.6121470255080175,4.5,2.5
0.6109751293999752,4.6,2.5
0.6097538625882543,4.7,2.5
0.6085030206148311,4.8,2.5
0.6072948999014058,4.9,2.5
0.6061785525684352,5.0,2.5
0.5459497055920673,0.1,2.6
0.5948107338597444,0.2,2.6
0.6197338715740826,0.3,2.6
0.6379267376663901,0.4,2.6
0.6493959362005499,0.5,2.6
0.6595035327386957,0.6,2.6
0.6668082243289927,0.7,2.6
0.6692551539549463,0.8,2.6
0.6698734484448194,0.9,2.6
0.6690425826308148,1.0,2.6
0.6671661091149615,1.1,2.6
0.6645925258558191,1.2,2.6
0.6617024163649226,1.3,2.6
0.6582273558688163,1.4,2.6
0.655163327874307,1.5,2.6
0.6526029146515042,1.6,2.6
0.6505151958453574,1.7,2.6
0.6483971700894346,1.8,2.6
0.6462329024487844,1.9,2.6
0.6439860447169532,2.0,2.6
0.6418292159775377,2.1,2.6
0.6398199194117145,2.2,2.6
0.6382407052022732,2.3,2.6
0.6368031312656053,2.4,2.6
0.6353507184005205,2.5,2.6
0.633896181856617,2.6,2.6
0.6323802299204686,2.7,2.6
0.6307206626216952,2.8,2.6
0.6287855865661188,2.9,2.6
0.6271433080115091,3.0,2.6
0.6255146261679074,3.1,2.6
0.62393388655908,3.2,2.6
0.6223283458053447,3.3,2.6
0.6208332915756466,3.4,2.6
0.6195446848070025,3.5,2.6
0.6183302811903254,3.6,2.6
0.617403915129422,3.7,2.6
0.6165870528259689,3.8,2.6
0.6155982159710262,3.9,2.6
0.6144940765154356,4.0,2.6
0.613255144473883,4.1,2.6
0.6119768922504639,4.2,2.6
0.6106848591866225,4.3,2.6
0.609386004820761,4.4,2.6
0.6080152746503524,4.5,2.6
0.6066889837246193,4.6,2.6
0.6054324554235581,4.7,2.6
0.604189717142634,4.8,2.6
0.6028888092374474,4.9,2.6
0.6017016537734066,5.0,2.6
0.5408561330345873,0.1,2.7
0.5904695042194482,0.2,2.7
0.6157531684318314,0.3,2.7
0.6334743124598232,0.4,2.7
0.6452057328376767,0.5,2.7
0.6552946615996081,0.6,2.7
0.6627197329071589,0.7,2.7
0.6651016022378919,0.8,2.7
0.6652910665815044,0.9,2.7
0.6646559148458894,1.0,2.7
0.6624690531494805,1.1,2.7
0.6598787203439307,1.2,2.7
0.6573279209088189,1.3,2.7
0.6541300434308219,1.4,2.7
0.6511187569134852,1.5,2.7
0.6486026861121281,1.6,2.7
0.6461313214609231,1.7,2.7
0.6437111817551132,1.8,2.7
0.641346124705236,1.9,2.7
0.6391284417743229,2.0,2.7
0.6373791234618607,2.1,2.7
0.6359616170800755,2.2,2.7
0.6344150774915447,2.3,2.7
0.6331023958536499,2.4,2.7
0.6317195373252685,2.5,2.7
0.6300665404329591,2.6,2.7
0.62837392727769,2.7,2.7
0.6265880412701896,2.8,2.7
0.6249326941063236,2.9,2.7
0.6231828056121496,3.0,2.7
0.6215659400286924,3.1,2.7
0.6200701430774318,3.2,2.7
0.6187386972326867,3.3,2.7
0.6174866029193744,3.4,2.7
0.6163481193331488,3.5,2.7
0.6153947047934448,3.6,2.7
0.61440420743635,3.7,2.7
0.6131764779856518,3.8,2.7
0.6118680658029602,3.9,2.7
0.6105081010056232,4.0,2.7
0.6091433617919475,4.1,2.7
0.6077096580228096,4.2,2.7
0.6062840638381247,4.3,2.7
0.6049331803178084,4.4,2.7
0.6035366244203568,4.5,2.7
0.602125143657521,4.6,2.7
0.6008321455588244,4.7,2.7
0.599586841184598,4.8,2.7
0.5984545211873074,4.9,2.7
0.5972897255711875,5.0,2.7
0.5355818127502605,0.1,2.8
0.5860661687299076,0.2,2.8
0.6115433658127927,0.3,2.8
0.6288997379362119,0.4,2.8
0.6409228591200318,0.5,2.8
0.6509533209958884,0.6,2.8
0.6582275797007925,0.7,2.8
0.6607081239917207,0.8,2.8
0.6608308009784903,0.9,2.8
0.6602278783892931,1.0,2.8
0.6582029239906542,1.1,2.8
0.6556141877158776,1.2,2.8
0.6530213100673934,1.3,2.8
0.649944855385041,1.4,2.8
0.6474138177229103,1.5,2.8
0.6448598472714874,1.6,2.8
0.6423437898819544,1.7,2.8
0.6398631848181435,1.8,2.8
0.6375103127759579,1.9,2.8
0.6356877508783462,2.0,2.8
0.6342180414372595,2.1,2.8
0.6329971730606527,2.2,2.8
0.6316057596060326,2.3,2.8
0.6300341134746228,2.4,2.8
0.6284380142168146,2.5,2.8
0.6267994434113796,2.6,2.8
0.6250887137477982,2.7,2.8
0.6232809443695598,2.8,2.8
0.6214573388171896,2.9,2.8
0.6198805556895862,3.0,2.8
0.6184366325591254,3.1,2.8
0.6170531890188318,3.2,2.8
0.6158258058786195,3.3,2.8
0.6146662810218253,3.4,2.8
0.6134720553968063,3.5,2.8
0.6121724085027564,3.6,2.8
0.6108213851141815,3.7,2.8
0.6094649555177123,3.8,2.8
0.6079367940159732,3.9,2.8
0.6063929830507484,4.0,2.8
0.6049581559653745,4.1,2.8
0.6035098088115979,4.2,2.8
0.6020255937957089,4.3,2.8
0.6006078192721548,4.4,2.8
0.599210823950285,4.5,2.8
0.5978898672518437,4.6,2.8
0.5965496004679531,4.7,2.8
0.5950937904842954,4.8,2.8
0.5936009015587077,4.9,2.8
0.5920912042821493,5.0,2.8
0.5304503521127879,0.1,2.9
0.5818400534173613,0.2,2.9
0.6071758771684406,0.3,2.9
0.624452120719119,0.4,2.9
0.6364942259533233,0.5,2.9
0.6464061232879352,0.6,2.9
0.6535855697854337,0.7,2.9
0.6565113254232007,0.8,2.9
0.6567323593764034,0.9,2.9
0.6559984503903948,1.0,2.9
0.6539362041432167,1.1,2.9
0.6513439351258543,1.2,2.9
0.6487012981667527,1.3,2.9
0.6461533058259021,1.4,2.9
0.6435467339123242,1.5,2.9
0.6411442698101643,1.6,2.9
0.6383861006190181,1.7,2.9
0.6360608105560559,1.8,2.9
0.6342278689422207,1.9,2.9
0.6331335726969771,2.0,2.9
0.6319433866048267,2.1,2.9
0.6307323816114481,2.2,2.9
0.6292166766038694,2.3,2.9
0.6275566230728544,2.4,2.9
0.6259205384581876,2.5,2.9
0.6241262058115942,2.6,2.9
0.622303219874529,2.7,2.9
0.6206811025348002,2.8,2.9
0.6191385639090794,2.9,2.9
0.617628728409925,3.0,2.9
0.616207550776969,3.1,2.9
0.6148717797406118,3.2,2.9
0.6135223577314645,3.3,2.9
0.6122370014328316,3.4,2.9
0.6108782145943723,3.5,2.9
0.6093073211190752,3.6,2.9
0.607801709650805,3.7,2.9
0.6063442037789673,3.8,2.9
0.6047575767351815,3.9,2.9
0.6031788511543658,4.0,2.9
0.6016060857972783,4.1,2.9
0.6000848727906463,4.2,2.9
0.5984536760136104,4.3,2.9
0.5968406221755215,4.4,2.9
0.5951669645162266,4.5,2.9
0.5935484856830018,4.6,2.9
0.5921081358602427,4.7,2.9
0.5909656505790228,4.8,2.9
0.5898977832646667,4.9,2.9
0.5888411073751431,5.0,2.9
0.5250180178920727,0.1,3.0
0.5775934713340896,0.2,3.0
0.6031300823157342,0.3,3.0
0.6200026133276799,0.4,3.0
0.6319928507244346,0.5,3.0
0.6417280264993104,0.6,3.0
0.6490646214749254,0.7,3.0
0.6525209383058258,0.8,3.0
0.6530852027642942,0.9,3.0
0.651954132676151,1.0,3.0
0.6497680756394547,1.1,3.0
0.6472011505459411,1.2,3.0
0.6448009871479434,1.3,3.0
0.6421879617067543,1.4,3.0
0.6396135776891679,1.5,3.0
0.6372331194560413,1.6,3.0
0.6349019438501093,1.7,3.0
0.6332736888782815,1.8,3.0
0.6321324637622979,1.9,3.0
0.6310360644339672,2.0,3.0
0.6298940987623105,2.1,3.0
0.6284135745609322,2.2,3.0
0.6268206234631026,2.3,3.0
0.6249448990418546,2.4,3.0
0.6231834086463803,2.5,3.0
0.6215584001864665,2.6,3.0
0.6200005783011289,2.7,3.0
0.6184096152220043,2.8,3.0
0.6169048167880884,2.9,3.0
0.6154150787736168,3.0,3.0
0.6139681352372016,3.1,3.0
0.6125649972844374,3.2,3.0
0.6110447225189926,3.3,3.0
0.6093710394576292,3.4,3.0
0.6078490216440344,3.5,3.0
0.6061703972060715,3.6,3.0
0.6044916893181002,3.7,3.0
0.6027619207107329,3.8,3.0
0.6009472722323197,3.9,3.0
0.5993349465883742,4.0,3.0
0.5978194339049673,4.1,3.0
0.5961093003142481,4.2,3.0
0.5943787996562022,4.3,3.0
0.5929109032945888,4.4,3.0
0.5915763638685552,4.5,3.0
0.5902980324860442,4.6,3.0
0.5890246728564819,4.7,3.0
0.5877424140136331,4.8,3.0
0.586620964520773,4.9,3.0
0.5856414713532927,5.0,3.0
0.5193758200459135,0.1,3.1
0.5732454289700233,0.2,3.1
0.5991440969035056,0.3,3.1
0.6155410721623261,0.4,3.1
0.6278946429315884,0.5,3.1
0.6373096907218518,0.6,3.1
0.6445863902157346,0.7,3.1
0.6483954001528719,0.8,3.1
0.6494266084601151,0.9,3.1
0.6481019653947059,1.0,3.1
0.6457375883315893,1.1,3.1
0.6430579068134776,1.2,3.1
0.640654457582751,1.3,3.1
0.6383268950438554,1.4,3.1
0.6359361596134854,1.5,3.1
0.6339465477258044,1.6,3.1
0.6322291299253202,1.7,3.1
0.6309785365853549,1.8,3.1
0.6301505193722113,1.9,3.1
0.6291009837318126,2.0,3.1
0.6276606692019898,2.1,3.1
0.6260806553702861,2.2,3.1
0.624108128516955,2.3,3.1
0.6222641859136422,2.4,3.1
0.6208570955756362,2.5,3.1
0.6192887847669817,2.6,3.1
0.6177157791965964,2.7,3.1
0.6161702873892984,2.8,3.1
0.614559604394874,2.9,3.1
0.6129153931098914,3.0,3.1
0.6112115162127718,3.1,3.1
0.6094431457610539,3.2,3.1
0.6077830016233488,3.3,3.1
0.6059592167682514,3.4,3.1
0.6041208840162039,3.5,3.1
0.6022295533737831,3.6,3.1
0.6005638996004234,3.7,3.1
0.5989574940138784,3.8,3.1
0.5972559067912696,3.9,3.1
0.5955053054952906,4.0,3.1
0.593867392754938,4.1,3.1
0.5925098998472136,4.2,3.1
0.591085789196174,4.3,3.1
0.5896998892746659,4.4,3.1
0.5884166750538553,4.5,3.1
0.5871024649230558,4.6,3.1
0.5858736336087836,4.7,3.1
0.5846467979704587,4.8,3.1
0.5834053954298604,4.9,3.1
0.5821549418017089,5.0,3.1
0.512950751620675,0.1,3.2
0.56875747517525,0.2,3.2
0.5948641948845508,0.3,3.2
0.6111967904961113,0.4,3.2
0.6237436275935342,0.5,3.2
0.6331445416913113,0.6,3.2
0.6402823967068887,0.7,3.2
0.6440170814897217,0.8,3.2
0.6455936103142323,0.9,3.2
0.6440153528463187,1.0,3.2
0.6415994716762975,1.1,3.2
0.6390249480912673,1.2,3.2
0.6367559566406461,1.3,3.2
0.6347873571904894,1.4,3.2
0.6328751328088349,1.5,3.2
0.6312954341356882,1.6,3.2
0.6299121529839217,1.7,3.2
0.6288774119422493,1.8,3.2
0.6279308879943944,1.9,3.2
0.6267215561724999,2.0,3.2
0.6250777108067248,2.1,3.2
0.6230790627552634,2.2,3.2
0.6213352464888839,2.3,3.2
0.6199770818106486,2.4,3.2
0.6184532915605641,2.5,3.2
0.6169511579991733,2.6,3.2
0.6151261384521014,2.7,3.2
0.6133092626174614,2.8,3.2
0.6113610410373593,2.9,3.2
0.6094427721895856,3.0,3.2
0.607651970343968,3.1,3.2
0.6057624513820385,3.2,3.2
0.6038328101985453,3.3,3.2
0.6020946334738069,3.4,3.2
0.6004274648352451,3.5,3.2
0.5986597591921273,3.6,3.2
0.5968384860304456,3.7,3.2
0.5950834121821289,3.8,3.2
0.5934844184402399,3.9,3.2
0.5920279400362531,4.0,3.2
0.5904533738325762,4.1,3.2
0.588976740424053,4.2,3.2
0.5875760280342457,4.3,3.2
0.5862251742996121,4.4,3.2
0.5849000876699137,4.5,3.2
0.5835534114219514,4.6,3.2
0.5821415181124596,4.7,3.2
0.5808137578881836,4.8,3.2
0.5797879899991555,4.9,3.2
0.5786620613602715,5.0,3.2
0.5071572384989851,0.1,3.3
0.5642416327562958,0.2,3.3
0.5903738440100944,0.3,3.3
0.607089624534656,0.4,3.3
0.6193842754231256,0.5,3.3
0.6289404873624653,0.6,3.3
0.6361304518021842,0.7,3.3
0.6397759746116816,0.8,3.3
0.6416911565139162,0.9,3.3
0.6398578974380214,1.0,3.3
0.6375585417742369,1.1,3.3
0.6352725637760105,1.2,3.3
0.6334043077459142,1.3,3.3
0.6316676989305388,1.4,3.3
0.6303000817396789,1.5,3.3
0.6288165479879709,1.6,3.3
0.6277266516022999,1.7,3.3
0.6265587078222186,1.8,3.3
0.6254375756920441,1.9,3.3
0.6238029459103898,2.0,3.3
0.6221215757468328,2.1,3.3
0.6203434443410265,2.2,3.3
0.6188297811730636,2.3,3.3
0.6171616390278647,2.4,3.3
0.6154869303000562,2.5,3.3
0.613533491041534,2.6,3.3
0.611541424798866,2.7,3.3
0.609501769725338,2.8,3.3
0.6076654010272837,2.9,3.3
0.6057131230426871,3.0,3.3
0.603949375069113,3.1,3.3
0.602183437207704,3.2,3.3
0.6003494792989549,3.3,3.3
0.5984091878815293,3.4,3.3
0.5964322892359412,3.5,3.3
0.5946027470104328,3.6,3.3
0.5928770051114759,3.7,3.3
0.5912218705678891,3.8,3.3
0.5897127058042337,3.9,3.3
0.5881296645166127,4.0,3.3
0.5865763255561842,4.1,3.3
0.5852757514748841,4.2,3.3
0.5839435745940609,4.3,3.3
0.5825463221992275,4.4,3.3
0.5812176246073304,4.5,3.3
0.5800412404966229,4.6,3.3
0.5789822362995575,4.7,3.3
0.5779366313615273,4.8,3.3
0.5769232347611997,4.9,3.3
0.5759551207845728,5.0,3.3
0.5021232306429322,0.1,3.4
