Day of the Year,Temperature,Irradiance,Pressure,Rainfall,Observed Demand,Predicted Demand,Delta
343.0,22.943748169477555,22.047559759442326,18.288904647395263,8.230659227439347,173.9,165.28705754081287,-8.612942459187138,
44.0,25.265095950671284,22.274944845934414,18.459048447833286,9.44987041148925,162.8,172.24610166141917,9.446101661419164,
27.0,27.354234267695603,24.26270231699256,18.42279012824065,0.5190317736346706,188.4,180.71809125236848,-7.681908747631525,
279.0,18.112865907011063,8.110479448392097,15.866957540332248,30.165631851729774,195.0,193.9079412199034,-1.0920587800966075,
354.0,19.603007033576528,6.231314772053876,18.74969039353729,17.48187103472077,189.2,175.5297224260909,-13.67027757390909,
206.0,14.320367646024392,11.966184708860387,6.761768339821999,1.3728273501574513,207.0,219.72339877417653,12.72339877417653,
282.0,16.33321602177274,17.415950445539796,10.671561572436252,43.447438517072726,171.8,190.10315079808933,18.30315079808932,
324.0,25.200548273509074,29.486065609352565,13.48403529083957,1.7300446752416052,152.9,166.04580619626944,13.145806196269433,
74.0,23.936210711801383,13.558268010015231,17.771264267736445,22.12086695456688,186.6,177.7306501520712,-8.869349847928788,
89.0,25.912567660458958,16.061029059335624,19.361118038705683,0.551071404988025,160.5,179.53373345905064,19.033733459050637,
138.0,18.891076230743955,12.266490485333811,9.5419567178751,0.014549109243132633,202.4,198.67827806006406,-3.7217219399359465,
109.0,22.434979228986123,15.73360932351482,10.400067563561926,0.00410972340649544,158.9,176.6002349409487,17.70023494094869,
25.0,33.30285060798218,28.57149960645945,20.764428024773405,0.0935859012453712,225.9,209.27103845711073,-16.62896154288927,
65.0,36.129770859297686,23.30144517400407,19.504857842803364,1.572850273307004,218.3,212.66237388688748,-5.637626113112532,
117.0,19.575328684313458,5.269362857238707,18.32342106127641,2.282556321947536,186.7,188.46077857546646,1.7607785754664746,
177.0,17.798076078054464,10.797091285818752,7.312894978824703,0.0696027272658724,209.2,214.56882157333686,5.368821573336874,
14.0,32.77270551929681,27.570889496836383,20.87440327645691,0.08568521256838572,210.4,208.01608402522677,-2.383915974773231,
361.0,24.806669179818158,18.04930990010794,18.208755390322672,1.596938700294505,151.8,170.7865382354435,18.986538235443476,
50.0,27.01488581990746,20.84609803271348,22.31774218956004,8.343963025976542,189.3,187.0721926278914,-2.2278073721086002,
234.0,18.632636314067117,11.809374593231773,8.347677022327504,0.016060090602662978,207.2,207.36011016887295,0.16011016887296137,
52.0,29.39203183505448,23.008235868703903,22.741085312124564,0.3324492016275632,203.8,198.42301005221026,-5.3769899477897525,
105.0,24.808324946991412,16.397509184869264,11.257327456657206,0.001166068125369454,175.5,173.12452320557526,-2.375476794424742,
87.0,25.837633556136595,18.086303390909354,16.26604605584155,0.1309059232789077,189.8,173.65035617329585,-16.149643826704164,
257.0,20.756706729906103,18.256264969150877,9.256579970573688,0.0011658917261942018,174.0,176.9775330752728,2.977533075272788,
361.0,30.209625321836793,30.29415174042923,17.433413681932965,0.03639297108748182,182.1,181.49820982685367,-0.6017901731463269,
89.0,23.551413979415837,17.98698280968204,13.240794911608536,3.2104419114712877,169.4,169.01333061906433,-0.3866693809356718,
348.0,22.6722331608586,28.31727023941226,9.902277864757984,0.1916883808995223,165.8,164.8492401126391,-0.9507598873609027,
56.0,27.016158145120027,23.732994025910692,17.620994562464674,0.4338123723716249,167.1,176.77865456111437,9.67865456111437,
160.0,20.37036343863014,10.714066173762472,12.370304148138935,0.1741838122971012,184.9,195.51525322434247,10.615253224342467,
207.0,17.884574913603878,10.021696428368635,9.859337195336458,0.008417336553800255,215.1,212.78659153382085,-2.3134084661791405,
214.0,17.439714662275712,11.223892241941114,10.599589606843532,0.31234412167443826,211.5,207.56226891227703,-3.937731087722966,
114.0,22.105045827638996,13.884171314994514,16.46819255119505,2.111029352503522,161.9,176.9882079059751,15.088207905975082,
330.0,32.86720548528867,21.760993917931536,17.090679230947142,5.760802802189552,196.5,188.1225931302726,-8.377406869727395,
363.0,25.6868136482959,15.278396683385472,21.26515458320508,0.2095319936276266,172.5,179.03292116929015,6.532921169290148,
46.0,28.35617909700204,25.82664253160219,19.91975876358427,0.0750877540578354,189.0,186.54261977072204,-2.457380229277959,
221.0,15.206540142529542,11.921081723813366,9.454109534795434,1.3914762356672352,218.4,212.9397126411912,-5.460287358808813,
225.0,17.87901604442438,11.764111196576449,12.242030618092832,4.824069764160808,195.0,198.76030221028864,3.7603022102886428,
249.0,21.302573179273615,18.289696934226274,8.853406982017834,0.008183955140403501,176.3,176.78209944723838,0.48209944723836884,
361.0,25.819541682431016,20.18164163558092,19.75683746797929,2.68399335795784,161.2,174.21565427908251,13.015654279082526,
14.0,26.159520990759066,17.358306940567388,20.867216121279153,4.922908468048175,178.6,184.34295426903608,5.74295426903609,
265.0,18.875101430160644,20.41199185530557,8.355332911486581,1.1930849709945477,175.5,172.3509118916525,-3.149088108347513,
166.0,18.430120543634523,10.582563287437166,9.548710194927917,0.040828805383473075,194.7,208.61200062655223,13.912000626552242,
90.0,23.866932764383947,18.53799941964141,11.26010743108081,0.04907083036989534,168.6,168.56876597928235,-0.03123402071764758,
345.0,25.071701598947243,20.824324281680166,14.499000946146499,0.03916796403032869,188.3,168.34525864462154,-19.954741355378474,
193.0,15.53112414844443,6.626650086414443,13.031721257403355,4.145821272521263,202.6,216.2965367290858,13.696536729085807,
212.0,21.778054144514947,13.011692867186651,10.469858577170431,0.019454879712727878,185.7,191.3415376333274,5.6415376333274025,
36.0,23.73480576026656,20.251990633411285,15.349149587229162,6.734900687158164,162.6,166.51581828786033,3.9158182878603327,
140.0,15.949212330243384,6.702464405417956,11.258560452716608,1.4398345217840978,214.7,219.7266398744706,5.026639874470618,
6.0,22.24953354256977,10.083814119543199,17.6815314081318,16.983441529586557,175.0,177.57274609357498,2.5727460935749775,
242.0,21.096647596159062,17.090645442497355,8.925799448093578,0.0007544384456759077,182.3,180.95870802014835,-1.3412919798516612,
143.0,19.730601345900144,10.242108331710398,12.31252997107214,0.29699403466437363,182.6,197.31205649720272,14.712056497202724,
176.0,19.089106791616402,10.960555099702422,7.957334125457869,0.06526092514795168,197.5,209.1868508039568,11.686850803956787,
290.0,21.67190367534215,25.59209713762083,9.718421412762122,0.24143413093979246,148.1,161.9246645192652,13.824664519265212,
278.0,15.710646406152543,5.52125163715338,14.27424738305618,9.123029366236443,197.7,203.22400356407206,5.524003564072075,
272.0,27.526504784031534,22.21845949957785,15.281279938408005,0.13681489488188706,166.1,171.34132548694473,5.241325486944731,
173.0,14.797741944349934,6.910433127340171,8.833744661416667,0.20600719688940594,237.9,232.3649174804285,-5.535082519571517,
297.0,29.235572224598716,26.41577406729726,13.696763884365101,0.0022674684415969256,170.4,174.74002249650925,4.340022496509249,
180.0,16.479381664943766,9.617518292188509,10.538007229194738,0.6573034496046258,223.3,215.47370744070068,-7.826292559299333,
314.0,26.080525191248057,27.783329023457302,18.15075869675341,10.029397527907797,171.8,168.69837102426436,-3.1016289757356503,
6.0,26.1698971043988,26.81164615774649,16.54655174636437,0.2701946918914441,156.9,173.86241582996158,16.96241582996157,
305.0,27.629149963276088,26.743573187938974,16.271206898405147,0.015754680295454716,187.4,172.18810986704915,-15.211890132950856,
343.0,28.503850154134845,25.50314882358713,18.43107112745278,0.007592559861999353,198.7,177.96009081306693,-20.739909186933062,
287.0,22.681491686729665,17.187321617353046,15.839329409993558,8.454562643999378,173.5,169.1511609279089,-4.348839072091096,
61.0,30.08049687471857,24.669869030168613,20.55676423951683,0.015111112251544481,182.6,194.2495427538632,11.649542753863216,
164.0,16.105646658758797,10.481836901580033,8.878247899235074,0.02182736128008556,204.3,216.77474091733546,12.474740917335453,
272.0,20.113681619410844,9.283236564970718,14.622870438587585,1.2062099761688359,181.7,189.5563172762948,7.856317276294817,
360.0,27.76802065286724,19.548904619949184,22.633162332395617,6.414156746201664,158.2,185.8107971550022,27.610797155002217,
151.0,18.288479701625334,11.101217467187016,7.712452599974295,0.01386070840750073,217.5,209.08319326284337,-8.416806737156634,
11.0,28.45893676315596,31.04156365751074,18.051100479879704,0.043547126050133,182.5,183.51934412297365,1.0193441229736493,
303.0,19.186547693039202,20.919194411747593,10.893942543280776,0.12007995764065064,155.6,168.3382155260227,12.738215526022714,
257.0,15.274571942614623,14.798277378696111,10.043438164064801,13.482943257708014,189.5,195.527876179726,6.027876179726007,
147.0,17.856604140971157,11.516466401710492,8.55781575754166,0.037789940273111736,204.7,206.95269857582278,2.252698575822791,
37.0,28.56584782398002,26.12583014435315,19.693436628913002,0.07585309116504009,193.6,187.16070573560987,-6.439294264390128,
195.0,21.520133046439952,11.54108651109947,9.212833296618683,0.016715698473087154,201.7,199.01904438497246,-2.6809556150275284,
107.0,25.579607571669918,7.974204286531448,16.64528939893537,0.008403191703067706,175.5,183.16262820754815,7.662628207548153,
15.0,28.68763794093276,23.12025105666121,19.64384210865905,0.11122774784070712,196.6,189.32339516855208,-7.276604831447912,
141.0,17.88331323565347,7.88272841667738,14.504985367496884,15.085267009795048,199.2,202.1606788663805,2.960678866380505,
11.0,26.59364638123203,19.66217290323952,17.524428468486434,0.007770350207783225,177.6,179.06073174846395,1.4607317484639566,
342.0,33.94559644745743,27.162119460434397,21.392620126870185,0.10166961857637671,215.1,201.2418089920055,-13.858191007994492,
317.0,23.32078210242877,22.337764943809827,15.114034013617786,0.2987764470158389,167.9,165.42208871350428,-2.4779112864957256,
53.0,21.658748164961253,7.999937276569328,17.86334751750151,43.275158360766014,187.2,187.4706408362838,0.2706408362838033,
214.0,17.943599395588343,12.47922354608707,9.988514038093504,0.348737905076284,196.1,203.26106831716373,7.161068317163739,
92.0,26.000741473513003,18.465477836887818,17.824945653646843,0.15764656434635088,158.7,175.7344231215065,17.034423121506507,
167.0,19.525192080096655,9.900252409007523,9.70941071584412,0.16524819851115571,213.7,207.47651907475475,-6.223480925245241,
33.0,24.057899932873116,20.752400936893423,17.894460584054947,24.55483863938927,178.9,171.39899686872658,-7.501003131273421,
337.0,27.256963710425975,29.03993689563608,7.466654993754564,0.15328762798154288,179.0,176.09138511363489,-2.9086148863651147,
239.0,17.35206077989785,12.03476643319771,12.467816962582248,4.608936382704493,204.4,197.49737156423285,-6.902628435767156,
106.0,21.22520039091078,12.543731191612942,10.275807972210615,0.01212229075425854,176.8,187.37657034243836,10.576570342438345,
119.0,22.561334132350982,14.28403797655759,14.563849054533735,0.031251374067461604,182.6,177.60676917802425,-4.993230821975743,
187.0,18.262528598454537,9.815775873755015,13.076784838389411,3.4234660167085678,195.0,201.86781240335915,6.867812403359153,
203.0,21.236080330428024,10.569663796753192,9.208698678430153,0.0011230580212228736,204.0,203.2982163574559,-0.7017836425440862,
84.0,23.03119643690214,11.562389042301465,19.67917117991734,13.403933283498466,179.2,180.00227810196264,0.8022781019626564,
288.0,21.570101372298407,24.764217191070607,10.799396046624748,0.3119568371887497,156.2,162.13615691659123,5.936156916591244,
38.0,22.027652198108406,6.752754132621306,21.044004503959936,37.57079224960286,189.0,188.30864621002436,-0.6913537899756363,
84.0,22.325957705102454,12.013441368225818,17.146144596870673,2.283593863200916,178.8,178.19601968771144,-0.6039803122885701,
341.0,29.616677925384085,25.852922868830646,19.195646158752083,0.03241837275966086,189.7,182.41854652947006,-7.281453470529925,
296.0,26.74103911473872,26.45664362742681,9.550902364996128,0.010515622512711575,159.6,169.34735797072557,9.747357970725574,
98.0,22.660003363666064,16.354610120429257,12.881789882819765,7.795158674961087,157.4,172.33077594445348,14.930775944453472,
79.0,25.91296150305241,20.737831508124227,15.86369666767377,1.263156007985724,160.0,171.22019001111676,11.220190011116756,
74.0,24.890254281311627,19.330005786430604,18.38634459607377,3.076903367031986,173.5,173.73655790346703,0.23655790346703043,
185.0,16.258600181596876,6.656389008364609,14.573420993957468,34.62939444638736,221.2,208.44473188628217,-12.755268113717818,
174.0,17.420165848583316,10.261612099331646,11.926591348447648,7.414532031530391,214.9,206.35270509987905,-8.54729490012096,
104.0,21.637544175207804,15.083514648893946,12.256118299305468,0.17779069624000052,156.9,177.60543994978306,20.705439949783056,
37.0,24.912075484569044,8.173405358960046,22.09872119273028,4.664960076665669,181.4,188.6862085743668,7.286208574366782,
22.0,24.776315498146612,18.713659470118248,17.160921801168293,0.0512487485623905,188.4,174.16595813785125,-14.234041862148757,
212.0,16.699082232596854,9.885891090239522,9.118963060773266,0.027727045520974693,215.0,218.34044824290763,3.3404482429076268,
128.0,24.62931187274928,11.521435958777772,17.540577111649878,1.4498506308886412,169.0,179.44950721852115,10.449507218521148,
245.0,20.400552784191014,17.063892044908854,10.330618643795411,0.3036826373708577,192.3,180.17927525979746,-12.120724740202547,
40.0,21.581889220573267,2.7470762244363063,21.43759710502664,60.58367933713937,175.6,188.12076189480416,12.520761894804167,
5.0,24.658721190501097,22.34053161443127,19.170200618856338,3.305426352634155,166.5,174.87150778541144,8.371507785411438,
12.0,27.88084488183858,24.560680771336084,18.739187523442954,0.08297704788020051,181.9,184.12504025028252,2.225040250282518,
208.0,15.778919808798873,3.929456232410487,14.37776201272556,8.99721911518595,206.9,213.05859067386726,6.158590673867252,
67.0,28.414493622773453,20.889804812937506,22.170609461364208,0.017642664511267774,194.4,192.86787229520738,-1.5321277047926287,
345.0,29.238553724958038,29.960356802318927,15.077075478427217,0.03883159303602008,160.8,177.37180326898172,16.57180326898171,
235.0,18.016544500361025,13.44479391145588,9.936783223082346,2.5641344773376438,189.3,198.3313806538534,9.031380653853375,
72.0,23.748945835717958,11.38394483711921,19.045004865990663,7.094545240806431,183.0,179.30842013880772,-3.691579861192281,
326.0,25.571689676351728,23.282478826036414,16.26478866185971,0.594180888426616,169.0,168.50185636559695,-0.4981436344030499,
160.0,16.64146166086432,10.115425307366785,10.23239887428936,9.649401530116744,194.9,213.1139198510329,18.213919851032898,
365.0,21.538385901309844,9.682015283273547,16.62301626953798,3.318558048779635,157.1,172.6405442578242,15.540544257824195,
338.0,23.74725134892452,9.633159138838389,17.441442745285475,1.0176948642430663,184.2,175.95741691347294,-8.242583086527048,
308.0,23.051490629229264,27.3464779036204,13.96625378827442,0.03328721705302161,166.7,162.81547572976282,-3.884524270237165,
87.0,25.31076467049756,8.693710752077884,20.193668650148222,3.118197941625155,187.7,184.2644872254751,-3.435512774524881,
293.0,21.573202946530753,11.257090319962444,19.08777431688795,1.509500739614899,181.7,175.02133810031123,-6.678661899688763,
156.0,17.12317923207173,9.176235962845883,9.906662551319936,0.2975524240755138,210.0,215.39391933144577,5.3939193314457725,
353.0,32.23102109777153,15.720672991264642,24.80830058550962,0.21820355860730958,219.6,207.74443935440297,-11.855560645597023,
136.0,17.399239488434464,12.407265507091406,7.048549939386721,0.06527162060862919,184.9,205.20055710971022,20.300557109710212,
172.0,19.351121537910405,10.211877878827224,11.637139131199968,0.2697862885403277,191.1,202.17347619523883,11.07347619523884,
168.0,17.87868372786168,10.216495114136988,10.640134886291916,0.10378851268788208,210.9,208.80327043279001,-2.096729567209991,
20.0,28.942142619587155,21.582782857359526,22.68766066135206,2.2559239491067635,196.9,197.78574184408407,0.8857418440840661,
69.0,30.457540607747642,19.751553234184886,21.4954712638958,2.317634438305798,192.3,197.1128954688378,4.81289546883778,
7.0,30.67825809126249,19.378853220875413,22.23745455878912,2.463043590187,200.0,203.49229887518447,3.492298875184474,
199.0,18.427569335384423,11.915391399831298,8.213750557583193,0.0401634987246208,215.4,207.85051043601607,-7.54948956398394,
148.0,18.91462557759344,9.752270122566653,13.178550419120183,2.5270563011075113,196.7,198.5843836669142,1.8843836669142036,
201.0,18.874488714287722,11.4599975157944,10.47290949852105,0.02201723387117954,191.4,203.50758528969018,12.107585289690178,
169.0,16.62653581381261,7.342259322738404,11.269355992764666,0.1171418071938312,213.5,218.4826857205745,4.982685720574494,
191.0,17.47122250940777,10.969303920354395,10.793906443952118,0.15987212667502615,215.8,207.88084158505447,-7.919158414945542,
346.0,21.486135065074645,20.04206170913075,11.565577038776246,1.1699857705789978,174.2,166.74685048794925,-7.453149512050743,
69.0,27.142591115646724,20.58091028321777,16.005378599903715,0.018949592928806065,179.4,174.8720120894214,-4.5279879105786165,
285.0,30.55116131174911,23.355109342614508,14.916791249725991,0.09059171535870075,170.0,178.54276962726107,8.542769627261066,
103.0,21.925602411097337,16.77960139656962,10.76521819376277,0.0027090585576029507,175.5,173.78303394739487,-1.7169660526051302,
231.0,20.17684076065535,14.730790673331619,10.50127613877978,0.008561032636196921,192.2,188.64560944409294,-3.554390555907048,
63.0,26.223586111976765,17.655408900416038,24.50857019401784,25.068172871094756,190.3,190.016356285169,-0.28364371483101536,
57.0,31.140605894792994,23.893885347846222,18.50285432258122,0.007234952102344144,177.8,193.18323713636835,15.383237136368336,
324.0,26.614347357413298,28.74690083738751,16.45595165839137,0.019910593313154836,177.6,170.36011825915966,-7.239881740840332,
22.0,33.00108476622858,29.150066009852463,18.33804837892755,0.07637244390392305,203.6,202.37580638784135,-1.2241936121586434,
266.0,24.550687608597098,20.626257813865863,11.531948424983621,1.959061720294577,173.0,167.6227538857054,-5.377246114294593,
272.0,21.43005602741145,21.545488989897347,10.706584712719398,0.005553123246168257,163.8,166.84883492082596,3.0488349208259535,
