Date,temperature
01/08/2023,20.607239550889624
02/08/2023,18.513254232026608
03/08/2023,21.130302389144806
04/08/2023,22.460623718280182
05/08/2023,17.729354073438152
06/08/2023,16.447495183062568
07/08/2023,16.23620240326429
08/08/2023,18.327812404257187
09/08/2023,20.025189770936358
10/08/2023,21.833829411849496
11/08/2023,18.61617386158324
12/08/2023,20.31984062056093
13/08/2023,17.496670496558085
14/08/2023,15.527648233195096
15/08/2023,16.329199155369476
16/08/2023,17.182250649920647
17/08/2023,19.92878828191152
18/08/2023,17.35240749738019
19/08/2023,17.86293890119793
20/08/2023,21.0787981565516
21/08/2023,20.829755944934274
22/08/2023,23.472165747107645
23/08/2023,18.016544500361025
24/08/2023,18.877382312846038
25/08/2023,20.702715067027235
26/08/2023,20.077313726484928
27/08/2023,20.5735145328655
28/08/2023,20.654853136802267
29/08/2023,22.120147635389603
30/08/2023,24.60775575729149
31/08/2023,19.1679251193007
01/09/2023,17.778863335095085
02/09/2023,17.915692858859412
03/09/2023,19.433232649941104
04/09/2023,21.332976168108623
05/09/2023,23.146243219665777
06/09/2023,21.302573179273615
07/09/2023,25.777989217742256
08/09/2023,18.122516401082034
09/09/2023,17.413913337204292
10/09/2023,18.186241748073005
11/09/2023,19.10885943592127
12/09/2023,20.21415088005835
13/09/2023,22.607416215300205
14/09/2023,24.83411805036789
15/09/2023,27.253564990364087
16/09/2023,30.908262915965317
17/09/2023,30.84340835503896
18/09/2023,32.00583497657507
19/09/2023,32.76774733514155
20/09/2023,31.870965521437107
21/09/2023,22.004616055328256
22/09/2023,18.39075060211707
23/09/2023,19.7034762627776
24/09/2023,20.833538195581017
25/09/2023,24.926102767661906
26/09/2023,22.31110752320177
27/09/2023,23.475593423574157
28/09/2023,22.19339231489512
29/09/2023,27.526504784031534
30/09/2023,27.895477106727856
01/10/2023,33.99158000233834
02/10/2023,24.539641031958727
03/10/2023,32.473800198670794
04/10/2023,25.08507437811443
05/10/2023,20.428917959718046
06/10/2023,20.505106611000294
07/10/2023,18.754230245598713
08/10/2023,20.955545058455638
09/10/2023,24.693330995327827
10/10/2023,22.456897555339648
11/10/2023,25.00909356854251
12/10/2023,30.55116131174911
13/10/2023,22.51099745955565
14/10/2023,26.65141156430913
15/10/2023,24.243862605163784
16/10/2023,24.580235595249455
17/10/2023,18.363033399161164
18/10/2023,21.168813477696684
19/10/2023,23.00260308142926
20/10/2023,26.343659406970072
21/10/2023,27.17523074027348
22/10/2023,27.57398514364409
23/10/2023,26.74103911473872
24/10/2023,29.235572224598716
25/10/2023,23.571258938075758
26/10/2023,16.712244158239972
27/10/2023,18.2692196090359
28/10/2023,20.649950404158492
29/10/2023,25.99172123095347
30/10/2023,31.482167424101576
31/10/2023,27.31116893715293
01/11/2023,21.749049920088545
02/11/2023,23.007639001995546
03/11/2023,23.595801095350396
04/11/2023,21.111928091405108
05/11/2023,19.55051877749397
06/11/2023,22.215809267245042
07/11/2023,25.040016960602983
08/11/2023,26.735691490649746
09/11/2023,26.473016263986455
10/11/2023,26.080525191248057
11/11/2023,29.667606776186727
12/11/2023,27.10682655138978
13/11/2023,23.32078210242877
14/11/2023,26.20578818172036
15/11/2023,25.58273453051345
16/11/2023,26.7291791512193
17/11/2023,22.342878080741777
18/11/2023,24.968883312010878
19/11/2023,27.742917523011357
20/11/2023,25.99884586480586
21/11/2023,25.275886893506854
22/11/2023,25.459483236088857
23/11/2023,24.090999033410192
24/11/2023,23.173600420719193
25/11/2023,23.710122492310703
26/11/2023,29.700953587713684
27/11/2023,26.24371234895692
28/11/2023,21.961597936727795
29/11/2023,25.563454704709823
30/11/2023,27.148111755839512
01/12/2023,26.479982072141254
02/12/2023,25.346881656936926
03/12/2023,25.919279226817853
04/12/2023,25.40624239761334
05/12/2023,31.906617464346812
06/12/2023,27.074379796537002
07/12/2023,29.616677925384085
08/12/2023,33.94559644745743
09/12/2023,38.48583376365015
10/12/2023,27.64326335790155
11/12/2023,29.704248744613928
12/12/2023,28.892386885631172
13/12/2023,30.696442685479283
14/12/2023,36.502063970104736
15/12/2023,27.552232995822425
16/12/2023,32.94096747294796
17/12/2023,26.77575770294622
18/12/2023,29.556727890115166
19/12/2023,32.23102109777153
20/12/2023,19.603007033576528
21/12/2023,22.600323868146017
22/12/2023,24.330618911816924
23/12/2023,25.369007759269387
24/12/2023,24.009858521702583
25/12/2023,26.326209090284163
26/12/2023,27.76802065286724
27/12/2023,25.819541682431016
28/12/2023,29.37898943216628
29/12/2023,25.6868136482959
30/12/2023,26.571527012731032
31/12/2023,21.538385901309844
