id,date,dayoftheyear,temperature,irradiance,pressure,rainfall,windspeed,windangle,windPortion,solarPortion,renewablePortion,au-nem-nsw1-demand-energy (GWh),au-nem-nsw1-fuel_tech-solar_rooftop-energy (GWh),au-nem-nsw1-fuel_tech-wind-energy (GWh)
885,-1,0,20,5,20,3.830795359959049,15,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
886,-1,0,20,5,20,3.830795359959049,16,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
887,-1,0,20,5,20,3.830795359959049,17,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
888,-1,0,20,5,20,3.830795359959049,18,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
889,-1,0,20,5,20,3.830795359959049,19,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
890,-1,0,20,5,20,3.830795359959049,20,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
891,-1,0,20,5,20,3.830795359959049,21,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
892,-1,0,20,5,20,3.830795359959049,22,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
893,-1,0,20,5,20,3.830795359959049,23,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
894,-1,0,20,5,20,3.830795359959049,24,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
895,-1,0,20,5,20,3.830795359959049,25,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
896,-1,0,20,5,20,3.830795359959049,26,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
897,-1,0,20,5,20,3.830795359959049,27,180,0.004272396608875777,0.0012526107574576603,0.005525007366333438,187.24853360711498,0.23454952751444447,0.8
