Date,irradiance (MJ/m^2),temperature (Celcius),pressure (hPa),rainfall (mm)
01/01/2016,30.7130360753072,27.5815663988962,16.618398140559,0.00534420280870124
02/01/2016,20.4735807704911,25.4788439337326,17.016126059733,0.0381814891098339
03/01/2016,11.7332765613834,23.4898332000219,17.537522154602,0.47955977913602
04/01/2016,8.53526924006066,22.4583302579648,19.5799620411955,14.1170619877626
05/01/2016,5.7113663961244,19.9610173884443,18.9316941798937,37.2774730302775
06/01/2016,6.12335832303611,19.9797234895195,18.749309177093,53.525037950504
07/01/2016,22.6772176706159,23.4311905161256,16.5938214381202,25.2584304728689
08/01/2016,30.0882255203249,26.141471115726,15.1412708474372,0.275111737940036
09/01/2016,24.5094724001341,26.7931503619701,17.5686151306085,0.0168711970297151
10/01/2016,30.4742615834785,29.0070602987538,19.4888814901099,0.0306781920932439
11/01/2016,27.3154082675573,34.0382865541707,21.264757295111,0.0147417468532684
12/01/2016,20.8991194835338,33.4104333275764,20.9114371112118,0.46728257003947
13/01/2016,28.9684533739841,31.7886371470938,19.754566199863,0.113186223452014
14/01/2016,15.2875278247589,36.6334496234646,23.7385812285247,0.302760262410755
15/01/2016,14.9430301481235,21.051511261661,13.9559143110611,29.3273082581351
16/01/2016,21.9085472027443,22.5371708020979,14.9327720037127,5.87007299250557
17/01/2016,25.9792864163713,24.1171170789734,16.0387349344908,1.69784662302819
18/01/2016,30.3976492491588,27.2332107068481,17.020476330862,0.391383962763304
19/01/2016,30.7906092216982,32.5015945783171,19.1723100493168,0.0119044713431919
20/01/2016,26.0969253234335,35.9251040769594,16.6624044032584,0.0667050851206686
21/01/2016,20.0769150933276,34.6936610521685,21.698042442045,0.203729305562195
22/01/2016,8.67379136650348,27.725242120895,25.8397874497267,20.4498257064468
23/01/2016,19.3423933979491,26.500430694331,22.9352965204531,18.3265204754783
24/01/2016,13.7771705837367,25.0208408670574,19.8977602061873,1.26047681036481
25/01/2016,9.43720186969565,24.8812403325439,21.4729595267799,0.858600906134631
26/01/2016,23.6340102733412,26.9648483597726,21.6935141166257,8.99154378056857
27/01/2016,8.91961731411238,24.1450308414454,20.9733501602332,1.92970265347281
28/01/2016,20.5357380720107,28.426010409913,21.5557609033106,2.47468335845335
29/01/2016,14.9184114894474,27.3122260705382,24.0742579405312,0.796801793651511
30/01/2016,19.4835714805779,27.2504219764675,22.0818236852278,15.8323967204025
31/01/2016,25.7142692184174,28.1341039876564,19.9367198834726,17.0809845877037
01/02/2016,14.7729585912019,25.6408936639465,16.2704440845539,1.86549946488991
02/02/2016,27.9764994962572,26.8023054292295,16.3569824210864,2.48069870795785
03/02/2016,23.9243489698456,29.109775740448,19.7353882982016,0.118206204575294
04/02/2016,13.8192304223058,23.9156727871286,19.4240054128848,6.61694035039895
05/02/2016,19.7742246832059,24.3232041029133,16.4932669730389,2.32775285613676
06/02/2016,20.8188674223386,25.2222917097333,18.926139012493,1.93648759936269
07/02/2016,25.7465458778084,26.6744534817726,19.453790924796,0.562473724667223
08/02/2016,27.8257445388383,27.9317782408295,19.7396822304484,0.163163731556821
09/02/2016,25.6991536056851,26.7299112847844,20.2789341763454,0.100504031339244
10/02/2016,28.160430490613,29.3409935126727,19.857060826671,0.0475696412414851
11/02/2016,24.2209602893486,28.3460669372512,20.2851492188472,0.0404496893219238
12/02/2016,25.4377390216573,29.0396700859251,21.3163131050409,0.457368871722107
13/02/2016,27.61394684946,30.400973621091,20.8374848652226,0.0263964836446894
14/02/2016,24.2693456380633,33.6168074782865,20.3268483864661,0.0106355730251775
15/02/2016,22.0251571194637,29.1702782299447,21.6017418282,0.0359827092773196
16/02/2016,23.2581106746339,26.437737657761,14.9051746431751,0.0894533374614473
17/02/2016,23.1083979677405,24.6215056497108,14.6218850765581,0.449654188278772
18/02/2016,24.5638943055135,26.9528114149894,16.8480996714522,0.145654876243848
19/02/2016,25.7380012917785,30.8617128937325,21.1162972113786,0.122582470007357
20/02/2016,17.3962195631648,27.6319528593675,21.5921784251523,0.12135132813349
21/02/2016,19.6641004165181,27.6552441175926,22.248162871857,8.33824760119249
22/02/2016,24.7992920950006,30.1111427381038,22.4646042977372,1.59586132860716
23/02/2016,25.5679643312724,31.0616130970484,20.9628161413908,0.00829633409046688
24/02/2016,23.047612186864,32.4311135625882,20.9763924784689,0.00561871696479087
25/02/2016,25.4142511946451,35.8834807044331,21.7379810712082,0.000519584296084613
26/02/2016,15.0436610824413,27.3986020558023,21.3975523627429,0.0130785585447182
27/02/2016,19.1596652492474,26.9336329854417,20.9785628191362,0.698094157809263
28/02/2016,23.3551458233554,28.0516583211523,19.740028551914,0.545272527330923
29/02/2016,18.3052088255672,26.6952984932807,19.9836468977709,0.268896167056906
01/03/2016,20.097460156344,28.8036416127499,21.3446817174422,0.599076932647254
02/03/2016,22.5441306583415,30.7371620337495,19.9777168180165,0.151170749282151
03/03/2016,21.7531193534648,31.1621368631656,22.1695533296133,0.0894566772424933
04/03/2016,21.6069645803974,29.3675107143758,22.1143081886838,0.800208750623461
05/03/2016,23.7068956523183,30.1889275046123,20.5384133727247,0.0266982382457447
06/03/2016,22.6673119104114,29.7636927427535,20.2759445832503,0.168968163535872
07/03/2016,22.7842313133,30.8482886529858,21.9873912870099,0.121862879527953
08/03/2016,22.2350384576596,29.3822786752564,21.240497009079,0.0264209801581843
09/03/2016,21.7082276324937,31.6975695466658,22.8083330831716,0.188457191354028
10/03/2016,17.4107479924441,29.3710531123105,23.4466377201131,0.0958323523955267
11/03/2016,11.5827948552049,28.695835704893,23.8082604133005,1.04045638878241
12/03/2016,20.9545604626817,30.625246195864,23.0812842495692,1.06187697795468
13/03/2016,18.9964897216816,29.1048706744273,21.8375537801435,0.277796846705914
14/03/2016,14.8694216205341,30.2180553243849,23.317453483773,0.350297982884147
15/03/2016,12.1660840695846,25.0734611190306,20.6871104410645,9.2617102152681
16/03/2016,15.9533443059558,25.4955947024866,19.914615950655,12.4277613892538
17/03/2016,16.2298944881569,26.3821180615773,20.967076924727,14.296238953853
18/03/2016,9.55473794925767,26.6856166474056,20.8644018882746,1.58455941854446
19/03/2016,21.0047541828124,22.4615274012175,10.5647087726936,3.20667645101144
20/03/2016,14.3045477055967,22.0584326107663,13.0692965923462,0.489048920629769
21/03/2016,12.7923727810013,21.30487292231,15.1089372720463,24.262069792413
22/03/2016,17.014343685529,23.0501919482309,14.2995697557565,8.74811911072164
23/03/2016,19.3879250121037,25.6014117430117,14.5470664194723,1.40349474334954
24/03/2016,18.6463451075961,27.4337702875597,15.7058479891507,0.0114262197554792
25/03/2016,8.75866121373539,25.3077739980245,17.1597907793475,0.112738474091223
26/03/2016,18.4748901410337,26.4587955736921,17.5532722777322,0.0812215216149602
27/03/2016,14.0264623126401,25.1596225652109,20.0995334885927,0.763497382342615
28/03/2016,13.1884385960963,25.4048232294953,19.6573805767267,4.88186471835375
29/03/2016,6.66578097835112,23.1555771250857,19.9555365789506,0.290383958228026
30/03/2016,14.6540126160366,25.897530681664,18.2085619771771,5.63891200365813
31/03/2016,18.4928578353898,24.3685913740973,12.7074548084497,0.349620244295403
01/04/2016,18.4894443555773,26.7688224677628,16.3683098797872,0.00444346512940446
02/04/2016,17.8093079477523,29.9678351520834,14.3860224951198,0.00210441601267416
03/04/2016,14.0311749332773,24.7277866876786,17.5971597853147,0.617814145997508
04/04/2016,10.7667399643701,24.3861220601832,19.2944010944105,11.4094438949161
05/04/2016,17.8389981852105,28.3709046633457,19.2723116454606,1.24409273722052
06/04/2016,17.4535167261533,32.6014392334524,17.8246087208675,0.015752050686805
07/04/2016,7.28901142381179,21.0000877101676,14.7875792647652,0.0411078466196888
08/04/2016,5.1733720624652,21.006833853298,15.9716420136402,0.120899146364219
09/04/2016,15.676043802309,24.2033991835255,16.0256246078769,0.518861936026471
10/04/2016,16.2697342241789,26.7870923877118,15.8907579045921,0.150796428318421
11/04/2016,16.7387061810792,25.2080652060356,12.5566149560104,0.204122592720161
12/04/2016,10.299888010964,22.247649630648,16.4589742063875,2.83407817495295
13/04/2016,13.9667668498247,23.3756495207761,16.3232834954509,0.931103975834936
14/04/2016,11.197421340113,23.5139204572054,17.6591714711056,1.32475425315634
15/04/2016,15.7367102739029,26.1029953009257,16.9446587877526,0.487682314493255
16/04/2016,13.7475246294836,26.505962394082,16.6120422321882,0.0519067021362914
17/04/2016,8.13449855201713,22.1209978506194,17.4539312757997,1.26323048152472
18/04/2016,11.9918714502254,22.6331414652316,16.4848066541524,4.21647600777204
19/04/2016,12.9719190035606,23.8249390814173,17.8124545188653,7.15791964293582
20/04/2016,15.0772641219051,25.3139557216972,18.3458477593207,0.787385572970023
21/04/2016,14.2841871041958,26.1055493073994,18.729583520598,0.0249148293916125
22/04/2016,10.7535920197493,24.5219697019924,17.1834438137269,0.490721727793126
23/04/2016,8.11100623551454,20.0590257394136,14.3568628238543,3.90083597759417
24/04/2016,13.0402862605711,21.7585545238947,15.3721219542729,5.20021976823553
25/04/2016,14.1970829177515,22.6751417656071,14.6543113882639,0.241574481523102
26/04/2016,13.7349675972622,23.8466349171763,15.3243177328788,0.732566589410406
27/04/2016,13.9306769887303,24.42838164228,15.2537648300987,0.127010230713084
28/04/2016,12.5111072980917,25.6923650592109,16.4864139514374,0.0826242129863278
29/04/2016,10.3982559658825,24.7426222933174,16.7007952693826,0.139176673825689
30/04/2016,9.35646739500346,24.6036947332699,19.1047854357729,1.49905513202485
01/05/2016,8.27910040665859,25.2869839293702,19.155973430838,3.8881643772568
02/05/2016,12.1299113879476,22.0270613418356,11.3029929608354,0.971760101362088
03/05/2016,13.7922218110523,24.4085018609652,12.007770547589,0.288082432207218
04/05/2016,13.6238091745687,23.9661842401339,11.5655001670589,0.0369866309391244
05/05/2016,13.7054964987206,23.1204748784043,11.7038520406663,0.0218780064901955
06/05/2016,13.561581878521,25.3166387684272,12.9770780500294,0.0216586185791676
07/05/2016,12.9076701682434,24.2674716063866,13.4695288596069,0.0198376852377124
08/05/2016,5.34022853212793,20.4937095172493,17.3252102192404,0.925634086401657
09/05/2016,3.83299985947141,21.7167826269762,18.9728127386479,6.96053134352434
10/05/2016,11.9783644719684,22.6931938792549,12.4085879072547,1.75761268309323
11/05/2016,11.9649153110492,20.7903775683787,8.96284855243037,0.33857429811144
12/05/2016,11.9239656850944,22.3973097714167,10.8895249852154,0.123743262029773
13/05/2016,12.6226159060889,24.1719898304383,12.2960841651164,0.0456679847957743
14/05/2016,12.6517318567216,25.0706233774905,11.3327385354201,0.000615255705444258
