date,au.nem.nsw1.demand.energy (GWh),au.nem.nsw1.demand.market_value (AUD),au.nem.nsw1.fuel_tech.battery_charging.energy (GWh),au.nem.nsw1.fuel_tech.battery_charging.market_value (AUD),au.nem.nsw1.fuel_tech.battery_discharging.energy (GWh),au.nem.nsw1.fuel_tech.battery_discharging.market_value (AUD),au.nem.nsw1.fuel_tech.bioenergy_biogas.emissions (tCO2e),au.nem.nsw1.fuel_tech.bioenergy_biogas.energy (GWh),au.nem.nsw1.fuel_tech.bioenergy_biogas.market_value (AUD),au.nem.nsw1.fuel_tech.coal_black.emissions (tCO2e),au.nem.nsw1.fuel_tech.coal_black.energy (GWh),au.nem.nsw1.fuel_tech.coal_black.market_value (AUD),au.nem.nsw1.fuel_tech.distillate.emissions (tCO2e),au.nem.nsw1.fuel_tech.distillate.energy (GWh),au.nem.nsw1.fuel_tech.distillate.market_value (AUD),au.nem.nsw1.fuel_tech.exports.emissions (tCO2e),au.nem.nsw1.fuel_tech.exports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.exports.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ccgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.market_value (AUD),au.nem.nsw1.fuel_tech.gas_ocgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ocgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ocgt.market_value (AUD),au.nem.nsw1.fuel_tech.hydro.energy (GWh),au.nem.nsw1.fuel_tech.hydro.market_value (AUD),au.nem.nsw1.fuel_tech.imports.emissions (tCO2e),au.nem.nsw1.fuel_tech.imports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.imports.energy (GWh),au.nem.nsw1.fuel_tech.pumps.energy (GWh),au.nem.nsw1.fuel_tech.pumps.market_value (AUD),au.nem.nsw1.fuel_tech.solar_rooftop.energy (GWh),au.nem.nsw1.fuel_tech.solar_rooftop.market_value (AUD),au.nem.nsw1.fuel_tech.solar_utility.energy (GWh),au.nem.nsw1.fuel_tech.solar_utility.market_value (AUD),au.nem.nsw1.fuel_tech.wind.energy (GWh),au.nem.nsw1.fuel_tech.wind.market_value (AUD),au.nem.nsw1.temperature_max (C),au.nem.nsw1.temperature_mean (C),au.nem.nsw1.temperature_min (C)
25/08/2023,187.2,15486379.0,0.1341,2458.0,0.103,12379.0,11.18,0.6214,68678.0,103220.0,113.4,9953646.0,0.0,0.0,0.0,72.12,0.6402,0.1127,1606.0,3.571,419550.0,2861.0,3.95,530915.0,9.812,1079908.0,24359.0,0.7227,33.7,2.668,32731.0,22.49,217858.0,18.2,408908.0,4.032,368707.0,20.8,13.93,9.1
26/08/2023,174.0,12159874.0,0.1238,2485.0,0.07062,7242.0,13.13,0.7292,155445.0,93100.0,102.3,7746948.0,0.0,0.0,0.0,166.2,0.3926,0.4233,1568.0,3.503,340386.0,1108.0,1.529,167365.0,9.756,878645.0,21283.0,0.733,29.03,0.9798,16550.0,20.56,265533.0,22.93,464834.0,4.469,394767.0,19.5,14.42,10.4
27/08/2023,168.4,12500663.0,0.1181,1578.0,0.1257,13013.0,6.28,0.3489,20805.0,90768.0,99.72,8144510.0,0.0,0.0,0.0,310.5,0.469,0.662,1449.0,3.209,373898.0,676.5,0.9341,128039.0,7.866,778383.0,23119.0,0.7295,31.69,2.182,-33639.0,20.76,-3477.0,18.62,174210.0,6.111,506649.0,19.8,14.81,10.6
28/08/2023,182.0,20034821.0,0.1218,4004.0,0.1118,18697.0,6.264,0.348,19511.0,107761.0,118.4,13690298.0,0.0,0.0,0.0,1711.0,0.5368,3.187,684.0,1.379,189245.0,1468.0,2.011,405261.0,8.26,1382753.0,18918.0,0.7307,25.89,0.3366,16226.0,19.86,524780.0,20.97,743776.0,7.38,864676.0,19.8,15.25,10.8
29/08/2023,181.2,12479015.0,0.1811,6713.0,0.1512,15741.0,3.937,0.2187,22905.0,102030.0,112.1,8344142.0,0.0,0.0,0.0,551.9,0.3758,1.469,2.238,0.003809,221.0,538.6,0.7436,115650.0,6.109,694299.0,21589.0,0.6945,31.09,1.911,-8247.0,21.84,33034.0,22.27,153579.0,9.538,542692.0,20.7,15.93,11.0
30/08/2023,183.9,15816383.0,0.1849,10235.0,0.09433,9560.0,11.11,0.617,54902.0,107012.0,117.6,10556351.0,0.0,0.0,0.0,970.0,0.4609,2.105,1056.0,2.334,305906.0,987.2,1.363,204419.0,4.356,493586.0,20640.0,0.7039,29.33,1.317,35284.0,18.37,650671.0,15.23,769164.0,15.03,1015414.0,27.1,16.61,11.8
31/08/2023,184.5,12323671.0,0.1507,4019.0,0.09258,8202.0,11.38,0.632,57572.0,107090.0,117.7,8593127.0,0.0,0.0,0.0,392.1,0.5525,0.7096,274.8,0.5938,43495.0,286.5,0.3955,48110.0,2.477,231676.0,21026.0,0.7084,29.68,3.376,65261.0,19.54,339224.0,20.82,430725.0,12.73,930856.0,19.7,15.04,11.6
01/09/2023,185.7,20150367.0,0.1613,7827.0,0.1412,25142.0,9.755,0.5419,603941.0,110768.0,121.7,13846626.0,0.0,0.0,0.0,2037.0,0.4697,4.336,48.51,0.08254,20878.0,806.7,1.114,258152.0,6.629,1133907.0,18310.0,0.754,24.28,3.551,129248.0,21.76,694709.0,24.6,1010593.0,10.86,1091087.0,18.3,14.23,11.2
02/09/2023,173.5,15586465.0,0.1309,3153.0,0.1028,16360.0,11.54,0.641,60475.0,106528.0,117.0,11609276.0,0.0,0.0,0.0,996.8,0.4614,2.16,128.6,0.2188,46161.0,270.8,0.3739,76038.0,4.925,644002.0,16549.0,0.7485,22.11,3.555,67984.0,23.06,306210.0,25.02,581426.0,5.224,440803.0,18.2,13.38,8.9
03/09/2023,166.9,9089782.0,0.1384,1543.0,0.08634,9151.0,5.546,0.3081,23765.0,93174.0,102.4,6366175.0,0.0,0.0,0.0,578.5,0.4077,1.419,2.125,0.003616,166.8,0.0,0.0,0.0,4.354,347261.0,22922.0,0.7243,31.65,5.04,62052.0,23.37,-342761.0,22.39,7795.0,6.89,451186.0,20.5,14.34,10.3
04/09/2023,180.7,42373525.0,0.1961,81815.0,0.1764,125232.0,6.298,0.3499,21648.0,98924.0,108.7,26142944.0,0.0,0.0,0.0,238.5,0.4424,0.5392,94.54,0.1608,158821.0,1184.0,1.599,962657.0,3.898,4035558.0,18964.0,0.6649,28.52,4.678,211086.0,22.5,622882.0,19.39,881698.0,17.91,3253457.0,20.1,15.45,10.4
05/09/2023,173.1,10636987.0,0.236,2535.0,0.2085,10406.0,10.15,0.5637,34946.0,93347.0,102.5,7419281.0,0.0,0.0,0.0,1201.0,0.408,2.942,2.013,0.003425,144.6,411.9,0.5687,98299.0,4.462,618274.0,13687.0,0.7331,18.67,2.236,35648.0,24.96,-933220.0,17.9,-338643.0,31.11,1490777.0,25.1,18.25,13.6
06/09/2023,176.3,14167210.0,0.3413,24431.0,0.3288,30035.0,10.08,0.5597,39698.0,102358.0,112.4,9741260.0,0.0,0.0,0.0,922.4,0.5481,1.683,1.136,0.001932,153.6,522.1,0.7209,127580.0,7.651,963390.0,16181.0,0.6692,24.18,2.302,21682.0,25.85,223794.0,22.8,389890.0,9.611,758389.0,20.4,15.52,10.5
07/09/2023,175.9,10236533.0,0.157,3992.0,0.1022,5754.0,10.95,0.6084,55793.0,94711.0,104.0,6618174.0,0.0,0.0,0.0,841.3,0.5269,1.597,1.226,0.002087,118.2,0.0,0.0,0.0,5.356,430986.0,16082.0,0.5782,27.82,1.797,-27187.0,22.99,129089.0,15.61,164664.0,24.41,1298434.0,25.1,17.41,10.4
08/09/2023,187.3,11037810.0,0.236,4914.0,0.206,16408.0,10.02,0.5568,37210.0,96898.0,106.5,6430315.0,0.0,0.0,0.0,1128.0,0.5632,2.003,1.07,0.001821,111.0,110.0,0.1405,10562.0,4.935,336220.0,13768.0,0.6039,22.8,0.8963,13692.0,14.42,505112.0,13.5,633625.0,41.18,2325801.0,22.4,16.26,11.6
09/09/2023,170.9,9374082.0,0.2529,-10828.0,0.2048,28423.0,8.289,0.4605,39172.0,90925.0,99.88,6535285.0,0.0,0.0,0.0,1184.0,0.3838,3.086,26.96,0.04588,8951.0,444.7,0.614,106790.0,2.634,214423.0,19143.0,0.7031,27.23,3.787,-128511.0,26.5,-1026673.0,19.09,-416963.0,23.54,983488.0,19.7,13.12,9.4
10/09/2023,167.8,12410960.0,0.2458,2169.0,0.1766,25291.0,6.301,0.35,26871.0,94542.0,103.9,8392508.0,0.0,0.0,0.0,475.1,0.369,1.287,88.54,0.1506,27028.0,441.4,0.6094,101334.0,4.511,445814.0,23264.0,0.7851,29.63,2.044,25745.0,24.95,387676.0,19.17,333466.0,10.23,808023.0,19.3,12.79,7.4
11/09/2023,181.8,19258548.0,0.2601,12329.0,0.2506,51969.0,6.29,0.3495,25618.0,105816.0,116.3,12994092.0,0.0,0.0,0.0,563.1,0.4145,1.358,145.9,0.2483,57592.0,1173.0,1.62,319036.0,4.621,859481.0,19253.0,0.7463,25.8,2.783,114900.0,24.93,867562.0,25.33,1177949.0,8.122,898942.0,20.7,13.78,8.4
12/09/2023,182.6,18063207.0,0.283,18024.0,0.2239,28314.0,10.24,0.5691,54317.0,107067.0,117.6,12154950.0,0.0,0.0,0.0,66.59,0.4395,0.1515,2.319,0.003946,378.3,453.9,0.6267,96635.0,3.247,414936.0,22938.0,0.7396,31.01,2.348,152842.0,22.21,1470802.0,23.85,1415893.0,5.372,602784.0,20.6,14.47,9.5
13/09/2023,173.8,15359879.0,0.2539,7958.0,0.1769,26646.0,9.631,0.535,47513.0,99944.0,109.8,10542411.0,0.0,0.0,0.0,540.3,0.4246,1.273,93.75,0.1595,26195.0,856.5,1.183,174586.0,9.024,1114669.0,19552.0,0.776,25.2,1.974,33831.0,25.95,337886.0,24.63,703200.0,4.176,420067.0,23.3,15.82,10.4
14/09/2023,171.0,11061260.0,0.1987,4747.0,0.1536,11827.0,5.501,0.3056,32507.0,94554.0,103.9,7087461.0,0.0,0.0,0.0,637.6,0.4023,1.585,2.348,0.003994,240.9,0.0,0.0,0.0,8.113,703566.0,18796.0,0.6789,27.69,1.676,17151.0,25.54,671012.0,24.56,837251.0,7.336,542573.0,22.3,16.59,10.9
15/09/2023,168.5,7824016.0,0.298,-1740.0,0.2839,11127.0,10.54,0.5858,44049.0,91513.0,100.5,5550349.0,0.0,0.0,0.0,126.3,0.4285,0.2948,1.357,0.00231,106.0,193.7,0.2675,27206.0,3.771,241143.0,18499.0,0.6759,27.37,1.934,-61055.0,24.52,-459474.0,20.88,-80224.0,14.83,710429.0,23.7,18.09,12.0
16/09/2023,159.0,6031026.0,0.1126,-3910.0,0.1155,13235.0,10.24,0.5686,37048.0,80742.0,88.71,4195340.0,0.0,0.0,0.0,165.4,0.4026,0.4109,1.092,0.001858,83.34,0.0,0.0,0.0,5.473,414746.0,17655.0,0.6743,26.18,3.366,-183061.0,26.24,-1292681.0,17.06,-386661.0,21.26,745135.0,31.6,22.61,14.0
17/09/2023,155.2,7406672.0,0.1877,-7897.0,0.08783,14845.0,6.348,0.3527,21534.0,83041.0,91.24,5347897.0,0.0,0.0,0.0,482.6,0.513,0.9407,1.126,0.001916,101.6,233.1,0.3218,50591.0,6.719,598822.0,19588.0,0.7647,25.62,2.863,-133004.0,26.81,-929267.0,17.96,-350605.0,13.48,440407.0,32.6,23.39,16.7
18/09/2023,174.1,15441015.0,0.341,20011.0,0.2414,26029.0,6.315,0.3508,20592.0,91688.0,100.7,9638697.0,0.0,0.0,0.0,1288.0,0.3654,3.526,1238.0,2.724,405035.0,1354.0,1.858,366390.0,5.158,722529.0,16642.0,0.7614,21.86,2.473,34011.0,26.1,828647.0,23.79,899926.0,20.61,1429566.0,29.7,21.66,14.4
19/09/2023,179.2,10149496.0,0.2052,2749.0,0.2098,22465.0,10.62,0.5898,43148.0,88687.0,97.43,6039513.0,0.0,0.0,0.0,516.7,0.5163,1.001,995.9,2.224,194503.0,483.1,0.667,66989.0,6.294,549001.0,14254.0,0.599,23.8,2.182,5378.0,26.42,435173.0,19.57,373151.0,29.24,1543814.0,34.4,23.85,16.5
20/09/2023,183.2,9440574.0,0.3381,2458.0,0.1926,12351.0,11.23,0.6238,39433.0,93441.0,102.7,5873191.0,0.0,0.0,0.0,1651.0,0.4878,3.385,1.501,0.002554,121.4,206.8,0.2855,30251.0,6.845,486739.0,11886.0,0.5979,19.88,2.315,5105.0,26.35,366080.0,23.3,517029.0,32.5,1585239.0,33.8,26.9,18.6
21/09/2023,167.9,12220326.0,0.2393,8501.0,0.2418,41812.0,9.488,0.5271,33704.0,93751.0,103.0,8230874.0,0.0,0.0,0.0,1761.0,0.4761,3.698,1211.0,2.655,360580.0,255.9,0.3533,71136.0,4.294,322308.0,11348.0,0.7111,15.96,2.604,57656.0,26.27,547270.0,24.67,722508.0,19.6,1275048.0,22.3,18.04,14.7
22/09/2023,168.7,10019557.0,0.2717,5822.0,0.1811,19446.0,1.916,0.1065,4768.0,99007.0,108.8,7003483.0,0.0,0.0,0.0,3085.0,0.4593,6.716,248.9,0.5257,41005.0,189.2,0.2613,30011.0,4.673,318440.0,9681.0,0.6413,15.1,0.3332,6901.0,22.58,497673.0,26.85,685086.0,18.1,1160883.0,19.3,14.1,11.2
23/09/2023,160.6,7051450.0,0.323,2322.0,0.2603,25660.0,2.359,0.131,7790.0,91796.0,100.9,5148208.0,0.0,0.0,0.0,1811.0,0.4685,3.865,2.459,0.004184,166.0,456.0,0.6296,62419.0,4.592,281781.0,10333.0,0.6455,16.01,1.142,-2933.0,22.06,-49048.0,24.35,71485.0,17.15,875784.0,20.4,14.85,9.3
24/09/2023,151.4,6441849.0,0.2939,-7614.0,0.2943,35042.0,6.32,0.3511,23195.0,83999.0,92.29,4780016.0,0.0,0.0,0.0,812.5,0.3953,2.055,27.35,0.04654,6499.0,482.0,0.6655,77130.0,4.533,270310.0,14557.0,0.719,20.25,0.0,0.0,24.07,-317645.0,22.26,-296769.0,12.48,589318.0,20.9,15.63,12.3
25/09/2023,160.3,9867927.0,0.2758,-5710.0,0.1835,19693.0,6.495,0.3609,21415.0,96068.0,105.6,6911233.0,0.0,0.0,0.0,1356.0,0.4941,2.744,987.8,2.206,190255.0,186.2,0.2572,34971.0,10.48,883239.0,12490.0,0.7237,17.26,0.0,0.0,27.6,41115.0,20.31,263231.0,6.18,333640.0,23.2,17.01,11.3
26/09/2023,167.4,14750267.0,0.2569,18382.0,0.243,35414.0,10.83,0.6017,40730.0,100977.0,110.9,9853625.0,0.0,0.0,0.0,1798.0,0.5457,3.294,2519.0,5.595,566128.0,1342.0,1.853,293436.0,9.677,1158802.0,10473.0,0.7163,14.62,0.0,0.0,21.79,1327212.0,22.63,1417077.0,4.386,435042.0,21.1,17.61,13.9
27/09/2023,168.1,10680488.0,0.3737,6018.0,0.2393,20838.0,10.43,0.5797,54875.0,101004.0,111.0,7579042.0,0.0,0.0,0.0,390.8,0.6306,0.6197,1444.0,3.219,289522.0,399.7,0.5519,65271.0,5.415,414461.0,14023.0,0.7122,19.69,0.3824,-4480.0,23.65,402502.0,20.01,605141.0,7.859,487265.0,23.8,18.5,14.8
28/09/2023,171.2,12014518.0,0.1493,8568.0,0.08297,8924.0,10.04,0.558,40098.0,104813.0,115.2,8320193.0,0.0,0.0,0.0,1628.0,0.5947,2.737,785.1,1.753,178877.0,682.4,0.9421,98255.0,5.114,411761.0,10128.0,0.7317,13.84,0.09311,5770.0,20.08,919436.0,22.9,1181823.0,13.32,1006390.0,21.1,18.0,15.3
29/09/2023,166.1,8496409.0,0.2322,-4845.0,0.3292,37279.0,13.17,0.7316,44348.0,95588.0,105.0,6303120.0,0.0,0.0,0.0,454.8,0.4203,1.082,32.08,0.05459,6327.0,584.2,0.8065,75424.0,6.557,473492.0,12629.0,0.7052,17.91,3.071,-61816.0,29.64,-83718.0,25.01,236760.0,10.82,421345.0,25.4,18.59,13.4
30/09/2023,157.3,7049926.0,0.4884,-17323.0,0.4206,41290.0,6.454,0.3585,19415.0,86127.0,94.63,5045597.0,0.0,0.0,0.0,870.8,0.4107,2.12,46.03,0.07831,8594.0,0.0,0.0,0.0,7.06,476388.0,17126.0,0.6363,26.92,3.825,-93399.0,29.32,-416012.0,22.37,268339.0,7.25,305180.0,24.9,19.69,14.7
01/10/2023,163.2,3304680.0,0.4754,-20923.0,0.3834,20040.0,6.484,0.3602,18510.0,80087.0,87.98,2783470.0,0.0,0.0,0.0,377.3,0.4548,0.8296,2.455,0.004177,48.71,0.0,0.0,0.0,8.651,389855.0,16810.0,0.6482,25.93,4.122,-224676.0,28.31,-1025334.0,14.83,-219108.0,25.5,240853.0,35.5,25.25,16.5
02/10/2023,152.8,5803624.0,0.3495,-9842.0,0.2262,12710.0,6.53,0.3628,18607.0,80968.0,88.95,4077584.0,0.0,0.0,0.0,1771.0,0.6066,2.92,1.655,0.002815,83.72,282.2,0.3896,34632.0,5.194,301449.0,18230.0,0.6552,27.82,2.303,-99764.0,27.58,-722888.0,15.91,-69359.0,16.58,690850.0,23.0,19.49,16.3
03/10/2023,179.4,15487747.0,0.2487,14330.0,0.1705,26755.0,6.506,0.3615,19578.0,101685.0,111.7,9819152.0,0.0,0.0,0.0,1577.0,0.5161,3.056,1149.0,2.567,295492.0,1443.0,1.948,314926.0,8.963,1060516.0,8996.0,0.5891,15.27,0.1383,6448.0,26.26,1948143.0,14.12,988367.0,27.18,2081738.0,35.6,24.66,17.1
04/10/2023,183.3,13171917.0,0.1289,8240.0,0.07452,6509.0,9.346,0.5192,30646.0,116581.0,128.1,9277994.0,0.0,0.0,0.0,3318.0,0.6652,4.988,36.81,0.08135,5045.0,174.0,0.2402,18094.0,6.702,541133.0,6767.0,0.6199,10.92,0.1638,9275.0,11.26,720166.0,8.489,562523.0,33.61,2352219.0,27.4,20.8,13.1
05/10/2023,162.0,5485485.0,0.2838,-7712.0,0.1425,8104.0,15.06,0.8369,84206.0,94043.0,103.3,4382040.0,0.0,0.0,0.0,5202.0,0.4753,10.95,1.142,0.001943,53.73,0.0,0.0,0.0,3.69,178939.0,5680.0,0.7088,8.014,2.316,-79970.0,30.31,-411069.0,22.9,-246726.0,34.03,880377.0,22.8,17.07,13.3
06/10/2023,164.0,9734691.0,0.05348,2147.0,0.04569,3492.0,14.45,0.8027,57444.0,106058.0,116.5,6971716.0,0.0,0.0,0.0,664.9,0.7272,0.9144,1.907,0.003244,182.7,0.0,0.0,0.0,5.706,385582.0,12767.0,0.7509,17.0,0.1996,9152.0,24.43,1354391.0,11.92,604164.0,13.08,770310.0,22.4,15.77,11.7
07/10/2023,152.5,6783283.0,0.05278,1110.0,0.02833,1378.0,8.061,0.4478,33721.0,91142.0,100.1,4877455.0,0.0,0.0,0.0,1818.0,0.7198,2.525,1.72,0.002926,117.3,0.0,0.0,0.0,7.007,406610.0,15477.0,0.7557,20.48,2.782,28244.0,28.22,415210.0,12.96,195577.0,13.75,738011.0,19.1,15.06,11.5
08/10/2023,147.1,6812626.0,0.06438,713.5,0.04818,3813.0,6.435,0.3575,29839.0,89389.0,98.19,5204371.0,0.0,0.0,0.0,1264.0,0.728,1.737,1.222,0.002079,100.5,202.3,0.2793,28058.0,7.357,488780.0,15287.0,0.8238,18.56,2.774,-12921.0,28.75,-89493.0,13.94,96176.0,9.803,540233.0,22.5,16.42,12.7
09/10/2023,157.3,7361485.0,0.08348,166.2,0.07308,7176.0,6.359,0.3533,26256.0,96530.0,106.0,5483097.0,0.0,0.0,0.0,1268.0,0.574,2.209,1582.0,3.535,126495.0,0.0,0.0,0.0,8.068,587843.0,16316.0,0.7832,20.83,1.973,-15854.0,32.09,-387700.0,12.84,-7337.0,7.493,278696.0,22.9,17.27,11.7
10/10/2023,161.9,12139629.0,0.08134,3779.0,0.06733,10012.0,8.352,0.464,42490.0,101772.0,111.8,8575316.0,0.0,0.0,0.0,274.6,0.7138,0.3847,933.9,2.049,246986.0,847.6,1.17,147789.0,9.785,877875.0,19360.0,0.8038,24.09,0.5699,21691.0,26.57,1156383.0,9.527,465328.0,3.123,224271.0,23.5,18.07,13.6
11/10/2023,160.9,8071156.0,0.09509,1408.0,0.08018,8209.0,15.71,0.8729,59886.0,95748.0,105.2,5794108.0,0.0,0.0,0.0,700.5,0.7768,0.9018,2.44,0.004151,182.3,0.0,0.0,0.0,7.427,532294.0,20561.0,0.6796,30.25,1.435,-21350.0,30.23,15149.0,12.35,224379.0,5.844,312987.0,24.0,19.34,15.6
12/10/2023,170.0,7714213.0,0.1922,983.7,0.1432,9832.0,14.52,0.8069,49936.0,86120.0,94.59,4615278.0,8.989,0.01273,746.6,1055.0,0.5806,1.817,1.673,0.002847,114.5,0.0,0.0,0.0,5.854,345615.0,18958.0,0.6633,28.58,2.248,15416.0,29.8,267251.0,16.16,394430.0,25.81,1096709.0,32.8,20.95,13.5
13/10/2023,160.5,4202081.0,0.2003,-4656.0,0.1478,9640.0,14.28,0.7936,62901.0,82144.0,90.21,3051713.0,0.0,0.0,0.0,1623.0,0.4966,3.269,1.222,0.002079,49.22,0.0,0.0,0.0,5.022,216214.0,15238.0,0.6695,22.76,4.515,-113035.0,31.98,-701380.0,19.64,-239097.0,25.3,516268.0,24.2,17.41,12.9
14/10/2023,154.0,3128937.0,0.2287,-9708.0,0.168,8932.0,16.06,0.8921,70412.0,78193.0,85.88,2713428.0,0.0,0.0,0.0,2193.0,0.5748,3.816,1.089,0.001853,59.44,0.0,0.0,0.0,5.442,221076.0,14025.0,0.6443,21.77,4.293,-207901.0,29.88,-1267902.0,19.15,-481749.0,24.71,348293.0,29.9,21.04,13.7
15/10/2023,149.9,5825661.0,0.2301,-6265.0,0.2149,26429.0,8.226,0.457,43933.0,84208.0,92.48,4632881.0,0.0,0.0,0.0,2470.0,0.6279,3.934,1.137,0.001934,85.25,0.0,0.0,0.0,6.07,395659.0,14787.0,0.7673,19.27,4.254,-122703.0,30.78,-781085.0,18.57,-170974.0,16.33,494492.0,24.2,19.13,14.5
16/10/2023,168.6,6664758.0,0.2751,137.6,0.2313,14790.0,6.368,0.3538,34883.0,84763.0,93.1,4429518.0,0.0,0.0,0.0,1318.0,0.6574,2.005,1.469,0.0025,86.85,0.0,0.0,0.0,6.326,358237.0,14885.0,0.6185,24.07,2.773,-54106.0,24.24,16865.0,18.85,193796.0,27.33,889828.0,26.0,17.39,12.0
17/10/2023,168.5,8971627.0,0.21,4897.0,0.1466,15202.0,4.833,0.2685,30560.0,96804.0,106.3,6198231.0,0.0,0.0,0.0,2964.0,0.6734,4.401,1.398,0.002379,118.3,297.8,0.4112,31610.0,8.263,597159.0,12884.0,0.7589,16.98,1.191,19740.0,25.95,542048.0,23.59,672378.0,16.01,944118.0,18.4,13.6,9.9
18/10/2023,164.5,12600113.0,0.2912,4673.0,0.2656,59881.0,4.59,0.255,40635.0,92061.0,101.1,8613225.0,1.537,0.00212,42.72,1241.0,0.6815,1.822,2.839,0.004831,309.0,681.4,0.9408,191522.0,5.447,693345.0,13097.0,0.7516,17.42,1.64,36418.0,26.12,697632.0,21.68,699664.0,18.38,1419841.0,21.7,16.58,12.9
19/10/2023,164.0,11438221.0,0.3506,9053.0,0.2667,55581.0,12.29,0.6826,82974.0,98955.0,108.7,8432055.0,4.65,0.006587,58.13,1591.0,0.5998,2.653,97.9,0.1666,33601.0,632.5,0.8733,150541.0,4.757,539885.0,13214.0,0.7074,18.68,1.15,23144.0,26.85,666049.0,22.63,642411.0,9.592,673891.0,22.8,17.67,12.9
20/10/2023,161.5,7082749.0,0.3122,1547.0,0.1499,10190.0,12.12,0.6735,72429.0,94410.0,103.7,5202177.0,0.0,0.0,0.0,1484.0,0.6406,2.317,2.897,0.00493,196.6,0.0,0.0,0.0,8.367,502536.0,14481.0,0.666,21.74,1.97,-32654.0,32.8,193804.0,24.78,236303.0,3.768,172688.0,25.5,18.98,13.6
21/10/2023,156.6,5404903.0,0.2373,-6205.0,0.2089,15540.0,11.76,0.6531,57174.0,80965.0,88.92,3748788.0,0.0,0.0,0.0,1384.0,0.6919,2.0,2.391,0.004067,103.3,0.0,0.0,0.0,8.072,421177.0,16483.0,0.5845,28.2,3.208,-102269.0,30.41,-92354.0,19.3,-87600.0,12.74,472636.0,25.6,20.45,16.2
22/10/2023,153.9,2557147.0,0.2973,-13807.0,0.1684,9608.0,0,0,0,75530.0,82.95,2190733.0,0.0,0.0,0.0,2493.0,0.6044,4.125,1.116,0.001899,34.84,0.0,0.0,0.0,8.131,317349.0,10853.0,0.5348,20.29,4.882,-208790.0,32.61,-1257123.0,16.58,-450854.0,28.71,249430.0,28.1,21.72,16.9
23/10/2023,159.6,7047116.0,0.2817,-1106.0,0.2617,25461.0,0,0,0,98220.0,107.9,5328085.0,0.0,0.0,0.0,6757.0,0.499,13.54,1.381,0.002351,80.16,108.6,0.1388,8075.0,9.606,577051.0,7084.0,0.6501,10.9,0.0,0.0,33.98,34694.0,26.03,257990.0,16.98,593494.0,26.5,19.93,14.2
24/10/2023,170.4,10140031.0,0.372,2621.0,0.2714,35850.0,0,0,0,98415.0,108.1,7066103.0,6.632,0.006567,170.8,2914.0,0.5711,5.101,1.654,0.002813,141.1,108.1,0.1381,7713.0,10.98,998398.0,8366.0,0.5366,15.59,0.405,-12276.0,33.15,449235.0,21.87,477589.0,17.17,933496.0,25.8,20.51,14.8
25/10/2023,164.8,5598477.0,0.3584,-5593.0,0.4195,19931.0,0,0,0,95432.0,104.8,4328029.0,41.42,0.05867,-2325.0,5462.0,0.4941,11.05,2.132,0.003628,75.28,106.7,0.1364,7486.0,7.538,398686.0,8849.0,0.6926,12.78,0.0,0.0,30.92,-535176.0,25.56,-207169.0,23.04,627501.0,24.3,20.36,16.7
26/10/2023,176.7,12497766.0,0.4767,34994.0,0.3259,25940.0,0,0,0,108380.0,119.1,8391273.0,5.913,0.008375,576.7,3743.0,0.6427,5.824,1.572,0.002674,192.7,2007.0,2.64,206935.0,11.16,839590.0,10722.0,0.6464,16.59,0.0,0.0,17.15,1087187.0,17.94,1291915.0,13.44,949398.0,16.1,14.48,12.8
27/10/2023,170.9,8709966.0,0.3588,3287.0,0.3342,34494.0,0,0,0,94850.0,104.2,5859813.0,0.0,0.0,0.0,2087.0,0.4647,4.491,1.354,0.002304,110.7,0.0,0.0,0.0,6.459,450785.0,11692.0,0.6861,17.04,0.1695,-458.6,24.09,-166238.0,26.34,480745.0,19.72,1039531.0,18.4,15.21,11.8
28/10/2023,155.3,5175103.0,0.3687,-8854.0,0.3323,19352.0,0,0,0,81415.0,89.43,3741345.0,0.0,0.0,0.0,612.2,0.5534,1.106,1.042,0.001774,67.71,0.0,0.0,0.0,7.278,364570.0,15313.0,0.618,24.78,0.84,-30138.0,27.46,-343857.0,22.11,32342.0,11.31,520092.0,21.8,16.34,12.2
29/10/2023,147.2,6328481.0,0.3866,-16183.0,0.1889,26032.0,0,0,0,86523.0,95.04,5307774.0,0.0,0.0,0.0,2280.0,0.5593,4.077,1.102,0.001875,93.94,398.4,0.5501,74644.0,6.655,530233.0,9375.0,0.7211,13.0,3.396,-147461.0,34.44,-882793.0,23.96,-337679.0,10.7,450255.0,24.7,18.66,12.6
30/10/2023,170.7,6570578.0,0.299,-8096.0,0.3687,29557.0,0,0,0,89066.0,97.83,4594062.0,35.9,0.05085,2211.0,848.7,0.5113,1.66,1.836,0.003125,51.76,846.9,1.169,92758.0,12.07,641041.0,8812.0,0.5833,15.11,1.071,-46827.0,29.05,-847326.0,18.07,39008.0,26.58,813292.0,31.0,22.84,15.0
