date,au.nem.nsw1.demand.energy (GWh),au.nem.nsw1.demand.market_value (AUD),au.nem.nsw1.fuel_tech.coal_black.emissions (tCO2e),au.nem.nsw1.fuel_tech.coal_black.energy (GWh),au.nem.nsw1.fuel_tech.coal_black.market_value (AUD),au.nem.nsw1.fuel_tech.distillate.emissions (tCO2e),au.nem.nsw1.fuel_tech.distillate.energy (GWh),au.nem.nsw1.fuel_tech.distillate.market_value (AUD),au.nem.nsw1.fuel_tech.exports.emissions (tCO2e),au.nem.nsw1.fuel_tech.exports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.exports.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ccgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.market_value (AUD),au.nem.nsw1.fuel_tech.gas_ocgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ocgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ocgt.market_value (AUD),au.nem.nsw1.fuel_tech.hydro.energy (GWh),au.nem.nsw1.fuel_tech.hydro.market_value (AUD),au.nem.nsw1.fuel_tech.imports.emissions (tCO2e),au.nem.nsw1.fuel_tech.imports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.imports.energy (GWh),au.nem.nsw1.fuel_tech.pumps.energy (GWh),au.nem.nsw1.fuel_tech.pumps.market_value (AUD),au.nem.nsw1.fuel_tech.solar_rooftop.energy (GWh),au.nem.nsw1.fuel_tech.solar_rooftop.market_value (AUD),au.nem.nsw1.fuel_tech.solar_utility.energy (GWh),au.nem.nsw1.fuel_tech.solar_utility.market_value (AUD),au.nem.nsw1.fuel_tech.wind.energy (GWh),au.nem.nsw1.fuel_tech.wind.market_value (AUD),au.nem.nsw1.temperature_max (C),au.nem.nsw1.temperature_mean (C),au.nem.nsw1.temperature_min (C)
01/01/2016,165.8,6354714,109127,118.8,4487400,3.34,0.004731,177.8,0,0,0,1362,2.44,91553,1699,2.345,90015,7.351,282094,32850,1.027,31.99,0,0,5.169,202932,0.6024,23185,2.254,85840,25.6,21.94,17.9
02/01/2016,164.4,6133851,101602,110.3,4067160,3.313,0.004692,170.3,0.7577,0.79,0.000959,1134,1.93,70105,2309,3.188,128732,5.96,231643,39643,1.019,38.9,0,0,3.807,153536,0.559,22098,3.561,140268,25,21.58,18.1
03/01/2016,162.6,5272343,96268,104.5,3373337,3.273,0.004635,146.5,0,0,0,1134,1.929,60900,3320,4.584,161897,4.701,161336,40616,1.043,38.95,0,0,2.312,81207,0.7846,27393,7.118,233720,24.7,22.01,20.2
04/01/2016,180.6,6095297,112843,122.7,4123243,3.254,0.00461,152.1,1899,0.7902,2.404,4090,8.148,282271,4538,6.266,231367,7.675,268202,34000,1.074,31.66,0.6892,18911,2.157,82400,0.7844,29444,5.822,189851,23.2,21.49,18.8
05/01/2016,182.6,6157331,127333,138.7,4721388,3.116,0.004414,146.6,2622,0.7933,3.305,1854,3.154,108313,2885,3.983,144466,9.842,345483,22953,1.111,20.66,0,0,1.546,56340,1.016,36805,8.59,283584,21.2,19.74,18
06/01/2016,181.3,6577208,132341,144.4,5216196,3.134,0.00444,159.2,2579,0.7826,3.296,1855,3.156,114234,0,0,0,12.16,443768,19496,1.114,17.5,0,0,1.899,70505,1.114,40986,6.367,229788,20.1,18.57,17.2
07/01/2016,177.3,6510649,137029,149.7,5468455,3.101,0.004392,159,4555,0.8008,5.687,1855,3.156,115719,615.1,0.8492,31443,12.45,461008,13386,1.116,11.99,0,0,4.245,162370,1.319,49323,3.681,132321,23.7,18.25,16.6
08/01/2016,178.7,6834665,140754,153.8,5824174,3.086,0.004371,164.8,3169,0.8087,3.919,1856,3.158,120251,1876,2.59,99992,12.8,487753,8708,1.12,7.773,0,0,5.337,212053,1.314,51595,1.403,51595,25,19.82,15.6
09/01/2016,172.6,7235559,145530,159,6528318,3.073,0.004352,176,3634,0.826,4.399,1135,1.931,78570,0,0,0,10.05,417409,3546,1.107,3.204,0,0,4.451,200058,1.285,55169,1.508,60755,24.8,21.46,18.6
10/01/2016,177,8089365,134424,146.8,6657361,2.984,0.004227,180.9,784,0.8186,0.9577,1890,3.617,160389,1092,1.508,97631,10.16,477601,13290,1.023,13,0,0,5.205,261777,1.247,60849,1.672,73442,26.8,22.24,18.7
11/01/2016,219.4,20298939,139554,152.2,12914148,2.913,0.004127,322,154,0.7791,0.1977,5580,11.47,1015909,4241,5.856,767978,20.4,1983726,25214,0.9876,25.53,0,0,4.744,700474,1.1,145359,2.963,226668,29.4,23.86,20.7
12/01/2016,219.3,15462973,145193,157.9,10829708,2.766,0.003918,256,851.1,0.7743,1.099,4971,10.12,741747,4999,6.901,614684,18.47,1447082,22226,1.015,21.91,0.3132,12316,3.968,383761,0.8767,85504,4.306,271138,33.8,27.12,23.7
13/01/2016,220.8,18665713,148418,161.2,13620478,2.692,0.003812,295.8,302.7,0.7989,0.3788,4735,9.59,911112,8892,11.87,1374847,16.27,1681826,16497,0.9305,17.73,1.147,45626,4.933,609073,1.11,121888,3.381,258486,26.5,23.48,21.4
14/01/2016,228.3,49759428,142154,154.5,12305034,79.77,0.113,27165,1037,0.7539,1.376,4487,9.037,842823,7004,9.452,1114548,23.46,2717949,24920,1.029,24.21,1.002,32759,3.667,847410,0.6389,77115,8.188,742224,38.3,26.88,22.8
15/01/2016,184.8,6460971,132584,144.1,5015602,3.303,0.004679,162,2862,0.7931,3.609,1360,2.313,80445,834.9,1.153,42978,10.52,376686,25664,1.104,23.24,1.645,51401,2.985,109028,0.9266,33658,6.286,219672,35.2,19.32,14.5
16/01/2016,168.3,5002896,112621,122.2,3630588,3.192,0.004521,133.2,18.02,0.8108,0.02223,1134,1.93,56872,0,0,0,5.732,174505,35496,1.112,31.91,2.36,69206,3.925,124179,1.302,40729,5.173,153230,23.3,18.99,16
17/01/2016,165.5,5279544,112666,122.4,3924772,3.143,0.004451,136.7,1030,0.8153,1.263,1135,1.932,59861,1515,2.091,75362,6.339,219634,32576,1.055,30.88,1.766,50487,4.21,132565,1.074,34469,2.174,71572,25.1,20.14,16.1
18/01/2016,192.7,7813012,144257,156.9,6483192,3.063,0.004339,169.1,724.4,0.8382,0.8642,3462,6.747,311475,1664,2.297,136064,7.206,281976,18658,1.028,18.15,0.2794,7277,5.149,264912,1.216,61949,1.068,35828,26.4,21.42,16.7
19/01/2016,214,10424690,162246,176.4,8635587,2.904,0.004114,185.8,1640,0.8124,2.018,4095,8.161,457574,1736,2.397,187325,10,522095,14768,1.068,13.82,0,0,5.231,281640,1.279,71963,4.151,185100,28.8,23.21,19.4
20/01/2016,232.4,13536133,158990,172.8,9510671,2.988,0.004233,218.3,538.8,0.7861,0.6854,5048,10.29,597827,3325,4.59,350027,19.09,1251486,18145,1.012,17.94,0,0,4.505,317950,0.9832,64480,7.454,362307,36.9,27.25,22
21/01/2016,237.2,14349243,162588,176.6,9668620,3.059,0.004333,229.2,821.8,0.8324,0.9873,4848,9.852,575626,4000,5.523,376018,19.42,1178520,21257,0.9881,21.51,0.6065,21701,3.886,415311,0.9123,63392,4.489,251747,33,27.63,23.7
22/01/2016,214.7,9974277,158044,171.5,7823379,3.024,0.004284,192.3,2100,0.8205,2.56,3687,7.251,378043,3646,5.034,289195,13.63,644139,18640,1.063,17.53,0.5453,18353,2.294,151171,0.6492,39302,1.781,73474,32.6,25.59,22.8
23/01/2016,189.7,6107914,142535,154.3,4926517,2.999,0.004247,134.2,3476,0.8125,4.278,1135,1.932,61067,0,0,0,9.271,302246,27146,1.173,23.14,4.698,148697,3.521,119634,1.216,40559,4.106,124001,28,23.6,22.4
24/01/2016,173.1,5566808,125593,136.5,4384561,3.034,0.004298,135.9,3376,0.8194,4.121,1135,1.931,61109,0,0,0,6.828,225872,32967,1.166,28.28,0.1771,4648,3.118,106013,1.167,39725,2.692,88227,25.6,22.74,20.8
25/01/2016,192.3,6470275,140324,152.2,5148826,3.027,0.004287,143.4,5011,0.8216,6.099,1861,3.166,107670,2297,3.172,113437,10.27,353773,28108,1.136,24.75,0,0,2.447,89670,1.19,43160,3.747,124540,24.9,23.09,21.6
26/01/2016,178.8,5588939,130672,141.4,4388369,2.853,0.004041,124,1941,0.8463,2.294,1135,1.931,59538,1259,1.738,59015,7.625,244015,25491,1.132,22.52,0,0,4.035,131226,1.214,38950,4.706,149641,27.1,23.67,21.6
27/01/2016,194,6671130,149298,161.8,5587925,2.837,0.004018,135.3,2411,0.8352,2.887,2851,5.378,195102,519.9,0.7178,26574,8.477,304057,18000,1.068,16.85,0,0,2.229,89086,0.575,22342,3.136,99859,27.1,23.64,20.9
28/01/2016,208.7,7848783,157294,170.5,6426158,2.898,0.004104,149.2,3187,0.8336,3.823,1854,3.155,120185,2467,3.406,155454,10.02,405359,24431,1.085,22.52,0,0,3.684,157641,1.035,43360,1.89,65828,26.6,23.55,21.6
29/01/2016,207.3,7550232,157170,170.8,6210208,2.961,0.004195,149.7,3438,0.8372,4.107,1848,3.144,113737,3071,4.24,153095,8.864,324506,23998,1.133,21.19,0,0,3.137,127794,1.173,43771,2.172,77973,27.7,24.48,21.7
30/01/2016,187.2,5824872,139591,151.2,4706606,2.914,0.004128,126.4,2472,0.8218,3.008,1136,1.932,59206,0,0,0,7.074,228774,29625,1.207,24.54,0,0,3.908,134729,1.081,36815,4.443,141666,27,23.26,19.6
31/01/2016,180.8,5679154,134303,145.5,4531708,2.869,0.004064,124.4,3289,0.8147,4.037,1135,1.931,59134,0,0,0,6.913,226422,28202,1.178,23.94,0,0,4.482,138838,1.115,34438,5.496,171883,30.2,23.43,19.8
01/02/2016,194.1,6623531,157282,170.6,5800483,2.764,0.003916,131.1,4200,0.8432,4.981,1865,3.173,108337,0,0,0,8.895,308678,14120,1.145,12.33,0,0,3.203,116457,1.308,46539,2.835,101393,31,25.18,21.9
02/02/2016,195.2,7156116,153835,166.9,6096788,2.703,0.003828,134.5,3008,0.8158,3.687,1861,3.166,116980,1911,2.638,116691,13.74,528571,12978,1.174,11.05,0,0,4.914,222883,0.9561,41152,0.4992,16589,26.7,21.21,17
03/02/2016,207.2,6768435,155410,168.5,5505716,2.82,0.003994,128.3,3828,0.8206,4.665,2273,4.088,135588,1779,2.456,85814,10.34,352290,23494,1.1,21.35,0.01376,484.2,4.195,149902,1.202,42198,3.964,128305,28.1,23.46,19.4
04/02/2016,192.7,5940230,144212,156.3,4786878,2.834,0.004014,121.8,3804,0.8361,4.55,1854,3.154,97113,0,0,0,3.095,97963,27557,1.143,24.11,0,0,2.962,96778,1.233,39699,9.429,287922,27.7,22.89,19.2
05/02/2016,187.9,5945030,143798,155.8,4931254,2.658,0.003765,117,3657,0.8248,4.433,1858,3.161,100740,1529,2.111,71115,5.224,169684,18771,1.168,16.07,0,0,3.736,127262,1.319,44802,8.759,277464,25.5,21.98,19.9
06/02/2016,174.6,5397638,140896,152.8,4751920,2.652,0.003757,113.9,3834,0.847,4.526,1134,1.93,58974,0,0,0,4.697,152443,16027,1.177,13.62,0,0,3.835,124630,0.987,31455,5.246,155176,26.1,22.54,20.3
07/02/2016,174.9,5894553,144775,157,5301570,2.652,0.003757,123.4,3436,0.8471,4.056,1135,1.931,63972,0,0,0,6.501,230687,12693,1.167,10.88,0,0,4.536,161690,1.257,44884,1.438,47999,26.7,22.91,19.1
08/02/2016,202.4,7218766,159794,173.3,6234917,2.619,0.003709,128.9,2369,0.8321,2.847,1829,3.369,126446,415,0.573,24628,9.24,342900,16526,1.111,14.87,0,0,4.933,206264,1.313,52480,2.615,95943,27.5,23.04,19
09/02/2016,202.7,7954964,161386,175,6869550,2.68,0.003796,141.7,2960,0.8238,3.594,1334,2.27,87092,0,0,0,13.03,559959,14103,1.127,12.52,0,0,4.624,229883,1.28,59726,2.22,75015,27.4,23.97,21.1
10/02/2016,206.5,8650600,164181,178.3,7544922,2.66,0.003767,152,2945,0.8212,3.586,2657,5.225,248308,1434,1.98,111624,10.8,478421,11835,1.114,10.62,0,0,5.047,284145,1.199,61363,2.046,86419,28.2,23.77,19.6
11/02/2016,208.1,7575933,158508,172,6069031,2.67,0.003782,128.9,1190,0.8259,1.44,1361,2.315,80844,1623,2.241,90857,10.79,404114,19378,1.08,17.95,0.8363,21826,4.54,206074,1.029,40249,3.201,116460,27.8,24.4,20.8
12/02/2016,212.3,8918122,162095,175.8,7335626,2.683,0.003801,149.7,871.9,0.8418,1.036,1363,2.319,95405,3510,4.847,254101,9.407,417247,17763,0.9985,17.79,0.5352,14450,4.743,261487,1.267,66242,2.051,69769,28.2,24.82,21.6
13/02/2016,197.1,6885113,147997,160.3,5567375,2.687,0.003806,128.9,118.8,0.8463,0.1404,1135,1.93,65876,2466,3.405,140619,8.471,314611,19410,1.016,19.11,0,0,4.992,182287,1.273,46671,2.783,95751,28.2,24.9,20.8
14/02/2016,201,7197770,142904,154.7,5544724,2.766,0.003918,134,911.3,0.7948,1.147,1134,1.93,66613,2661,3.674,155044,8.709,371367,26399,1.12,23.58,1.055,27391,4.621,162154,1.211,42547,8.398,282181,31,25.4,21.1
15/02/2016,221.9,8875794,160635,174.1,6720011,2.806,0.003975,151.7,1972,0.7808,2.526,3196,6.148,242798,3225,4.453,182687,15.77,624281,19008,1.067,17.81,0.9544,34390,4.307,202018,1.199,49990,4.86,184727,32,25.29,22.3
16/02/2016,205,7033427,156048,169,5782613,18.32,0.02595,896.8,2798,0.8312,3.366,1860,3.164,108587,1299,1.794,62037,8.78,307644,21813,1.06,20.59,0.6991,20298,4.569,174004,1.312,46584,3.823,127404,27.9,24.84,21.7
17/02/2016,192.8,6688571,160223,173.8,6195765,2.855,0.004043,143.6,5175,0.8483,6.101,1856,3.159,112075,0,0,0,9.061,330047,10194,1.133,8.996,0,0,4.555,157450,1.323,45144,2.899,103391,26.3,21.86,19.6
18/02/2016,199.1,9484639,169355,183.8,7438520,2.812,0.003982,159.7,5664,0.8575,6.606,1858,3.161,129165,207.6,0.2866,14685,9.653,396670,6519,1.047,6.225,0,0,4.601,234054,1.288,58012,1.318,48250,26.1,22.18,18.4
19/02/2016,219.9,10969887,167938,182.3,7553712,2.722,0.003855,158.4,4276,0.8305,5.148,3787,7.471,319722,1565,2.161,83027,15.39,633661,15116,1.093,13.83,0.9219,37346,4.852,263952,1.257,58614,2.714,114606,28.9,24.02,20.7
20/02/2016,194.4,6410820,153535,166.5,5475602,2.673,0.003786,123.8,3314,0.878,3.774,1135,1.931,63207,0,0,0,0.8542,27897,28767,1.181,24.35,0.7856,24429,3.377,114889,1.241,42223,3.38,110873,28.7,25.77,23.1
21/02/2016,189.6,6306685,151568,164.4,5423017,2.628,0.003722,121.3,4841,0.8582,5.64,1135,1.93,63118,0,0,0,3.185,108442,25012,1.198,20.88,2.395,75051,3.769,129634,1.229,41588,3.738,121925,28.8,23.94,21.4
22/02/2016,218.3,13460329,162895,176.8,11190149,2.523,0.003574,206.2,1613,0.825,1.955,3963,7.861,599873,2650,3.659,359519,11.91,851171,18993,1.096,17.33,1.021,34341,4.649,472438,1.243,114928,1.578,68299,28.2,24.28,20.9
23/02/2016,222.6,12994967,165428,179,10279939,2.363,0.003347,176.5,1486,0.7802,1.905,4387,8.813,583973,4397,5.964,551362,15.97,1038662,11287,0.9959,11.33,1.758,59131,4.955,394805,1.496,117186,2.093,88465,29.5,25.23,21.9
24/02/2016,230.2,16122818,170480,184.7,13201574,2.343,0.003318,220.2,2135,0.7956,2.683,5383,11.04,828386,4857,6.619,686659,17.52,1517097,7880,1.019,7.736,1.561,60988,4.946,548223,1.499,156695,3.854,250021,29,25.12,21
25/02/2016,245.9,11737471,167214,181.1,8684243,59.85,0.08477,6309,1038,0.7793,1.332,5357,10.98,535044,6385,8.536,482285,20.18,1100952,16190,1.038,15.59,1.065,34604,4.786,253682,1.445,73002,9.219,432011,30.4,25.69,22.1
26/02/2016,218,8520980,157982,171.3,6649999,2.723,0.003857,147.9,1523,0.8149,1.869,4951,10.07,399501,1761,2.432,100036,11.32,453670,21419,1.043,20.53,1.016,31480,3.357,147060,1.467,59884,2.759,99168,32.5,27.36,23.3
27/02/2016,192.2,6542688,151950,164.8,5580883,2.679,0.003794,127.1,2723,0.8274,3.292,1135,1.931,64714,0,0,0,9.253,317918,15478,1.177,13.16,0.9942,30652,3.739,129723,1.539,53165,4.955,166484,26.9,24.82,22.6
28/02/2016,189.1,6379731,151457,164.2,5558068,2.713,0.003843,128.3,3419,0.838,4.08,1135,1.932,64559,0,0,0,5.232,181941,20035,1.189,16.86,2.745,88818,4.271,154723,1.507,53942,3.503,117351,27,24,20.7
29/02/2016,207.3,8949880,159589,173.2,6899041,2.621,0.003712,144.2,2201,0.8135,2.705,2996,5.698,241363,1243,1.716,63096,11.37,470958,14131,1.113,12.7,0.9946,31472,3.685,211740,1.499,66866,3.874,148301,26.7,23.54,20.5
01/03/2016,212.1,8850680,164771,178.5,7115522,2.636,0.003733,146,2316,0.8214,2.82,3823,7.551,316741,1970,2.712,102298,11.8,492963,11065,1.122,9.862,0.985,30917,3.929,200375,1.496,66479,3.112,119711,27.5,23.78,21.3
02/03/2016,217.5,11279069,165965,179.6,9057205,2.472,0.003501,170.2,914.1,0.8234,1.11,4575,9.234,504243,3093,4.27,272769,10.84,588828,10925,1.033,10.58,1.651,59233,4.355,325410,1.337,86678,2.69,142863,27.9,24.28,20.5
03/03/2016,223.8,11868071,165948,179.6,9611571,2.587,0.003664,186.8,1527,0.8216,1.858,5215,10.66,595369,3203,4.423,302087,14.75,868480,14266,1.1,12.96,1.87,74555,4.225,357507,1.349,91151,1.865,99512,28.2,24.96,22.3
04/03/2016,215.4,9298036,160755,174.1,7460943,19.63,0.0278,1422,555.4,0.8094,0.6863,4339,8.703,391811,2498,3.449,160529,11.62,515577,15087,1.034,14.59,1.215,40563,4.195,230245,1.475,75807,2.232,83150,28.4,25.11,22.9
05/03/2016,197.7,8135803,149915,162.4,6643738,2.523,0.003573,141.5,480.5,0.8269,0.5811,1135,1.932,77321,1797,2.481,122409,11.89,521699,18793,1.138,16.52,1.443,46192,4.619,247721,1.354,68737,1.696,64378,27.2,24.11,20.6
06/03/2016,193.7,9458549,143550,155.2,8995980,2.401,0.0034,173,1237,0.8137,1.521,1135,1.931,102354,1086,1.5,144978,11.73,810000,22369,1.062,21.06,2.139,65659,4.518,256911,1.453,90857,2.292,130266,27.7,24.23,21.1
07/03/2016,221.7,10110048,154596,167.2,7424569,2.437,0.003452,147.9,385.1,0.8067,0.4773,4330,8.679,415110,3971,5.482,288447,15.72,744628,22281,1.041,21.4,1.151,36294,4.563,273156,1.533,82382,2.197,87649,27.9,24.39,21.2
08/03/2016,219.6,14799382,159486,173,10666214,2.048,0.002901,156.4,3792,0.7603,4.987,4814,9.763,667892,3747,5.174,451855,16.86,1237112,14101,0.9922,14.21,1.654,58446,4.468,536144,1.544,136636,4.156,217177,27.7,24.76,22.5
09/03/2016,229.9,14700223,161877,175.6,11240502,2.292,0.003246,196.2,1875,0.8084,2.32,5201,10.63,730662,5063,6.99,564926,21.09,1588976,11870,0.9086,13.06,1.242,49491,4.381,376961,1.488,120348,3.372,197433,28.6,25.16,23
10/03/2016,225.5,11304507,157902,171.2,8495807,2.654,0.003759,183.4,551.4,0.795,0.6935,4951,10.08,524773,4727,6.527,379320,13.59,720828,22345,1.067,20.94,0.8379,31677,3.547,223459,1.043,61707,2.82,134119,29.5,25.14,22.1
11/03/2016,217.1,11373443,152676,166.2,8568172,2.542,0.0036,179.8,187.7,0.8454,0.222,4292,8.597,494765,4959,6.847,421942,12.2,687154,21094,1.011,20.86,0.4848,15779,2.833,192897,1.148,76837,1.408,71164,29.6,25.01,22.9
12/03/2016,203.3,9820862,144059,157.3,7419263,2.544,0.003604,163.8,333.8,0.8451,0.395,2609,5.225,283722,3519,4.859,290341,7.862,398728,28532,1.124,25.38,1.505,53163,4.156,258229,1.571,92590,1.561,68166,28.3,24.89,21.8
13/03/2016,197,7891882,136281,148.8,5939194,2.537,0.003593,137.9,388.6,0.8029,0.4839,2223,4.362,196241,1994,2.753,147431,7.029,315336,35752,1.129,31.67,3.052,100870,3.765,175637,1.314,57008,1.632,58608,27.6,24.91,22.6
14/03/2016,215.5,9184260,141500,154.5,6542181,2.499,0.00354,146.4,1543,0.7691,2.006,4148,8.274,384680,3988,5.506,268424,13.72,615900,34280,1.113,30.79,1.116,34699,3.258,188102,0.9333,48208,3.868,154177,29.7,24.51,21.9
15/03/2016,202.1,7678534,141468,154.5,5684813,2.463,0.003489,127.7,1478,0.7895,1.872,3129,6.006,233058,912.3,1.25,55817,13.29,507898,23093,1.088,21.23,0,0,2.646,103425,0.8795,33035,6.881,251280,29.9,22.83,20
16/03/2016,199.9,12002544,138512,151.2,9621490,2.337,0.00331,206.2,951.9,0.8024,1.186,4608,9.301,661232,1563,2.158,155125,11.87,814169,21320,1.072,19.89,0.9508,35241,3.164,221512,0.7337,52906,6.018,362980,26.1,22.31,19.8
17/03/2016,200.4,10909795,137028,149.6,7802247,2.296,0.003252,165.5,940.9,0.7903,1.191,4914,9.987,551987,3535,4.88,289684,12.62,687068,20665,1.019,20.28,1.184,50336,3.44,235986,1.442,88018,2.836,132575,25.6,21.35,19.1
18/03/2016,196.2,8306958,134715,147,6086519,2.392,0.003388,139,3119,0.7368,4.233,3698,7.271,304278,0,0,0,17.18,727159,18528,1.017,18.22,0,0,2.301,97698,1.138,46431,9.776,400626,25.6,22.79,20
19/03/2016,169.8,8589331,139003,151.8,7390887,2.481,0.003515,172.8,5693,0.8183,6.957,2521,5.029,248338,0,0,0,8.551,405028,7298,1.166,6.262,0,0,4.39,218718,1.376,63468,3.859,191724,27.5,20.63,16.2
20/03/2016,167.5,8479073,120706,131.7,6409351,2.476,0.003506,172.1,2564,0.779,3.292,2874,5.816,291944,3944,5.445,294188,10.97,542422,12070,1.135,10.64,1.212,52052,3.158,213444,1.483,79996,4.782,225652,23.8,19.73,17.5
21/03/2016,186.5,9864401,140433,153.3,8799999,2.56,0.003626,208,2873,0.7935,3.621,3419,6.914,389354,0,0,0,11.29,630211,12966,0.9859,13.15,0.9119,32773,2.87,138042,1.314,61190,4.233,244697,20.1,16.64,15.5
22/03/2016,187.4,10965597,143367,156.6,8447956,2.523,0.003574,190.9,1328,0.8093,1.641,4504,9.338,524946,858,1.123,66961,10.47,585235,8238,0.9966,8.265,1.075,46630,3.833,262110,1.191,62849,2.098,113004,22.5,17.51,14.4
23/03/2016,187.4,8051198,146457,160,6447488,2.514,0.003561,142.3,2023,0.7937,2.549,4243,8.755,358306,2549,3.417,147010,10.7,445365,4991,0.986,5.062,1.204,44478,4.244,178784,0.8571,34661,1.159,47463,24.4,18.56,14.9
24/03/2016,188.6,8096265,138285,151.1,6576312,2.519,0.003568,154,253.9,0.8383,0.3028,3420,6.917,306489,4331,5.98,266324,13.36,578015,9861,1.006,9.805,0,0,3.901,195539,0.8844,40112,0.8753,33025,27.1,20.89,16.6
25/03/2016,165.1,5808344,118567,129.4,4339066,2.574,0.003645,120.8,0.2911,0.8369,0.0003478,1135,1.93,63888,695.3,0.9601,30116,2.587,99691,29486,1.115,26.45,0.5089,16714,2.326,79969,0.8942,28710,2.87,94303,26.3,22.2,19.5
26/03/2016,166.8,5696102,120693,131.8,4459916,2.532,0.003586,120.9,183.3,0.817,0.2244,1829,3.483,124267,961.8,1.328,51526,5.006,176802,25582,1.105,23.16,1.433,43752,3.974,137152,1.275,44249,1.049,36448,25.5,21.35,17.2
27/03/2016,163.5,5030301,117545,128.6,3933077,2.487,0.003523,107,191.7,0.8515,0.2252,1134,1.929,58559,0,0,0,1.061,34171,32488,1.144,28.4,1.611,45607,2.98,93675,1.332,41553,2.414,76185,25.5,22.07,19.3
28/03/2016,170.4,5624060,125243,137.1,4512413,2.536,0.003593,116.9,429.6,0.846,0.5079,1145,1.953,63317,624.2,0.8618,32293,1.782,66818,29872,1.14,26.21,0.9789,28778,2.869,96624,0.9982,32656,2.061,67158,24.6,21.93,19.5
29/03/2016,190.1,6579309,137511,150.6,5231071,2.458,0.003482,116.8,553.3,0.829,0.6674,3331,6.723,240423,967.3,1.335,51311,7.246,266072,24940,1.084,23.02,0,0,1.781,75939,0.738,29235,1.214,44074,26,22.28,20.7
30/03/2016,188.7,6235779,136698,149.7,5068073,11.38,0.01612,546.2,297.6,0.7845,0.3793,1863,3.17,106613,1104,1.524,50854,8.542,304782,21550,1.112,19.38,0,0,3.017,107212,1.308,43962,5.556,184708,26.6,20.83,19
31/03/2016,185.7,5973242,137385,150.4,4863598,2.605,0.00369,118.2,364.4,0.8156,0.4468,1865,3.174,102942,999.5,1.38,44849,8.075,268337,23068,1.123,20.55,0,0,4.22,139864,1.681,54321,0.9589,29502,27.5,21.11,16.7
01/04/2016,188.1,6146891,129445,141.7,4523869,2.494,0.003532,110,32.83,0.8042,0.04082,1858,3.161,102220,993.4,1.372,47096,8.866,303592,29029,1.047,27.74,0,0,4.155,137779,1.594,54096,3.827,131964,25.2,20.66,16.6
02/04/2016,174.9,8084688,111175,121.6,5275505,2.529,0.003582,150.8,0,0,0,1136,1.933,81443,1421,1.961,132779,7.393,377141,35453,1.05,33.77,0,0,3.953,181060,1.682,75577,6.621,257120,29,22.16,18.4
03/04/2016,171,7286795,110573,121,5207292,2.552,0.003614,150.5,0,0,0,1135,1.931,79694,914.5,1.263,106644,4.937,289468,40570,1.106,36.69,0.8334,23739,3.297,114386,1.579,57684,3.699,174314,30.7,23.4,19.5
04/04/2016,191.5,9419107,120664,132.1,6332823,2.543,0.003602,167.7,0,0,0,2096,3.957,201805,2656,3.667,203008,12,621223,37920,1.073,35.34,0,0,2.634,156308,1.545,83796,2.89,129211,24.7,20.72,18.8
05/04/2016,197,11319399,118169,129.3,7253437,2.55,0.003611,197.5,310.2,0.5962,0.5203,2495,4.847,325942,3067,4.234,360782,12.12,986776,38535,0.9988,38.58,1.043,32303,3.902,256215,1.591,106352,6.817,386609,26.1,21.97,18.6
06/04/2016,203.2,12750068,116406,127.4,7476050,86.65,0.1227,9743,0,0,0,2907,5.771,451154,4217,5.823,516201,13.47,1147628,39641,1.023,38.74,0,0,3.859,254293,0.8648,54833,10.93,650789,33.8,24.23,20.2
07/04/2016,190.4,11411911,119631,130.9,7832146,2.599,0.003681,219,0,0,0,3748,7.65,464048,4871,6.725,417898,8.942,590923,33299,1.027,32.42,0.5717,19976,2.199,133255,1.187,68623,2.601,144338,30.7,23.17,19.9
08/04/2016,190.1,19467729,117527,128.6,11530116,121.7,0.1723,21274,0,0,0,3856,7.89,751091,5636,7.782,891712,12.7,1321278,31457,1.041,30.23,0.6639,30472,1.291,184078,1.261,131833,1.526,128842,20.2,18.98,17.8
09/04/2016,171.9,17596997,115472,126.4,11431952,56.95,0.08067,13351,40.81,0.8058,0.05065,2175,4.249,479635,2798,3.863,584559,7.571,848204,31166,1.112,28.02,0.2058,9759,3.394,363512,1.195,105921,0.7017,91412,24,19.46,16.1
10/04/2016,167.1,8238840,119605,130.9,6335127,2.503,0.003545,170.4,2571,0.8077,3.183,2083,4.049,203662,950.4,1.312,93906,5.37,306578,24464,1.136,21.53,0.3551,15791,3.594,162815,1.413,61614,5.825,284716,27.1,19.87,16.2
11/04/2016,183.9,13737534,125353,137.2,9459427,2.431,0.003444,231.1,1697,0.8086,2.098,3523,6.878,532791,4914,6.785,567908,7.3,573594,24843,1.115,22.28,0.04355,1387,3.694,323493,1.405,107910,4.118,256764,26,20.38,16.3
12/04/2016,187.4,13077907,127192,139.2,9486575,2.467,0.003494,236.2,46.98,0.8409,0.05586,4120,8.218,581334,5551,7.664,562510,6.68,479480,24214,1.085,22.33,0.1988,8217,2.52,187786,1.617,110075,1.844,126590,25.7,20.27,17.6
