date,au.nem.nsw1.demand.energy (GWh),au.nem.nsw1.demand.market_value (AUD),au.nem.nsw1.fuel_tech.coal_black.emissions (tCO2e),au.nem.nsw1.fuel_tech.coal_black.energy (GWh),au.nem.nsw1.fuel_tech.coal_black.market_value (AUD),au.nem.nsw1.fuel_tech.distillate.emissions (tCO2e),au.nem.nsw1.fuel_tech.distillate.energy (GWh),au.nem.nsw1.fuel_tech.distillate.market_value (AUD),au.nem.nsw1.fuel_tech.exports.emissions (tCO2e),au.nem.nsw1.fuel_tech.exports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.exports.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ccgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.market_value (AUD),au.nem.nsw1.fuel_tech.gas_ocgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ocgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ocgt.market_value (AUD),au.nem.nsw1.fuel_tech.hydro.energy (GWh),au.nem.nsw1.fuel_tech.hydro.market_value (AUD),au.nem.nsw1.fuel_tech.imports.emissions (tCO2e),au.nem.nsw1.fuel_tech.imports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.imports.energy (GWh),au.nem.nsw1.fuel_tech.pumps.energy (GWh),au.nem.nsw1.fuel_tech.pumps.market_value (AUD),au.nem.nsw1.fuel_tech.solar_rooftop.energy (GWh),au.nem.nsw1.fuel_tech.solar_rooftop.market_value (AUD),au.nem.nsw1.fuel_tech.solar_utility.energy (GWh),au.nem.nsw1.fuel_tech.solar_utility.market_value (AUD),au.nem.nsw1.fuel_tech.wind.energy (GWh),au.nem.nsw1.fuel_tech.wind.market_value (AUD),au.nem.nsw1.temperature_max (C),au.nem.nsw1.temperature_mean (C),au.nem.nsw1.temperature_min (C)
25/05/2018,198.3,17918641,142767,155,13909499,0.5537,0.0007842,69.63,1689,0.8064,2.095,1.828,0.00311,274,1534,2.118,237713,12.19,1189460,22366,0.8927,25.06,0.9428,63236,3.485,279270,1.969,158881,4.218,397685,19.4,17.05,14.6
26/05/2018,184.8,13653586,134455,145.9,10629647,0.589,0.0008342,59.99,789.1,0.8295,0.9513,1.458,0.002481,179.6,1350,1.864,179881,9.158,705154,20515,0.9224,22.24,0.9031,56848,4.768,306666,1.801,119760,3.163,228793,21.1,13.94,9.8
27/05/2018,183,12337312,126781,137.7,9194910,0.5995,0.0008492,55.3,0,0,0,1.446,0.002461,161.5,837.6,1.156,112576,8.513,613969,28576,0.9229,30.96,1.818,108330,4.257,263811,1.255,77358,2.472,154065,21.3,14.92,10.2
28/05/2018,199.3,16025316,140065,152,12143915,0.5869,0.0008313,64.97,16.13,0.7771,0.02076,1.678,0.002856,221.7,1376,1.9,235958,10.09,919023,27412,0.8997,30.47,0.8532,49244,3.611,260802,1.431,101556,2.881,223647,21.4,15.71,11.7
29/05/2018,201.3,17077108,142146,154.1,12753541,0.6104,0.0008646,70.28,1148,0.7976,1.44,1.629,0.002772,223.9,1343,1.855,288587,12.76,1268222,20992,0.898,23.38,1.13,64573,4.461,297623,1.431,96541,8.958,697342,25.8,16.16,11.1
30/05/2018,205.8,16633378,146936,159,12973174,0.5098,0.000722,58.11,1992,0.7971,2.499,2.334,0.003972,312.6,1817,2.466,231966,13.42,1167393,20708,0.8782,23.58,0.7145,44377,4.139,305760,1.598,119382,8.39,666186,25.1,17.09,13.6
31/05/2018,212.6,17770451,160015,173.1,14571589,0.6418,0.0009091,74.99,6341,0.7907,8.019,1.734,0.00295,240.9,2281,3.149,338886,13.95,1320978,15319,0.8788,17.43,0.801,48578,4.977,348455,1.819,126739,11.34,902837,18.3,12.13,9.2
01/06/2018,216.1,19767332,162756,176.4,15284859,0.8788,0.001245,106.6,7038,0.8032,8.762,1.636,0.002784,235.4,1617,2.232,257459,15.1,1420108,19414,0.8787,22.1,0.735,45107,3.704,266870,2.061,149849,7.168,612345,18.1,13.6,11.5
02/06/2018,204,16822270,155867,169.2,13122282,0.8871,0.001257,96.79,9945,0.8032,12.38,1.387,0.002359,181.8,1649,2.277,214714,13.83,1153377,19585,0.8647,22.65,0.9002,62272,2.786,209237,1.991,148707,6.669,504226,16,13.59,10.7
03/06/2018,189.7,15372249,149542,162.6,13341661,0.9028,0.001279,101.2,11018,0.8156,13.51,1.492,0.002539,203.5,1081,1.493,227196,14.14,1365704,17775,0.8689,20.46,1.63,104578,3.672,241461,1.834,125771,2.768,193802,18.8,15.08,13
04/06/2018,206.7,22331971,151473,165,17459802,44.37,0.06285,9991,9205,0.7905,11.64,66.05,0.1124,22435,2036,2.812,461181,24.16,2838043,19256,0.8573,22.46,0.6177,41394,3.356,273801,1.822,150152,1.982,203481,19.3,14.09,10.3
05/06/2018,214,47689220,141921,154.4,15229318,32.39,0.04588,4728,4071,0.7725,5.27,193.9,0.33,31656,3490,4.772,505528,28.61,3069283,19943,0.8636,23.09,0.04955,4432,2.829,259316,1.78,174169,6.34,629388,17.3,13.25,10.6
06/06/2018,213.6,25224676,132342,143.9,16599658,19.92,0.02822,5481,0.1264,0.7868,0.0001607,41.75,0.07103,9239,3242,4.434,568514,17.72,2215038,30572,0.8809,34.71,0.1398,12074,2.583,248273,1.735,179336,11.03,1258128,16.8,13.06,11.1
07/06/2018,207.1,46034851,122575,132.6,12663209,116.1,0.1644,19434,18.93,0.8315,0.02277,100.9,0.1716,14666,1300,1.753,185304,19.47,1938646,34607,0.8706,39.75,0.3598,25703,4.079,337566,1.615,147379,11.6,1073573,20.4,12.75,10
08/06/2018,215.2,50851748,119650,129.4,22067767,87.82,0.1244,21679,0,0,0,723.6,1.231,270323,2414,3.213,598266,19.05,3646255,43329,0.8753,49.5,1.284,92389,1.736,428601,0.5384,136319,12.28,2004629,19.3,15.03,11.1
09/06/2018,199.2,25349192,121499,131.4,16802123,93.66,0.1327,16574,0,0,0,2.762,0.0047,589.3,3744,5.044,693024,11.89,1628152,44929,0.9276,48.44,0.5171,46618,1.847,242290,0.4553,67668,2.069,250790,17,13.92,12.5
10/06/2018,198.7,15326551,138679,150.3,11390205,59.9,0.08484,8157,57.9,0.8341,0.06942,2.71,0.004611,348.6,688.9,0.9512,96900,11.32,875121,28057,0.9236,30.38,8.708,622333,3.337,228750,1.694,117246,4.185,319231,16.8,12.8,10.1
11/06/2018,190.6,12054715,136478,147.9,9282860,0.6179,0.0008752,53.5,57.5,0.8494,0.06769,2.192,0.003729,213,0,0,0,9.774,657358,26205,0.9283,28.23,2.023,108907,4.333,229840,1.843,102181,3.131,190301,18.4,13.1,10.1
12/06/2018,217.7,18386441,146357,158.7,14627870,0.6955,0.0009851,88.68,326.9,0.7798,0.4192,113.6,0.2532,29225,1687,2.329,285827,14.42,1630540,26904,0.876,30.71,1.765,92795,3.284,235625,1.65,123775,10.26,952912,19.2,12.34,8.3
13/06/2018,214.5,18262123,151582,164.5,13673716,0.8083,0.001145,93.04,785.8,0.7805,1.007,530.9,1.185,108172,1488,2.054,254603,12.79,1201121,18077,0.8771,20.61,1.242,72653,3.566,261182,1.276,94443,13.21,1088281,19.3,13.92,10.6
14/06/2018,214.8,16565014,145084,157.3,11499411,0.786,0.001113,81.18,135.1,0.7587,0.1781,1411,3.152,245828,1554,2.145,187533,13.42,1053587,18379,0.8681,21.17,0.8135,46785,4.73,308971,1.666,113706,15.03,1066346,20,14.03,10.4
15/06/2018,214,16552339,146678,159.1,12045963,0.7309,0.001035,77.24,145.8,0.7472,0.1951,152.7,0.3404,22972,812.7,1.122,105937,12.66,1073179,17771,0.8668,20.5,1.318,70039,4.319,294874,1.444,98918,18.81,1393377,20.5,14.71,11.6
16/06/2018,203.3,16777396,147643,160.1,12612680,0.8023,0.001136,86.57,2114,0.7478,2.827,17.17,0.03792,2548,1465,2.022,212226,11.88,1034274,11392,0.9125,12.48,0.7338,41708,4.61,324416,1.269,91987,18.37,1382192,20,13.86,9.2
17/06/2018,206.8,13689998,139924,151.6,9925546,0.6866,0.0009725,55.51,554.9,0.771,0.7197,22.82,0.05048,3184,1350,1.863,200647,12.07,938700,18618,0.8876,20.98,1.6,77031,4.31,242478,1.251,71314,19.08,1167064,17.5,12.39,8.7
18/06/2018,226.6,24962568,162880,176.9,18415478,0.9012,0.001277,130.4,1670,0.7877,2.12,1098,2.454,264961,1275,1.761,328107,22,2804904,11842,0.8822,13.42,0.3289,12560,3.153,303195,1.403,135722,10.9,1054389,16.3,12.16,9.7
19/06/2018,234.1,24999616,170010,184.7,19499211,1.018,0.001442,149.5,2593,0.807,3.213,804.3,1.782,225720,889.3,1.228,199522,23.35,2762849,14761,0.8779,16.82,0.4672,29119,2.99,287970,1.834,175952,7.729,789153,15.4,11.75,8.8
20/06/2018,219.6,18994355,169101,183.7,15334771,1.05,0.001487,122.8,3722,0.8283,4.493,831.9,1.857,180878,991,1.368,157441,11.98,1114618,17541,0.9008,19.47,0.9071,51656,4.116,324912,1.349,106914,4.625,372185,18.1,12.91,10.8
21/06/2018,224.3,28907303,166294,180.6,21507938,0.9874,0.001399,162.9,7123,0.8065,8.832,881,1.968,329117,2347,3.087,578378,17.44,2450550,21900,0.8647,25.33,0.7784,50399,3.344,304115,1.971,177396,2.892,298336,16.8,12.82,9.9
22/06/2018,221.8,27871790,163327,177.4,21468891,0.8989,0.001273,151.2,5588,0.8288,6.743,161.6,0.2913,45589,3271,4.517,704782,12.19,1651449,25849,0.8714,29.66,0.385,29444,4.731,406173,2.022,187681,2.711,332566,19.4,12.06,7.9
23/06/2018,212.7,18079095,161886,175.9,14359521,0.9245,0.00131,105.5,5287,0.8016,6.595,2.624,0.004465,361.3,740.9,1.023,116115,11.02,992317,20944,0.8767,23.89,3.384,204848,4.954,353836,1.998,143868,5.721,461616,19.4,12.45,7.2
24/06/2018,212.9,18481014,162956,176.9,14559245,0.9072,0.001285,101.4,4204,0.8088,5.198,665.6,1.486,198975,950.7,1.313,223121,10.79,1089166,20237,0.8726,23.19,5.916,357284,4.911,304960,2.068,130839,2.294,184756,19.6,12.25,7.1
25/06/2018,227.2,24929026,165316,179.5,19006782,0.9097,0.001289,136.2,3948,0.8094,4.878,3000,6.643,767228,1837,2.537,454367,15.51,2102661,19682,0.8697,22.63,1.84,120625,4.882,371046,1.973,157482,2.835,280752,18.3,11.2,6.3
26/06/2018,228,21361964,167506,181.9,16336558,1.284,0.001819,160.4,4386,0.8194,5.353,3490,7.763,745493,1246,1.72,242275,13.91,1500828,17928,0.8726,20.55,0.3429,21786,4.362,374501,1.71,146983,5.975,525223,18.5,11.14,6.7
27/06/2018,225.8,20008900,165665,179.9,15418552,0.9817,0.001391,117.1,4309,0.8108,5.314,3359,7.505,675190,831.3,1.148,114943,14.87,1399598,17184,0.8643,19.88,0.2461,14823,2.727,257875,0.654,61474,7.266,603595,17.7,12.7,9.2
28/06/2018,224.3,21306138,166223,180.6,16603915,0.9859,0.001396,120.9,5712,0.8263,6.912,3051,6.794,695467,1216,1.679,289996,13.54,1488626,20329,0.8635,23.54,0.1612,12568,2.621,202865,1.277,102389,3.803,287628,20.7,14.78,10.5
29/06/2018,225.3,17798456,164196,178.4,13483192,0.9949,0.001409,104.4,2302,0.8095,2.844,2355,5.261,448429,510.4,0.7047,69423,9.507,776810,21224,0.8749,24.26,0.2453,14274,3.989,274489,1.251,85857,8.088,617366,19.5,10.09,6.3
30/06/2018,207.2,14851411,147511,160,11214495,0.939,0.00133,90.36,2878,0.7622,3.775,2.602,0.004427,302.9,1150,1.588,151250,8.708,661212,22013,0.8927,24.66,0.1083,5504,4.59,285511,1.895,119000,14.2,956448,19,11.67,7.3
01/07/2018,206,15829604,161881,175.7,13740254,0.984,0.001394,105.9,3130,0.8419,3.717,661.8,1.478,127894,889.6,1.228,159309,8.708,728785,16296,0.8831,18.45,0.1598,9366,4.161,272568,1.533,104796,2.777,197825,19.3,12.54,7.4
02/07/2018,220.6,17857617,167446,181.9,15030061,0.9861,0.001397,115.8,2024,0.8275,2.446,2439,5.448,525928,904.7,1.249,133905,8.535,775880,16922,0.8874,19.07,0.2547,15563,2.738,209381,1.687,130207,5.166,435581,18,13.14,9.2
03/07/2018,218.1,16505880,162252,176.2,13351679,0.9768,0.001384,101.7,236.3,0.8281,0.2854,1144,2.556,264518,505.6,0.6981,62890,7.543,673271,21468,0.8882,24.17,0.2031,11300,4.017,250827,1.917,123472,5.252,385610,19.5,12.22,8.6
04/07/2018,212.3,13969538,155989,169.4,10802954,0.9249,0.00131,81.82,87.24,0.8268,0.1055,1053,2.351,179202,0,0,0,6.809,481674,19117,0.9038,21.15,0.1905,10104,4.412,246649,2.019,112422,10.34,641177,19.7,13.15,8.8
05/07/2018,204.9,12474437,151067,164,9425217,0.8825,0.00125,71.12,560.5,0.7959,0.7043,818.5,1.827,125132,0,0,0,6.718,426717,14532,0.9347,15.55,0.3747,18807,4.427,229257,1.891,91201,14.18,791893,24.6,15.05,10.5
06/07/2018,199.1,11532404,144036,156.2,9023546,0.7969,0.001129,64.76,408.1,0.7789,0.5239,2.027,0.003449,197,0,0,0,6.177,377739,14974,0.9443,15.86,0.1065,5665,3.541,197094,1.645,91810,18.2,1044891,24.7,20.09,11.7
07/07/2018,199.9,11886645,136875,148.6,8664659,0.8055,0.001141,63.56,7.412,0.78,0.009502,613.3,1.37,104567,0,0,0,3.376,234991,22456,0.8952,25.09,0,0,4.097,214532,1.502,81066,19.23,1109556,24.4,14.25,9.3
08/07/2018,197.5,12216426,132186,143.4,8678211,0.8448,0.001197,66.59,119.2,0.7934,0.1502,975.9,2.18,205872,0,0,0,3.527,272362,22950,0.8923,25.72,0,0,4.797,204762,1.481,64273,19.34,1096986,18.4,12.33,8.8
09/07/2018,215.2,16771190,164224,178.4,13567894,0.9107,0.00129,90.46,2857,0.8251,3.462,2306,5.151,463699,304.4,0.4204,64808,9.843,925415,13605,0.8665,15.7,0.01265,844.4,4.623,271189,1.659,98359,7.67,491242,18,13.59,10
10/07/2018,222.4,20033383,168607,183.3,16468901,0.8736,0.001237,105.3,2721,0.8179,3.327,2449,5.472,596112,789.1,1.089,226538,10.26,1015364,18169,0.8751,20.76,0.2663,15764,4.797,322140,2.04,134029,2.87,240644,18.6,11.39,7.2
11/07/2018,222.9,18185923,166082,180.6,14308367,1.009,0.00143,113.1,1425,0.811,1.757,2384,5.327,465405,556.8,0.7688,78958,12.56,1060400,19388,0.8843,21.93,0.3582,21663,4.467,286487,1.958,128401,1.66,125667,17.6,11.42,6.6
12/07/2018,223.2,21696288,157026,170.7,15663845,0.8987,0.001273,118,856.8,0.8143,1.052,2719,6.074,655932,637,0.8795,122207,11.12,1217488,25367,0.8684,29.21,0.4421,26919,4.562,317758,1.921,136890,4.357,404889,19.3,12.37,7.5
13/07/2018,222,22308132,154621,168.1,15147750,0.9864,0.001397,119,3288,0.7683,4.279,2982,6.661,689498,1796,2.479,361160,11.41,1146222,22684,0.8774,25.85,0.3359,19914,5.402,356552,2.13,143048,9.839,852280,19.3,11.87,7
14/07/2018,210.3,18851737,143730,156.1,13612109,1.065,0.001509,124.8,47.55,0.8193,0.05804,2753,6.152,616180,722.3,0.9972,146881,9.249,955022,30432,0.9212,33.04,0.4343,24876,5.414,330905,2.14,132907,2.82,255823,18,11.29,6
15/07/2018,210.9,17601768,144969,157.5,12448173,0.9997,0.001416,103,0,0,0,1280,2.859,349761,1350,1.864,291449,7.717,815028,28814,0.9389,30.69,0.3263,18525,5.581,314782,2.179,123526,6.951,545355,17.5,9.898,4.8
16/07/2018,232.3,22461918,154250,167.7,15121500,0.8324,0.001179,103,1799,0.7367,2.442,2911,6.503,662256,3107,4.29,513920,12.28,1269362,25757,0.8726,29.52,0.4567,31558,5.118,421146,2.026,172648,12.25,1083844,17.4,10.02,4
17/07/2018,218.9,16795943,152162,165.4,12448445,13.13,0.01859,1138,549.4,0.7778,0.7064,2221,4.962,421960,1067,1.473,145249,10.69,892517,16667,0.8688,19.18,0.4249,24507,5.54,329875,2.129,130781,15.41,1136765,22.2,13.45,8.7
18/07/2018,208.5,15114748,148409,161.3,11244602,0.8929,0.001265,86.68,576.8,0.7921,0.7283,2282,5.099,397950,1005,1.387,127155,8.954,728579,15083,0.885,17.04,0.3315,17588,5.481,315385,2.047,119338,11.91,802068,22.2,16.73,11.2
19/07/2018,216.9,18581752,152000,165,13704643,0.8473,0.0012,97.92,2591,0.7668,3.379,1293,2.887,277673,1118,1.544,154081,11.6,1070316,19208,0.8764,21.92,0.2996,19091,4.734,316530,1.987,137760,15.17,1208185,21,12.9,6.6
20/07/2018,217.6,16801203,153931,167.1,12696364,0.7656,0.001084,82.22,4467,0.7482,5.97,2397,5.355,453193,535.2,0.7389,69303,10.67,868013,15535,0.8748,17.76,0.2218,12317,4.354,287875,1.568,107396,20.49,1528412,20.3,16.66,9.8
21/07/2018,206.1,17000943,148641,161.3,13452147,0.9372,0.001327,107.3,5638,0.7898,7.138,258.7,0.5774,47395,521.7,0.7203,100333,12.59,1181894,22438,0.8621,26.03,0,0,5.548,365434,1.974,136910,10.15,741283,18.3,12.08,8.9
22/07/2018,206.2,17055045,140455,152.3,12197189,0.9926,0.001406,105.2,3.737,0.8154,0.004583,1203,2.688,314333,485.1,0.6698,110191,10.19,1092702,29306,0.88,33.3,0.2243,12751,5.54,335017,2.189,141449,2.984,199328,18.1,10.79,5.8
23/07/2018,221.8,19388381,147334,160.1,12774857,0.8784,0.001244,96.77,332.6,0.7653,0.4346,2535,5.664,520664,1137,1.57,174276,15.82,1484212,23605,0.8457,27.91,0.3618,20667,5.515,425197,1.897,140233,9.441,759371,20,10.91,5.1
24/07/2018,208.2,15842171,148368,161.2,12080923,0.7848,0.001112,83.39,508.6,0.7708,0.6598,2339,5.226,445915,535.5,0.7393,66896,7.74,642333,12881,0.8606,14.97,0.427,25785,5.569,340448,2.233,139724,16.19,1202071,23.8,16.22,8.1
25/07/2018,205.7,15520883,157489,170.9,12470451,0.7717,0.001093,78.81,2540,0.7933,3.201,1056,2.358,208632,0,0,0,9.028,751761,12068,0.9164,13.17,0.1176,6880,5.079,330583,2.078,138931,11.48,794093,23.7,16.89,12
26/07/2018,209.9,17285196,161536,175.4,14490200,0.7991,0.001132,91.77,2880,0.8154,3.532,1005,2.244,248787,829.1,1.145,112767,8.993,818124,16057,0.9093,17.66,0.4064,23970,5.395,347014,1.975,129600,5.986,478237,22.4,14.93,8.4
27/07/2018,208.4,16490527,147946,160.5,12465870,0.7413,0.00105,80.23,14.17,0.7894,0.01794,784.8,1.753,163439,919.4,1.269,116905,9.499,834545,24116,0.9322,25.87,0.2578,14765,5.279,298897,1.967,123359,7.735,584420,20.9,12.59,7.1
28/07/2018,196.1,13740381,143919,156.1,10644238,0.7721,0.001094,73.57,10.32,0.8497,0.01215,0.996,0.001695,117.7,471.3,0.6508,63779,8.017,630110,25676,0.9904,25.93,0.1821,9495,3.909,244669,1.217,73582,4.247,268882,20.7,13.49,8.1
29/07/2018,182.4,10394742,120269,130.3,7586787,0.7549,0.001069,60.5,16.48,0.7953,0.02072,0.8712,0.001482,84.86,0,0,0,3.976,268429,27237,0.9195,29.62,0.1473,7315,4.574,242747,1.651,87968,16.89,965464,24.3,17.53,12.1
30/07/2018,205.9,14459124,139637,151.6,11247304,0.8445,0.001196,88.82,138.9,0.7497,0.1853,870.6,1.945,159954,494.3,0.6825,61429,11.03,959728,20396,0.9101,22.41,0.2944,14380,5.88,342375,2.317,136455,15.82,1127546,24.2,15.45,9.6
31/07/2018,212.4,15828020,139520,151.2,12149203,0.8379,0.001187,92.8,4.019,0.7733,0.005198,2510,5.607,482029,1260,1.739,198326,9.448,1142538,24135,0.8988,26.85,0.1681,8499,5.605,292863,2.063,116458,15.68,1208274,21.2,12.87,7.3
01/08/2018,205.7,16728482,147779,160.3,13125330,14.07,0.01993,1317,2335,0.7777,3.002,2105,4.702,457521,294.9,0.4072,68614,9.764,981364,19398,0.9098,21.32,0.1099,5892,5.736,350397,2.291,141865,10,714061,21.2,15.45,11.3
02/08/2018,208.9,16957704,144842,157.3,12934019,0.886,0.001255,98,142.6,0.8266,0.1725,2337,5.221,514377,1083,1.495,239977,8.951,912966,26029,0.9011,28.89,0.3078,17431,5.344,309222,2.327,132201,6.131,564549,21.3,13.99,8.8
03/08/2018,203.2,16288129,144206,156.6,12814863,0.7571,0.001072,85.73,566.5,0.7835,0.723,1018,2.273,220056,605,0.8353,106996,9.792,822817,16081,0.878,18.32,0.2328,16384,5.465,356402,1.49,100356,14.57,1185802,22.9,14.51,9
04/08/2018,189.8,12821611,126535,137.1,9011125,0.9596,0.001359,85.36,137.5,0.7882,0.1744,941.1,2.102,188031,573.5,0.7918,78348,8.077,614225,25004,0.9459,26.43,0.2453,12722,5.511,316392,2.118,120649,12.86,772934,21.5,16.27,11.2
05/08/2018,186.5,12776330,125573,135.9,9524304,0.9745,0.00138,89.49,282.7,0.7807,0.3621,829.5,1.853,218659,501.7,0.6928,103984,6.231,578169,28061,0.9045,31.02,0.2188,11112,5.945,292545,2.373,130554,10.06,687007,20.5,12.76,6.8
06/08/2018,211,19844633,135286,146.5,13269650,0.8473,0.0012,105.1,295.7,0.7608,0.3886,2694,6.018,626379,965.2,1.333,202498,11.87,1240198,22583,0.8928,25.3,0.2985,18756,3.272,277603,1.567,135647,19.09,1700851,19,15.49,11.4
07/08/2018,211.8,18036430,139412,151.1,12692510,0.9274,0.001314,107.7,553.9,0.7599,0.7289,2475,5.529,538583,555.4,0.7668,125351,10.41,1020025,20640,0.888,23.24,0.2738,15196,5.805,382593,2.239,151505,18.88,1564924,18.7,14.48,11.4
08/08/2018,213,24682360,128918,140.3,15330721,0.9233,0.001308,139.4,8.195,0.7958,0.0103,2677,5.98,806931,894.6,1.235,226466,12.15,1864754,31611,0.8944,35.34,0.3362,21008,5.241,381595,2.08,151566,15.85,1666152,19.1,12.3,8.5
09/08/2018,209.1,21374134,129544,141,14217484,59.19,0.08383,11508,4.556,0.8163,0.005581,2847,6.36,715250,1032,1.425,219109,12.63,1446711,33938,0.881,38.52,0.1822,12217,6.149,465112,2.418,189980,6.346,653482,20,14.24,8.8
10/08/2018,205.6,18736457,124886,135.9,11739327,32.4,0.04589,6712,9.092,0.7791,0.01167,3038,6.787,625818,1772,2.447,235396,9.808,1036645,33020,0.9019,36.61,0.642,42236,6.232,409490,2.483,161610,11.09,949038,22.5,13.38,7.4
11/08/2018,185,14482508,117017,127.2,9962601,0.7548,0.001069,82.41,0,0,0,1.03,0.001753,138.9,272.7,0.3765,36473,8.267,705999,28766,0.9847,29.21,0.3992,24925,5.688,364149,2.058,137047,17.77,1356804,25,17.35,10.9
12/08/2018,192,12962464,118264,128.1,8437854,0.8588,0.001216,77.56,0,0,0,921.6,2.059,170877,522.3,0.7211,65186,6.621,477764,32433,0.9401,34.5,1.908,110425,6.039,328306,2.248,121303,16.86,1087734,25.3,15.79,9.9
13/08/2018,209.3,19206471,128600,139.9,12625611,0.8524,0.001207,106.6,5.145,0.7649,0.006727,1375,3.071,381334,1230,1.698,237532,11.98,1284964,31490,0.888,35.46,1.04,65194,6.472,463615,2.002,147639,15.17,1339313,20.4,12.29,8.3
14/08/2018,206,19890895,122470,133.2,12841113,0.8947,0.001267,119,0,0,0,2947,6.585,710087,1410,1.946,246156,11.33,1235650,33268,0.8663,38.4,0.6328,39377,6.929,469796,2.484,173015,12.09,1163680,21.6,13.95,9
15/08/2018,199.1,16513297,122039,132.7,10692537,0.789,0.001118,88.7,0,0,0,944.1,2.108,202215,868.9,1.2,112618,9.338,859855,30643,0.877,34.94,0.589,33625,6.821,435406,2.299,144532,16.49,1322282,24.8,16.07,11.5
16/08/2018,197.1,19166221,124141,135.1,12763555,0.7846,0.001111,104.4,676.8,0.7029,0.963,1084,2.421,288024,1013,1.398,182685,13.87,1481513,25177,0.883,28.51,1.105,78508,6.624,576302,2.324,201183,14.56,1315974,24.9,19.06,14.3
17/08/2018,204.6,18287336,124263,135.2,11624520,0.8792,0.001245,108.7,0,0,0,2783,6.218,577368,1410,1.947,210384,14.43,1409105,31395,0.8857,35.45,0.5907,37201,6.587,482162,2.168,155493,9.283,746571,21.8,13.93,7.6
18/08/2018,194.5,13683793,118344,128.7,8996491,0.8099,0.001147,78.69,0,0,0,0.9944,0.001692,121.5,525.5,0.7255,74448,6.618,512224,33369,0.9066,36.81,1.491,89934,6.051,341407,2.124,127745,19.36,1352629,22.2,13.64,9.1
19/08/2018,196.6,15660004,115624,125.7,9688600,29.27,0.04145,6750,0,0,0,984,2.198,271033,846.1,1.168,183987,7.5,917325,32730,0.8889,36.82,1.487,83850,6.55,344720,2.141,124114,20.8,1520097,22,13.13,9.1
20/08/2018,214.3,24446988,132554,144.3,15484292,50.61,0.07169,15285,752,0.7362,1.022,2878,6.362,822099,1327,1.833,332744,15.03,1897529,28831,0.8601,33.52,0.6911,46476,7.298,581250,2.574,210723,11.88,1312867,15.8,11.26,7.7
21/08/2018,215.7,25314935,137697,149.9,16119287,29.3,0.0415,5268,2592,0.7004,3.701,3249,7.258,872643,1265,1.747,351681,15.94,2082352,20700,0.8574,24.14,0.5859,36471,6.637,501699,2.19,166030,18.34,1975648,17.8,11.45,7.8
22/08/2018,210.6,21398497,152091,165.7,16828408,0.9324,0.001321,128.5,3198,0.7894,4.051,3305,7.315,848082,1075,1.485,246706,13.28,1598350,17300,0.9033,19.15,0.5573,35377,5.844,447722,2.058,165501,5.719,508605,18,13.17,9.1
23/08/2018,210.9,20095603,150188,163.7,15828604,48.16,0.06821,11661,85.25,0.8125,0.1049,2803,6.195,726067,1039,1.435,252536,9.787,1141002,21992,0.9232,23.82,0.8433,53444,5.263,409114,2.306,181565,3.754,362839,19.5,12.09,7.4
24/08/2018,204.5,20071583,143852,157.1,14467023,0.8111,0.001149,105,343.8,0.7924,0.4339,2514,5.617,591852,827.7,1.143,153344,12.8,1337481,18136,0.9323,19.45,0.8234,54976,5.346,418672,2.269,181559,6.756,653562,17.3,13.2,10.8
25/08/2018,192.4,22171314,132518,144.6,17258092,0.8334,0.00118,140.5,1717,0.7405,2.319,1457,3.254,458761,1547,2.135,322534,17.06,2227432,18635,0.9259,20.13,0,0,3.564,375816,1.311,154144,6.467,716186,19,14.99,10.6
26/08/2018,192.6,22409004,131460,143.2,16267802,37.41,0.05299,9351,619,0.7817,0.7918,1270,2.807,376746,2284,3.153,452632,14.31,1756916,21287,0.9121,23.34,0.2908,31324,2.835,313765,1.549,181173,5.064,522978,17.5,13.43,10.7
27/08/2018,215.6,22463143,145263,158.3,16788598,43.39,0.06147,10947,418.8,0.8021,0.5221,2808,6.217,781708,3026,4.177,484756,13.19,1671845,22748,0.858,26.51,1.238,95717,4.348,367162,2.606,223659,5.214,571935,16.2,13.64,12.2
28/08/2018,215.7,26740820,140632,153,18172193,65.05,0.09214,18352,753.1,0.7829,0.9619,3551,7.831,1060507,2507,3.461,516783,14.49,2109607,27945,0.8723,32.04,0.8189,67093,6.626,587222,2.662,242329,3.147,407826,15.6,11.76,8.4
29/08/2018,215,28311967,139664,151.9,19298311,36.02,0.05102,12691,7.898,0.8206,0.009624,3282,7.307,1062123,884,1.221,259706,11.54,2307750,31065,0.8847,35.11,0,0,7.977,659731,2.739,245142,5.194,678415,17.6,10.23,5.1
30/08/2018,215.2,26595323,138292,150.6,17402017,93.8,0.1329,22753,0,0,0,3769,8.316,1028248,1642,2.267,340789,10.43,1735098,32688,0.8589,38.06,0.542,47782,7.288,703097,2.047,219317,2.642,279353,18.1,10.96,5.6
