date,au.nem.nsw1.demand.energy (GWh),au.nem.nsw1.demand.market_value (AUD),au.nem.nsw1.fuel_tech.coal_black.emissions (tCO2e),au.nem.nsw1.fuel_tech.coal_black.energy (GWh),au.nem.nsw1.fuel_tech.coal_black.market_value (AUD),au.nem.nsw1.fuel_tech.distillate.emissions (tCO2e),au.nem.nsw1.fuel_tech.distillate.energy (GWh),au.nem.nsw1.fuel_tech.distillate.market_value (AUD),au.nem.nsw1.fuel_tech.exports.emissions (tCO2e),au.nem.nsw1.fuel_tech.exports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.exports.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ccgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.market_value (AUD),au.nem.nsw1.fuel_tech.gas_ocgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ocgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ocgt.market_value (AUD),au.nem.nsw1.fuel_tech.hydro.energy (GWh),au.nem.nsw1.fuel_tech.hydro.market_value (AUD),au.nem.nsw1.fuel_tech.imports.emissions (tCO2e),au.nem.nsw1.fuel_tech.imports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.imports.energy (GWh),au.nem.nsw1.fuel_tech.pumps.energy (GWh),au.nem.nsw1.fuel_tech.pumps.market_value (AUD),au.nem.nsw1.fuel_tech.solar_rooftop.energy (GWh),au.nem.nsw1.fuel_tech.solar_rooftop.market_value (AUD),au.nem.nsw1.fuel_tech.solar_utility.energy (GWh),au.nem.nsw1.fuel_tech.solar_utility.market_value (AUD),au.nem.nsw1.fuel_tech.wind.energy (GWh),au.nem.nsw1.fuel_tech.wind.market_value (AUD),au.nem.nsw1.temperature_max (C),au.nem.nsw1.temperature_mean (C),au.nem.nsw1.temperature_min (C),au.nem.nsw1.fuel_tech.battery_charging.energy (GWh),au.nem.nsw1.fuel_tech.battery_charging.market_value (AUD),au.nem.nsw1.fuel_tech.battery_discharging.energy (GWh),au.nem.nsw1.fuel_tech.battery_discharging.market_value (AUD),au.nem.nsw1.fuel_tech.bioenergy_biogas.emissions (tCO2e),au.nem.nsw1.fuel_tech.bioenergy_biogas.energy (GWh),au.nem.nsw1.fuel_tech.bioenergy_biogas.market_value (AUD),Normalized Rooftop Solar (GWh),Normalized Utility Solar (GWh)
11/01/2020,176,8338109,136403,147.8,7006657,0,0,0,2250,0.8004,2.811,1.693,0.002881,138.3,0,0,0,3.311,154173,8864,0.8338,10.63,0.4584,21377,6.548,299208,6.116,277475,11.1,531902,23.1,21.05,19,0.0879,7867,0.04946,4246,0,0,0,0.403155821017779,0.37655788047415
12/01/2020,165.7,6969993,124356,134.6,5599412,0,0,0,2682,0.7872,3.406,1.581,0.00269,111.5,0,0,0,0.9801,40437,6918,0.848,8.158,0.6534,25653,6.324,244825,6.611,260512,18.9,788947,22.1,20.5,18.9,0.02244,1817,0.03293,2746,0,0,0,0.389364296291453,0.407034687347058
13/01/2020,180.2,8273565,141706,153.6,7005138,0,0,0,2896,0.8006,3.617,1.84,0.00313,137.8,0,0,0,0.653,27713,7307,0.8282,8.823,0.2775,11093,10.98,516029,6.517,306973,14.29,606134,29.1,23.15,17.2,0.02344,1872,0.03339,2650,0,0,0,0.676030988817228,0.401247172506546
14/01/2020,191.2,10120713,153030,166,8704086,0,0,0,3475,0.8112,4.283,2.035,0.003462,179.6,0,0,0,1.979,105112,7771,0.8329,9.33,0,0,11.21,609793,5.976,322682,12.24,626882,28.9,23.95,19,0.05101,3779,0.04078,4195,0,0,0,0.690191929384438,0.367938177520196
15/01/2020,196.6,10741442,158613,172.1,9218004,0,0,0,6608,0.8098,8.16,1355,3.027,184795,0,0,0,6.759,368948,7018,0.8364,8.391,0,0,10.1,569075,4.332,242454,10.25,510080,28.3,23.55,18.8,0.05776,3326,0.04503,4301,0,0,0,0.621849998820948,0.266718237118054
16/01/2020,197.1,9607671,149163,161.2,7610238,0,0,0,837.5,0.8299,1.009,2.268,0.003858,180.9,0,0,0,7.753,370469,11912,0.8592,13.87,0,0,7.077,327220,5.157,235855,10.11,462463,28.1,24.65,21.2,0.05906,3487,0.02394,1805,0,0,0,0.435725984322361,0.317512915239567
17/01/2020,186.7,7882522,140624,151.7,6212865,0,0,0,765.9,0.8103,0.9452,1.959,0.003333,131.1,0,0,0,7.251,310446,11109,0.8845,12.56,0,0,5.948,244435,6.056,246538,10.21,400789,22.2,20.3,18.4,0.0541,4075,0.05191,3951,0,0,0,0.366214236929406,0.372863722065313
18/01/2020,173.6,7934587,134927,145.3,6575858,0,0,0,7219,0.7838,9.211,1.862,0.003167,141,0,0,0,4.734,222319,9910,0.8038,12.33,0,0,6.276,263668,5.251,226200,15.36,680401,22.8,20.55,18.3,0.05054,3878,0.03539,2737,0,0,0,0.386408969564383,0.323300430080079
19/01/2020,170.3,10527377,124982,134.7,8194803,0,0,0,4620,0.8447,5.469,938.2,2.095,132955,2022,2.792,188013,8.204,531251,14693,0.8306,17.69,0,0,8.377,553368,4.397,282401,5.809,356111,26.6,22.65,18.7,0.001937,106.3,0.03028,1656,0,0,0,0.515766083180503,0.270720242060961
20/01/2020,196.9,14708760,128260,138.1,8989616,0,0,0,1359,0.6623,2.053,3822,8.444,564666,6467,8.776,606395,13.19,868382,13857,0.8972,15.45,0,0,10.5,783992,4.697,310870,10.37,680624,29.1,24.75,20.4,0.01603,440.8,0.01217,483.9,0,0,0,0.64647772154653,0.289191034105148
21/01/2020,199.5,10715070,155653,168.2,8947285,0,0,0,4163,0.7495,5.555,2871,6.413,351136,0,0,0,8.281,449308,4819,0.9752,4.942,2.675,128069,13.91,671708,6.428,328278,10.89,560035,31.9,25.75,19.6,0.01992,1013,0.01131,445,0,0,0,0.856429057782117,0.395767504200104
22/01/2020,217.2,13829906,148585,160.5,11140983,45.58,0.06456,5372,1183,0.7034,1.682,3342,7.409,555165,1527,2.109,258813,13.76,1396027,15755,0.8902,17.7,1.215,45555,14.11,851898,5.95,432700,11.51,837622,30.7,25.35,20,0.04333,1933,0.02362,1314,0,0,0,0.868742919144908,0.366337375543034
23/01/2020,248.2,67017048,163521,176.7,12809039,98.3,0.1392,12112,2302,0.7091,3.246,3764,8.129,642922,5788,7.661,920437,24.57,2022178,12538,0.877,14.3,0,0,11.14,2261499,3.95,300114,15.87,992164,41.2,31.95,22.7,0.06851,3271,0.0147,927.4,0,0,0,0.685882077907461,0.243198761915123
24/01/2020,218,13767455,153504,166.4,10339496,9.504,0.01346,627.5,858.9,0.7454,1.152,3462,7.714,499281,239.1,0.3301,27738,9.121,591041,19989,0.9441,21.17,1.129,61135,9.755,547245,6.497,384896,8.031,471429,28.5,25.7,22.9,0.05276,5316,0.06628,5493,0,0,0,0.600608587970133,0.400015786370267
25/01/2020,202.8,11765206,146087,158.4,9001040,0,0,0,139.2,0.8371,0.1663,2570,5.741,338065,0,0,0,6.836,406003,16989,0.951,17.86,2.708,141165,9.416,522119,6.506,361393,7.812,460768,29.1,25.7,22.3,0.05394,4519,0.04207,3622,0,0,0,0.579736592960202,0.400569910131593
26/01/2020,215.3,12685505,149497,161.9,9312922,0,0,0,760.1,0.7855,0.9677,2956,6.603,397758,0,0,0,7.648,476685,22542,0.9093,24.79,2.054,104542,12.05,659377,6.313,359834,9.112,518219,32.5,28.35,24.2,0.02674,2400,0.05351,4651,0,0,0,0.741910147108161,0.388687033916499
27/01/2020,210.4,13581501,142616,154.3,9348800,0,0,0,480.9,0.7958,0.6043,2742,6.124,399488,492.5,0.68,66390,7.507,551796,24807,0.9093,27.28,1.836,87118,12.08,771643,6.705,399858,8.493,498989,30.2,26.35,22.5,0.06807,5045,0.05478,6616,0,0,0,0.743757226312579,0.41282220218757
28/01/2020,236.4,21990391,155520,168.4,15050954,0,0,0,1809,0.819,2.208,2954,6.447,543897,884.2,1.221,204757,12.18,1443874,30148,0.8827,34.15,1.87,98557,11.33,1202735,6.708,707469,8.604,796285,31.3,27,22.7,0.04995,3661,0.0379,3112,0,0,0,0.697580246202113,0.413006910108012
29/01/2020,219.7,18199791,153445,166.1,13071825,11.15,0.0158,1373,303.5,0.7645,0.397,1708,3.815,333034,2136,2.938,332570,9.805,816001,20457,0.9362,21.85,3.929,230003,11.42,1142407,7.465,689036,8.248,586705,29,26.05,23.1,0.0412,3404,0.02906,2621,0,0,0,0.703121483815369,0.459614875366176
30/01/2020,228.6,49184336,148633,161,12822281,21.25,0.03009,2406,911.2,0.6871,1.326,3876,8.414,726576,4294,5.83,348398,13.9,513315,20809,0.8523,24.42,6.301,334728,13.1,2035324,7.488,977707,8.697,473402,30.1,25,19.9,0.05514,4497,0.04022,5693,0,0,0,0.806557919262814,0.461030969422897
31/01/2020,252.1,480150132,154783,167.9,267080091,237.9,0.337,1429772,714.4,0.6904,1.035,4483,9.744,17222584,7371,9.845,41839973,19.55,67012040,24758,0.8075,30.66,4.419,314510,13.4,27527883,6.68,16513119,8.008,5710207,32.4,27.7,23,0.1381,14785,0.0975,20135,0,0,0,0.825028711307,0.411282969517221
01/02/2020,263.6,54795672,158380,171.8,79727059,102.5,0.1452,231881,268,0.7217,0.3713,4638,10.07,4570368,6492,8.917,5991759,18.27,18674315,29370,0.8532,34.42,3.516,286406,12.89,2040556,6.431,3830052,13,4332013,36.4,30.05,23.7,0.1482,7998,0.1227,15175,0,0,0,0.782416663520409,0.390358538642339
02/02/2020,233.5,14812965,151564,164.2,10077349,0,0,0,772.9,0.8084,0.9561,3140,7.015,444521,472.6,0.6525,42267,8.536,524285,32383,0.8924,36.29,7.064,427523,10.31,658210,5.001,299984,12.82,782067,31.1,27.85,24.6,0.05078,3945,0.05964,4622,0,0,0,0.625811931799489,0.303558241603225
03/02/2020,213.5,10355925,150969,163.5,7998952,13.48,0.01909,1078,2167,0.7576,2.86,1626,3.633,179619,0,0,0,8.892,451042,16184,0.9098,17.79,2.315,90875,11.46,570523,6.833,352259,15.96,791406,31.7,26.95,22.2,0.06588,4607,0.06015,4668,0,0,0,0.695616366481294,0.414759741026761
04/02/2020,182.1,7648220,128502,138.9,5801538,15.12,0.02142,857.9,3364,0.7323,4.594,1.771,0.003014,124,0,0,0,7.286,306666,14173,0.988,14.35,1.012,43552,9.6,386506,6.761,264080,19.91,832282,23.7,20.95,18.2,0.07267,4016,0.05704,4237,0,0,0,0.582715280822027,0.410389376420596
05/02/2020,186.4,8621087,133185,144.1,6632974,0,0,0,710.4,0.7762,0.9152,2.53,0.004304,196.3,0,0,0,7.574,353713,14744,0.9357,15.76,1.057,42327,10.09,478044,4.262,202066,15.51,696550,27.4,22.65,17.9,0.0645,876.5,0.04504,2823,0,0,0,0.612458039947318,0.258701304881612
06/02/2020,190.6,9113873,135382,146.5,6974172,0,0,0,312.2,0.7742,0.4032,2.031,0.003456,159.8,105.6,0.1349,6688,7.175,352097,13738,0.9464,14.52,0.533,28172,5.129,265466,4.71,245613,17.95,827434,24.4,22.4,20.4,0.05375,1049,0.03428,1927,0,0,0,0.311327778680852,0.285894684653307
07/02/2020,189,8326985,141259,152.5,6723956,0,0,0,3164,0.7567,4.182,2.147,0.003654,156.4,0,0,0,7.644,349297,7758,0.9183,8.449,1.41,62515,5.093,236487,4.569,216278,20.23,854217,22.6,20.55,18.5,0.02798,1775,0.05388,3400,0,0,0,0.309142596377769,0.277336053966233
08/02/2020,178.9,5790337,120796,130,4161494,0,0,0,1500,0.7168,2.093,1.959,0.003334,103.1,0,0,0,5.024,169474,16851,0.896,18.81,3.919,132304,4.688,143383,2.883,91947,24.41,762202,23.8,21.35,18.9,0.07653,4387,0.04614,4978,0,0,0,0.28455929546809,0.174996682771865
09/02/2020,175.6,5828890,118041,127,4222308,24.06,0.03408,1375,1562,0.7429,2.103,2.15,0.003658,117.7,0,0,0,4.351,147970,19689,0.9286,21.2,1.656,48029,2.608,102966,2.63,102684,22.74,709928,21.9,20.5,19.1,0.07274,2949,0.05104,4436,0,0,0,0.158304317956651,0.159639707141868
10/02/2020,190.1,9447675,146957,158.5,7923695,0,0,0,1822,0.8126,2.242,921.2,2.056,117039,0,0,0,8.75,447961,6645,0.8846,7.511,0,0,9.091,481065,4.552,238393,11.14,515651,27.8,23.5,19.2,0.06324,4607,0.04219,3772,0,0,0,0.551819231036776,0.276304162323111
11/02/2020,200,12353855,154994,167.4,10252527,0,0,0,3424,0.8249,4.151,2.308,0.003926,232.3,0,0,0,7.956,559097,14141,0.8084,17.49,0.05017,1889,10.88,639839,4.855,308969,6.519,384770,30.8,25.7,20.6,0.04134,2371,0.06037,4398,0,0,0,0.660410651598297,0.294696113374056
12/02/2020,201.2,11231731,144949,156.4,9168995,0,0,0,170,0.7881,0.2157,2.695,0.004585,258.8,0,0,0,7.117,471958,15267,0.8379,18.22,0.5404,24549,7.725,413527,6.512,357514,13.21,775489,26.4,24.15,21.9,0.06788,3952,0.05206,4216,0,0,0,0.468903702536475,0.395275198824275
13/02/2020,204.6,15301538,146113,157.5,10448780,0,0,0,1951,0.7616,2.562,2.312,0.003934,253.9,2072,2.861,241261,10.22,726718,15358,0.8257,18.6,0.2776,13402,7.342,614302,5.115,375669,12.89,783625,26.3,23.9,21.5,0.06614,3273,0.04531,4652,0,0,0,0.445655790812013,0.310477985562986
14/02/2020,196,13028656,144955,156.4,10247389,0,0,0,2957,0.7876,3.754,2.04,0.003472,224,1295,1.788,125429,9.647,643874,17675,0.8409,21.02,1.065,55562,12.11,875351,6.592,484909,4.551,270262,27.8,24,20.2,0.06371,4402,0.03325,2656,0,0,0,0.735071046953619,0.400131159497792
15/02/2020,184.2,12030158,131907,142.5,8888599,0,0,0,326.4,0.7815,0.4176,1.996,0.003396,215.8,649.8,0.8972,87383,7.481,562993,19174,0.894,21.45,3.235,164867,11.09,611800,6.934,388757,5.539,361107,28.5,23.4,18.3,0.06332,6488,0.07332,7504,0,0,0,0.673157548366279,0.420890391377076
16/02/2020,181.2,10542044,126193,136.6,7468172,0,0,0,2352,0.7548,3.117,1422,3.177,201921,519.9,0.7179,54805,7.567,457809,16270,0.9488,17.15,3.237,160765,9.643,543353,6.611,374009,12.7,693716,27.7,23.95,20.2,0.0869,7063,0.09287,12564,0,0,0,0.585325359684042,0.401284450157752
17/02/2020,197.6,14172311,133871,145,10070349,0,0,0,630.1,0.7624,0.8266,3873,8.653,623165,523.8,0.7231,62412,8.225,620515,16076,0.8783,18.3,0.6985,32645,6.465,576416,6.113,482586,11.56,737596,26.1,23.4,20.7,0.1062,15843,0.09219,22560,0,0,0,0.392422321928584,0.371056094965109
18/02/2020,212.4,13780594,150199,162.9,9639628,0,0,0,2698,0.7598,3.55,3191,7.062,447128,1352,1.867,141646,13.39,884544,11950,0.8815,13.56,0.9974,43618,11.64,917003,5.742,377210,11.52,660639,30,25.15,20.3,0.1056,9710,0.05935,6484,0,0,0,0.706542277996707,0.348536577341675
19/02/2020,190.6,10885239,131654,143,7780913,0,0,0,3433,0.7323,4.688,88.55,0.1507,15164,2556,3.528,285959,8.879,652769,11987,0.9076,13.21,0.5438,21631,12.86,569258,7.308,342723,19.14,1004108,29.1,24.5,19.9,0.04564,2299,0.05361,4736,0,0,0,0.78059567826784,0.443592007525768
20/02/2020,183.4,12459238,118045,128.2,8367486,0,0,0,503.4,0.8047,0.6256,3037,6.786,457750,3892,5.374,399308,9.043,634941,20005,0.9081,22.03,0,0,12.85,790662,7.581,479570,5.276,327536,25.5,21.6,17.7,0.08401,4434,0.09257,12956,0,0,0,0.77998868318365,0.460162973324144
21/02/2020,185.9,9757220,137635,149.8,7717969,0,0,0,2891,0.7907,3.656,2704,6.04,321522,0,0,0,8.178,443348,8126,0.9529,8.527,0.4274,21488,9.812,517220,6.519,338186,10.63,537525,26.6,23.15,19.7,0.1124,10986,0.05652,8930,0,0,0,0.595583576606847,0.395700095383208
22/02/2020,175.2,7902520,123321,134.1,5993694,0,0,0,880,0.7406,1.188,1.762,0.002998,134.2,0,0,0,3.384,162861,12084,0.968,12.48,2.809,123691,7.452,302999,6.569,269645,20.03,898743,24.3,21.4,18.5,0.05723,4896,0.08429,8766,0,0,0,0.452332736738098,0.398735070804156
23/02/2020,172.3,8546855,129428,140.7,6969506,0,0,0,2670,0.7819,3.415,1114,2.488,137522,0,0,0,4.473,246744,8931,0.9005,9.918,1.417,64588,7.168,367363,4,200510,14.2,665384,25.9,22.65,19.4,0.09872,7767,0.06435,8158,0,0,0,0.435094076347113,0.242798033675844
24/02/2020,193.7,10497345,146070,158.9,8525020,0,0,0,4366,0.7855,5.559,3232,7.221,397494,0,0,0,8.318,481279,7809,0.8547,9.137,0,0,9.933,556950,6.298,348857,9.363,495989,28.4,23.75,19.1,0.02745,2714,0.0402,4361,0,0,0,0.602928217125541,0.382285504022617
25/02/2020,202.9,12656790,144628,157.4,9644723,0,0,0,844.2,0.8048,1.049,3462,7.735,493794,0,0,0,6.593,428610,15943,0.8474,18.81,0.1033,4887,11.88,848656,6.112,429409,7.324,393764,29.7,24.75,19.8,0.0643,6406,0.047,6115,0,0,0,0.721110160017258,0.37099539545669
26/02/2020,206.6,10131604,151851,165,8090252,0,0,0,863.4,0.8171,1.057,2350,5.25,270165,95.64,0.1222,4909,6.793,369732,9981,0.8987,11.11,0.675,26197,10.07,472599,5.423,258670,14.14,653251,32.2,26.95,21.7,0.04958,3893,0.03136,2399,0,0,0,0.611244049778938,0.329173434156026
27/02/2020,189.9,9356224,146337,158.7,7906398,0,0,0,1735,0.8416,2.061,1078,2.407,131498,0,0,0,5.603,296117,9383,0.8534,11,0,0,11.62,546195,6.385,302839,7.888,392306,27.2,23.65,20.1,0.07722,5014,0.04337,4183,0,0,0,0.705328287828328,0.387566361255067
28/02/2020,183.2,8667588,146462,158.4,7498708,0,0,0,4699,0.7897,5.95,1.906,0.003243,151.3,0,0,0,6.858,348267,6671,0.8326,8.012,0,0,14.42,653333,6.646,311815,9.418,433860,25.7,22.2,18.7,0.08325,7305,0.07586,6605,0,0,0,0.875286911401419,0.403408932952416
29/02/2020,174.9,8089300,145079,156.4,7256056,0,0,0,6242,0.8155,7.655,1.855,0.003156,145.3,0,0,0,3.813,207870,7018,0.8133,8.629,1.098,43550,12.51,512917,5.877,256301,8.009,327931,27.9,23.45,19,0.04426,3663,0.05536,5123,0,0,0,0.759350850321204,0.356731010978235
01/03/2020,182.6,8203084,132321,142.5,6281214,0,0,0,1308,0.8606,1.52,1167,2.606,151970,0,0,0,4.933,309279,16010,0.8237,19.44,0.6396,14503,14.16,560961,6.207,226239,8.452,366571,29.7,24.2,18.7,0.06479,5459,0.03944,3508,0,0,0,0.840406108446693,0.368389881011908
02/03/2020,210.4,13215141,146298,157.8,9473296,0,0,0,1027,0.7725,1.329,3646,8.101,507605,1539,2.124,189705,10.01,756973,13739,0.8351,16.45,0.4367,15451,12.77,853267,4.738,311030,12.56,672624,38,29,20,0.08398,4700,0.05585,4951,0,0,0,0.757908616162731,0.281203682331951
03/03/2020,192.9,9678358,150250,162.4,8052985,0,0,0,3918,0.7816,5.014,3529,7.884,399713,0,0,0,5.948,314187,5927,0.8758,6.768,0.4448,18603,4.519,231218,2.41,120393,12.71,616391,21.9,21.15,20.4,0.06712,4949,0.06802,8076,0,0,0,0.268205875993687,0.143035220434783
04/03/2020,194.4,10136875,149241,161.3,8391817,0,0,0,5996,0.7787,7.699,3422,7.646,408057,117.5,0.1501,7500,5.115,281045,6963,0.7956,8.752,1.137,51073,4.567,241957,1.735,90712,17.45,878887,25.6,22.1,18.6,0.0612,5065,0.041,4510,0,0,0,0.271054710259608,0.102973488570269
05/03/2020,196.8,10881180,151124,163.8,8658701,0,0,0,3906,0.7796,5.011,1428,3.19,175137,563.4,0.7363,42442,7.091,394575,7786,0.8005,9.727,1.139,46430,3.15,174066,1.728,92278,15.67,786519,22.8,21.35,19.9,0.07327,4823,0.06181,6360,0,0,0,0.186954748701065,0.102558033573156
06/03/2020,191.1,11242608,142969,154.7,8762361,0,0,0,1827,0.8035,2.273,2.203,0.003748,209.3,221.9,0.3064,19881,9.01,552056,12716,0.9331,13.63,0,0,9.821,493076,5.942,312877,9.928,545184,27.6,24.15,20.7,0.06187,5699,0.03653,4400,0,0,0,0.58288336095021,0.35266194183547
07/03/2020,170.3,7406925,125832,136,5861896,0,0,0,6472,0.7835,8.261,1.787,0.003041,129.8,0,0,0,2.368,106609,19763,0.9691,20.39,1.199,52070,9.361,402054,6.802,299532,13.14,563884,24.9,22.15,19.4,0.0568,5552,0.08397,11877,0,0,0,0.555582032568467,0.403703555766554
08/03/2020,162.7,5808090,105397,114,4058896,0,0,0,1309,0.7846,1.668,1.846,0.003141,108.3,0,0,0,1.366,57263,24675,0.9231,26.73,0,0,8.877,331942,6.042,227091,16.33,551311,23.2,19.9,16.6,0.1329,11834,0.1072,22862,0,0,0,0.526856287053764,0.358597013222805
09/03/2020,177.6,7391568,123284,133.4,5447361,0,0,0,1083,0.7835,1.382,1.966,0.003344,133.3,0,0,0,2.686,121446,21252,0.9653,22.02,0,0,8.274,350137,5.355,223743,15.71,620806,22.2,19.45,16.7,0.03741,2890,0.03182,3240,0,0,0,0.491067806588131,0.317823072791811
10/03/2020,178.5,8721523,133438,144.6,7128378,0,0,0,394.7,0.7792,0.5065,1.883,0.003205,153.6,0,0,0,5.85,322303,9495,0.9169,10.36,0,0,10.75,487100,5.945,273149,12.45,592624,23.6,20.1,16.6,0.06273,5575,0.04375,3917,0,0,0,0.638020174138556,0.35283999397709
11/03/2020,179.2,7855913,133151,144.5,6406615,0,0,0,1756,0.7652,2.295,2.255,0.003836,165,0,0,0,4.231,208343,11264,0.8999,12.52,0,0,12.02,506156,6.547,286871,13.67,594299,26,20.7,15.4,0.09578,8095,0.05321,4757,0,0,0,0.713395580757715,0.388569123728849
12/03/2020,181.2,7676050,126349,137.3,5769671,0,0,0,2713,0.7778,3.488,1291,2.884,133205,106,0.1354,3802,3.748,178153,17687,0.8374,21.12,0,0,12.11,480422,6.563,264235,13.13,527709,26.6,21.8,17,0.06671,4728,0.05318,4741,0,0,0,0.718737145006317,0.389518735150822
13/03/2020,177.8,7524102,121191,131.7,5489426,0,0,0,1590,0.7478,2.126,1.957,0.00333,136,0,0,0,5.679,249828,19431,0.8149,23.84,0.09707,3585,13.46,549088,6.434,264840,12.34,492743,26.5,20.8,15.1,0.09208,7032,0.0867,11972,0,0,0,0.798860608735345,0.38186249306116
14/03/2020,172,6782144,104562,113.5,4543425,0,0,0,61.82,0.7592,0.08142,1.58,0.002689,107.3,0,0,0,3.928,160088,28304,0.8204,34.5,1.175,45124,5.62,215425,5.847,225739,14.42,573100,17.9,17.5,17.1,0.07891,5114,0.06504,6218,0,0,0,0.33355101196825,0.347023624017501
15/03/2020,162.4,5658458,97779,106.2,3838893,0,0,0,122.5,0.7588,0.1615,1.53,0.002604,90.07,0,0,0,3.386,148963,26740,0.856,31.24,0.08628,3183,9.972,222878,6.913,167247,14.98,494928,20.3,16.65,13,0.07271,7104,0.05026,5430,0,0,0,0.591845318745086,0.410291485006496
16/03/2020,179.6,7866093,125188,136.2,5922575,0,0,0,4947,0.7531,6.569,1.867,0.003176,135.2,0,0,0,6.16,277395,18797,0.8068,23.3,0,0,9.632,405374,5.786,240690,14.79,627855,22.5,19.1,15.7,0.05232,5969,0.09498,15691,0,0,0,0.571666076028146,0.343403230471226
17/03/2020,179.4,9495462,114787,124.8,6516100,0,0,0,521.7,0.8079,0.6458,17.37,0.02955,2339,1510,2.085,160384,8.677,482597,24826,0.8076,30.74,0.1674,7913,10.37,627606,5.986,346850,7.838,352824,23.9,19.35,14.8,0.06688,6200,0.04081,4180,0,0,0,0.615466902866681,0.355273373245897
18/03/2020,177.6,8592682,118083,128.4,6089384,0,0,0,3362,0.7581,4.435,1421,3.174,188423,582.4,0.7442,33257,6.894,352645,23650,0.8059,29.35,0.2121,6414,13.7,617181,6.07,277314,7.658,331740,25.8,20.2,14.6,0.09133,6440,0.0684,6942,0,0,0,0.81310478006495,0.360258833211259
19/03/2020,186.7,8797879,127610,138.3,6346075,0,0,0,1470,0.7819,1.881,1508,3.345,170913,760,0.9712,42489,8.357,406450,21671,0.7984,27.14,0.02545,1069,13.21,616312,6,275658,4.547,198247,32,23.9,15.8,0.07524,2400,0.04147,5027,0,0,0,0.784022930267006,0.356104283240124
20/03/2020,196.5,8594658,123600,133.8,5872571,0,0,0,647.5,0.7491,0.8644,2949,6.588,295545,72.6,0.09277,3568,10.42,494113,19705,0.8437,23.36,0.495,16702,13.17,565431,6.326,270843,16.99,734882,34.7,26.45,18.2,0.07422,6959,0.07837,12374,0,0,0,0.781648901712072,0.375452615962837
21/03/2020,170.1,8241807,123669,133.8,6382286,0,0,0,1505,0.8,1.881,1.85,0.003148,149,0,0,0,5.905,307551,18752,0.8348,22.46,0.7552,31668,11.87,510693,6.142,277891,3.915,176847,27.6,22.85,18.1,0.1088,6989,0.0945,11722,0,0,0,0.704492973676712,0.36453208461014
22/03/2020,168.4,6857471,110949,120,4964591,0,0,0,99.77,0.8329,0.1198,1.804,0.00307,126.4,0,0,0,6.049,286463,23685,0.8666,27.33,2.867,89119,12.68,409246,6.023,198154,9.313,369432,29.6,23.8,18,0.06718,7595,0.06486,9247,0,0,0,0.752567051914129,0.357469349659211
23/03/2020,176.2,7958426,119469,129.2,5857415,0,0,0,615.3,0.7272,0.8461,1.911,0.003252,145.3,0,0,0,9.339,443825,14824,0.8531,17.38,0.2132,9168,9.217,405440,6.086,268712,15.18,684555,23,20.55,18.1,0.05272,5162,0.05397,5982,0,0,0,0.547035529770704,0.361208444633233
24/03/2020,178.8,8057266,126791,137.1,6102001,0,0,0,685.4,0.7777,0.8813,628.8,1.404,60974,119.8,0.153,6149,8.126,376956,14857,0.8003,18.56,0.929,35308,7.393,335738,3.593,161571,10.8,459691,22.4,19.4,16.4,0.04236,3496,0.02927,3074,0,0,0,0.438779827665706,0.213247114946961
25/03/2020,177.9,8223087,120913,130.7,5996359,0,0,0,86.87,0.8158,0.1065,2.426,0.004128,190,0,0,0,9.378,444726,20884,0.8315,25.12,0,0,7.306,332623,4.119,192029,8.769,396608,25.6,21.5,17.4,0.08976,8331,0.04509,4696,0,0,0,0.433616315558724,0.244465590444345
26/03/2020,177.5,8111121,121443,131.3,6010806,0,0,0,912.5,0.7835,1.165,1.986,0.003379,152.2,0,0,0,9.075,434491,17876,0.8103,22.06,0,0,7.01,312633,4.821,218538,11.51,522790,22.4,19.65,16.9,0.06922,7077,0.02168,2607,0,0,0,0.416048504252212,0.28612979158344
27/03/2020,172,8106094,118481,128,5957377,0,0,0,3665,0.7449,4.92,1.874,0.003189,147.1,98.73,0.1262,5429,10.27,492635,15806,0.7875,20.07,0,0,8.848,399122,5.121,231292,13.56,630987,23.9,20.65,17.4,0.05787,6759,0.1005,17869,0,0,0,0.525135116351436,0.303935005745446
28/03/2020,161.4,7395198,112228,121.1,5548582,0,0,0,3852,0.782,4.926,1.623,0.002761,126.3,0,0,0,5.528,285188,18530,0.7943,23.33,0,0,9.377,339578,5.394,208358,11.04,509712,26.2,20.6,15,0.03754,4361,0.03254,3975,0,0,0,0.556531643990441,0.320137750632872
29/03/2020,159.9,6900142,109943,118.7,5134698,0,0,0,1898,0.7865,2.413,1440,3.216,160354,0,0,0,5.47,268019,17331,0.7801,22.22,0.726,33909,9.157,402194,4.093,183463,8.769,338036,26,21.2,16.4,0.1094,11136,0.0826,17974,0,0,0,0.543474486938303,0.242922471883638
