date,au.nem.nsw1.demand.energy (GWh),au.nem.nsw1.demand.market_value (AUD),au.nem.nsw1.fuel_tech.coal_black.emissions (tCO2e),au.nem.nsw1.fuel_tech.coal_black.energy (GWh),au.nem.nsw1.fuel_tech.coal_black.market_value (AUD),au.nem.nsw1.fuel_tech.distillate.emissions (tCO2e),au.nem.nsw1.fuel_tech.distillate.energy (GWh),au.nem.nsw1.fuel_tech.distillate.market_value (AUD),au.nem.nsw1.fuel_tech.exports.emissions (tCO2e),au.nem.nsw1.fuel_tech.exports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.exports.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ccgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.market_value (AUD),au.nem.nsw1.fuel_tech.gas_ocgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ocgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ocgt.market_value (AUD),au.nem.nsw1.fuel_tech.hydro.energy (GWh),au.nem.nsw1.fuel_tech.hydro.market_value (AUD),au.nem.nsw1.fuel_tech.imports.emissions (tCO2e),au.nem.nsw1.fuel_tech.imports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.imports.energy (GWh),au.nem.nsw1.fuel_tech.pumps.energy (GWh),au.nem.nsw1.fuel_tech.pumps.market_value (AUD),au.nem.nsw1.fuel_tech.solar_rooftop.energy (GWh),au.nem.nsw1.fuel_tech.solar_rooftop.market_value (AUD),au.nem.nsw1.fuel_tech.solar_utility.energy (GWh),au.nem.nsw1.fuel_tech.solar_utility.market_value (AUD),au.nem.nsw1.fuel_tech.wind.energy (GWh),au.nem.nsw1.fuel_tech.wind.market_value (AUD),au.nem.nsw1.temperature_max (C),au.nem.nsw1.temperature_mean (C),au.nem.nsw1.temperature_min (C),au.nem.nsw1.fuel_tech.battery_charging.energy (GWh),au.nem.nsw1.fuel_tech.battery_charging.market_value (AUD),au.nem.nsw1.fuel_tech.battery_discharging.energy (GWh),au.nem.nsw1.fuel_tech.battery_discharging.market_value (AUD),au.nem.nsw1.fuel_tech.bioenergy_biogas.emissions (tCO2e),au.nem.nsw1.fuel_tech.bioenergy_biogas.energy (GWh),au.nem.nsw1.fuel_tech.bioenergy_biogas.market_value (AUD),Normalized Rooftop Solar (GWh),Normalized Utility Solar (GWh)
01/01/2019,206.8,16853924,158996,172.1,13683734,0,0,0,382.5,0.863,0.4432,1190,2.657,263446,0,0,0,2.78,242184,17557,0.8966,19.58,6.327,379335,10.37,862319,5.089,410359,5.171,399786,31.4,26.55,21.7,0,0,0,0,0,0,0,0.900168610174388,0.4417510180499
02/01/2019,214.7,20349756,164134,177.7,16372073,0,0,0,271.5,0.8442,0.3215,1295,2.892,305575,0,0,0,1.872,174622,17822,0.8824,20.2,2.829,172023,9.131,984044,4.959,532045,7.516,647088,29.7,25.4,21.1,0,0,0,0,0,0,0,0.792617124349309,0.43046635852023
03/01/2019,210.8,20346239,169614,183.8,17030539,0,0,0,3810,0.839,4.541,1925,4.3,457619,1403,1.938,219280,1.93,182393,11070,0.8738,12.67,2.669,178640,9.085,997212,4.803,489999,6.068,513940,28.5,24.75,21,0,0,0,0,0,0,0,0.788624090977272,0.416924767084627
04/01/2019,224.8,24711817,165666,179.4,18763741,0,0,0,1687,0.802,2.103,1622,3.506,496327,2161,2.984,378656,5.121,631422,19471,0.8564,22.74,1.9,95202,10.37,1633716,5.071,655982,8.158,739552,31.4,25.95,20.5,0,0,0,0,0,0,0,0.900168610174388,0.440188526730407
05/01/2019,209.8,20028393,151333,163.9,15020060,0.3137,0.0004444,40.93,979.2,0.8489,1.154,3.051,0.005192,470.1,4077,5.629,568132,1.676,152896,20198,0.8933,22.61,1.42,108612,8.175,912278,3.337,348688,13.87,1244209,37.4,29.7,22,0,0,0,0,0,0,0,0.709631474269588,0.28966852961928
06/01/2019,175,11330309,138069,149.3,9540300,0.3689,0.0005225,33.01,2870,0.8029,3.575,1.749,0.002975,190.4,0,0,0,1.653,105357,11308,0.9524,11.87,6.542,413400,5.409,329194,5.39,336974,10.43,671785,22.1,20,17.9,0,0,0,0,0,0,0,0.469528641507547,0.467879345114749
07/01/2019,191,13543331,159491,172.5,12197394,0.2618,0.0003708,24.86,5467,0.8194,6.672,1.89,0.003215,223.9,0,0,0,1.427,100147,4111,0.8902,4.618,2.858,171952,4.895,365672,4.299,319067,14.93,1023380,23.7,20.95,18.2,0,0,0,0,0,0,0,0.424910833828701,0.373175010138833
08/01/2019,208.1,19443483,173269,187.6,16946349,0.2339,0.0003312,28.7,4564,0.8449,5.402,1327,2.964,298523,148.4,0.1897,15196,2.635,268901,6858,0.8804,7.79,1.256,86051,8.211,919196,2.625,263485,9.86,846964,29.3,25,20.7,0,0,0,0,0,0,0,0.712756456908573,0.227863317426014
09/01/2019,207.9,18588590,176155,190.8,16819686,0.237,0.0003356,27.75,2917,0.8679,3.362,2.994,0.005094,437.5,0,0,0,2.595,264588,7783,0.913,8.525,1.546,100662,8.559,856561,2.891,293043,6.61,550035,30,25.25,20.5,0,0,0,0,0,0,0,0.742964622418764,0.250953466925184
10/01/2019,197.6,16087710,171925,186.1,14774222,0.2946,0.0004173,32.25,5237,0.8392,6.24,2.174,0.0037,288.7,0,0,0,1.472,123532,2594,0.9542,2.718,1.763,108228,5.733,560488,4.594,423121,9.069,675919,22.4,21.5,20.6,0,0,0,0,0,0,0,0.497653485258415,0.398782506763851
11/01/2019,202.7,16927515,166590,180.4,14882457,0.2353,0.0003333,23.29,5827,0.8278,7.04,587.3,1.311,111144,0,0,0,2.083,192443,7445,0.866,8.597,1.709,92819,7.276,800955,4.659,456415,12.85,914560,27.7,23.9,20.1,0,0,0,0,0,0,0,0.631593713368259,0.404424836528686
12/01/2019,206.2,18929523,152973,165.7,14540896,0.01423,0.00002015,1.305,2764,0.8146,3.393,1998,4.463,502545,1349,1.862,229513,4.669,545302,15331,0.8575,17.88,1.923,108844,10.41,1112304,5.266,517394,9.952,725511,29.6,25.1,20.6,0,0,0,0,0,0,0,0.903640813106594,0.457115516024911
13/01/2019,195.6,13417410,146712,159,10882424,0.2034,0.0002881,17.04,2349,0.8114,2.895,1.983,0.003374,222.4,0,0,0,1.538,121178,14900,0.8669,17.19,7.628,411887,8.64,541312,5.199,325400,15.9,1091817,27.7,24.5,21.3,0,0,0,0,0,0,0,0.749995833356481,0.451299576113466
14/01/2019,223.5,34749008,167433,181.6,27441536,55.49,0.0786,17037,3334,0.8121,4.106,2541,5.549,1078958,2709,3.74,810375,1.841,339889,16999,0.8302,20.48,1.991,142437,10.14,2000922,5.076,982592,9.323,1126779,29,25.2,21.4,0,0,0,0,0,0,0,0.880203443314204,0.440622552096933
15/01/2019,243.4,48728194,174261,188.7,34457430,0.02411,0.00003415,4.064,2860,0.8436,3.39,3368,7.207,1617303,4309,5.949,1681061,7.387,1951441,20604,0.825,24.98,1.038,77515,10.41,2744046,4.421,1102031,8.244,1692708,29.7,25.9,22.1,0,0,0,0,0,0,0,0.903640813106594,0.383765229082061
16/01/2019,252.4,46581034,184353,200,36490644,0.05637,0.00007984,14.49,3208,0.8363,3.835,3446,7.426,1579891,6060,8.175,1948006,7.365,1749723,20192,0.8247,24.48,2.716,316480,10.11,2481829,4.663,1122438,4.355,699466,30.7,26.25,21.8,0,0,0,0,0,0,0,0.877599291115049,0.404772056821907
17/01/2019,253.9,43937206,184243,199.9,33116484,0.01864,0.0000264,3.151,2045,0.8484,2.411,1536,3.22,606801,4125,5.606,1382351,6.807,1573728,23847,0.8271,28.83,1.465,155435,10.49,2082541,4.689,932785,7.392,1091013,29.5,25.95,22.4,0,0,0,0,0,0,0,0.910585218971006,0.40702898872784
18/01/2019,256.6,36134758,187705,203.5,27799471,11.3,0.01601,2007,1794,0.8431,2.127,446.4,0.7595,130251,2999,4.141,704654,10.4,1709768,23746,0.8655,27.44,2.411,285918,10.33,1693128,3.767,598898,8.631,1187648,31.7,27.15,22.6,0,0,0,0,0,0,0,0.896696407242182,0.326994711140494
19/01/2019,209.5,17027919,168325,182.3,14432015,0.1135,0.0001607,13.28,1308,0.8264,1.583,3.195,0.005436,427.3,0,0,0,1.503,118707,14628,0.9145,16,3.932,290328,6.663,582545,4.35,372139,6.996,535036,26.2,24.75,23.3,0,0,0,0,0,0,0,0.578382203432203,0.377602068877395
20/01/2019,199.6,14530197,164383,178,12713557,0.1445,0.0002046,11.78,2616,0.8394,3.117,2.381,0.00405,265.1,0,0,0,1.497,103756,9894,0.9325,10.61,10.92,669187,6.058,488868,3.811,299250,8.925,595179,26.8,23.75,20.7,0,0,0,0,0,0,0,0.525865134082588,0.33081413436592
21/01/2019,217.5,23871882,182487,197.8,21119912,0.1246,0.0001765,16.91,4799,0.8537,5.621,2.198,0.003739,386.5,0,0,0,1.283,133105,10019,0.8246,12.15,2.402,178608,6.337,785466,4.515,569093,7.615,744462,26.7,24.1,21.5,0,0,0,0,0,0,0,0.550083749534725,0.391924905972745
22/01/2019,237.3,37044193,186096,201.8,29822195,0.01364,0.00001932,1.686,1645,0.8517,1.932,372.3,0.6334,143418,3025,4.177,973935,4.314,796957,14658,0.8117,18.06,1.725,148144,9.668,1807970,4.778,906685,5.628,798787,29.6,25.65,21.7,0,0,0,0,0,0,0,0.839231448714174,0.414754640251999
23/01/2019,227.4,28571536,184862,200.4,24468071,0.04139,0.00005863,6.417,2467,0.8382,2.943,294.1,0.546,97615,913.2,1.261,153473,2,193406,10765,0.8108,13.28,1.592,156227,8.59,1490737,4.314,688513,8.848,977197,29.4,25.55,21.7,0,0,0,0,0,0,0,0.745655579691224,0.37447708623841
24/01/2019,219.7,23485121,180139,195.7,19764686,0.01538,0.00002178,1.728,4712,0.8377,5.625,390.1,0.7197,77741,2352,3.103,373715,3.151,345952,6564,0.8096,8.108,1.5,126726,7.546,932116,4.92,548135,8.137,754532,27.8,24.7,21.6,0,0,0,0,0,0,0,0.655031083160649,0.42708096066133
25/01/2019,249.8,40537376,184652,200.6,32144207,0.002642,0.000003743,0.376,1654,0.8233,2.009,563.3,0.9584,231951,4053,5.572,1371509,10.07,2459933,17288,0.7983,21.66,2.254,179702,10.4,1888063,4.7,920165,7.53,1046125,30.7,26.3,21.9,0,0,0,0,0,0,0,0.902772762373542,0.407983844534197
26/01/2019,239.2,26529076,182837,198.6,21345702,0,0,0,797,0.8212,0.9705,102.1,0.1737,30203,2849,3.934,634803,1.018,134415,18325,0.816,22.46,3.838,258970,9.933,1316008,4.106,536398,10.12,1009605,34.6,28.65,22.7,0,0,0,0,0,0,0,0.862234793140038,0.356421630990939
27/01/2019,220.6,20280970,165954,180.1,15943717,0,0,0,948.8,0.8119,1.169,3.187,0.005423,475.9,997.6,1.377,142731,2.309,221297,23943,0.8461,28.3,5.192,362707,8.857,940463,2.726,251789,7.053,586281,34.1,28.5,22.9,0,0,0,0,0,0,0,0.768832534263699,0.236630629829834
28/01/2019,208.6,27160017,164596,178.7,23224392,0,0,0,1719,0.8411,2.043,3.206,0.005456,676.5,457.2,0.6313,160355,0.9795,120479,16360,0.8484,19.28,4.524,380720,7.027,1017409,2.785,401490,8.524,1020516,30.3,26.45,22.6,0,0,0,0,0,0,0,0.609979250115277,0.241752129154838
29/01/2019,242.5,95799353,175838,191,86365032,77.5,0.1098,70890,2265,0.7925,2.858,521.7,0.8877,867918,4353,6.011,5086197,10.55,13564399,19335,0.8217,23.53,1.7,128250,9.936,5472765,4.056,3161956,9.416,3084769,30.4,26.35,22.3,0,0,0,0,0,0,0,0.862495208359954,0.352081377325682
30/01/2019,242.1,40698416,176867,192,30889722,73.08,0.1035,23363,1783,0.7996,2.23,498.7,0.8485,208289,5662,7.647,1714258,6.008,1303818,20830,0.8315,25.05,1.614,133606,7.388,1723610,2.992,689380,10.02,1513717,28.6,25.45,22.3,0,0,0,0,0,0,0,0.641315881578436,0.259720779329004
31/01/2019,244.5,41754890,180358,195.9,24022430,88.11,0.1248,22437,1130,0.8322,1.358,157.4,0.2679,49260,2319,3.202,534718,8.303,1387559,15692,0.822,19.09,2.204,179621,8.789,1200449,4.369,645472,14.85,1733196,39.7,31.05,22.4,0,0,0,0,0.01909,0.00106,94.24,0.762929789278949,0.379251365270193
01/02/2019,197.8,16277779,165028,178.7,14586496,0.1591,0.0002254,18.25,4432,0.8131,5.451,2.77,0.004714,384.8,0,0,0,0.2245,18156,2899,0.8571,3.382,1.985,150669,4.751,407476,4.347,376879,16.75,1359061,22.2,20.15,18.1,0,0,0,0,3.635,0.2019,29715,0.397180096553804,0.363405994468404
02/02/2019,196.2,14655634,162045,175.7,13056304,0.2073,0.0002937,20.58,3624,0.8028,4.514,1.818,0.003093,226.7,0,0,0,0.3585,25978,7051,0.8545,8.252,6.682,484461,5.997,467640,4.126,325058,12.41,912568,26.5,22.25,18,0,0,0,0,11.05,0.6137,57253,0.501344777737985,0.344930557436539
03/02/2019,205.3,24580586,156749,169.7,19186949,0.06854,0.00009708,7.503,2715,0.8254,3.29,319.5,0.713,113748,1861,2.57,493815,2.433,444126,16937,0.8447,20.05,2.254,169003,9.899,1082877,3.587,405014,9.658,1024643,29.6,25.45,21.3,0,0,0,0,11.55,0.6418,49111,0.827549100354896,0.299870554901809
04/02/2019,232.5,34624324,159233,172.2,22242610,0.09568,0.0001355,15.31,453.2,0.841,0.5389,2118,4.568,697093,3775,5.211,941671,3.751,735454,29123,0.8443,34.49,1.051,83321,8.939,1324541,3.825,592862,9.197,957806,28.5,24.8,21.1,0,0,0,0,11.59,0.6438,26749,0.747293808270776,0.319767179397664
05/02/2019,223.8,20520737,157080,170.1,15373077,0.08078,0.0001144,8.79,1569,0.7984,1.965,3527,7.879,706371,1834,2.532,267861,3.246,333791,21487,0.8811,24.39,3.318,174805,7.021,685798,3.893,384146,13.86,1198356,29.4,25.85,22.3,0,0,0,0,11.7,0.6501,46831,0.586950422627712,0.325451929253622
06/02/2019,221.5,26197171,158824,172.4,19929837,0.0527,0.00007464,7.047,1586,0.7957,1.993,3802,8.436,1022822,2704,3.733,598300,1.023,138162,15138,0.8542,17.72,0.2098,15590,9.193,1390658,3.746,535663,16.59,1809888,29.6,25.7,21.8,0,0,0,0,15.15,0.8416,68758,0.768528020968033,0.313162837653242
07/02/2019,226.2,26085057,163107,176.8,20453032,0.05317,0.00007531,6.535,1977,0.8083,2.446,3686,8.235,983598,3613,4.989,722218,1.539,190488,18329,0.858,21.36,1.505,102383,9.226,1392272,3.726,540191,12.19,1218794,29.6,25.75,21.9,0,0,0,0,12.66,0.7032,63077,0.771286796633424,0.311490852401489
08/02/2019,220.7,22490019,163063,176.5,17835120,0.07032,0.0000996,9.782,696.3,0.8234,0.8457,3126,6.985,734839,1427,1.97,216727,3.547,379001,17002,0.8842,19.23,2.066,173002,7.276,848032,3.05,339681,10.49,1040444,31.1,26.55,22,0,0,0,0,11.68,0.6489,66489,0.608268234587556,0.254977750892255
09/02/2019,197.3,16249805,144211,155.7,12552680,0.1495,0.0002117,16.67,1937,0.8004,2.421,1825,4.076,352585,0,0,0,0.9237,76055,16655,0.8968,18.57,4.897,363574,8.72,698837,4.16,340443,15.3,1239469,31.1,25.75,20.4,0,0,0,0,11.45,0.6363,36334,0.728985569764086,0.347772932364518
10/02/2019,173.5,14369800,148465,160.4,13308463,0.2585,0.0003661,29.66,4042,0.8375,4.827,1.43,0.002433,203.5,0,0,0,1.045,97699,6811,0.9829,6.929,4.204,305498,10.05,718747,5.432,416052,4.651,365832,25.8,21.95,18.1,0,0,0,0,10.84,0.602,42152,0.840172589005627,0.454111194375977
11/02/2019,200.7,18777115,157704,170.5,15536519,0.1198,0.0001696,13.88,2367,0.8376,2.826,3234,7.225,670739,0,0,0,1.939,203573,8471,0.8972,9.442,1.394,114772,10.16,896923,5.376,475392,9.047,838387,28,22.45,16.9,0,0,0,0,11.64,0.6469,48881,0.849368507890266,0.44942963567107
12/02/2019,221.3,18795011,156137,168.8,14183143,10.85,0.01537,1505,2125,0.7786,2.729,3170,7.083,606565,814,1.124,130933,7.903,856042,16850,0.9076,18.57,1.502,51051,10.11,867785,4.983,440182,15.4,1239654,35.7,27.55,19.4,0,0,0,0,14.19,0.7881,65845,0.845188544760884,0.416575125474133
13/02/2019,194.8,18363650,154234,167.1,15710826,0.2204,0.0003122,29.47,4458,0.805,5.537,1520,3.396,347112,0,0,0,1.357,127924,11401,0.9848,11.58,0.5957,44373,9.245,832225,5.348,501147,11.85,1105384,26.7,22.75,18.8,0,0,0,0,15.08,0.8379,81763,0.772875182622589,0.447088856318616
14/02/2019,190.4,17097254,156815,169.7,15049629,0.2943,0.0004168,36.89,5317,0.8203,6.482,3637,8.126,723613,0,0,0,0.9024,81299,537.4,0.8751,0.6141,0.0659,4656,7.683,697968,5.187,471614,12.42,1076290,27.4,22.3,17.2,0,0,0,0,11.71,0.6503,100578,0.64229313446072,0.433629375042009
15/02/2019,193.7,17105300,153795,166.4,14553709,0.1853,0.0002625,22.07,3631,0.8003,4.537,3862,8.628,761190,0,0,0,0.8575,76050,3108,0.8078,3.847,1.372,104348,9.378,881202,4.981,469346,13.64,1146880,27.8,22.7,17.6,0,0,0,0,11.6,0.6444,179693,0.783993884546743,0.416407926948958
16/02/2019,184.8,14745373,153334,166.1,13237280,0.1663,0.0002355,16.01,4083,0.8109,5.035,1.743,0.002966,234.7,0,0,0,0.8736,71115,6543,0.8097,8.081,3.358,242265,8.38,670254,4.698,379750,10.25,746979,29.5,24.1,18.7,0,0,0,0,11.64,0.6468,84017,0.700561820484294,0.39274933563666
17/02/2019,192.9,17040787,155885,169.2,14804168,0.1803,0.0002553,18.69,3187,0.8154,3.909,1244,2.779,282482,0,0,0,0.7989,68071,10375,0.8237,12.6,4.186,292159,9.881,916777,4.958,463058,6.718,542753,29.2,24,18.8,0,0,0,0,9.951,0.5529,55044,0.826044313628318,0.414485143909443
18/02/2019,222.9,21684490,167825,182.4,17623433,0.1085,0.0001537,12.9,1522,0.827,1.84,3476,7.766,751111,269.6,0.3723,43686,4.453,495983,12282,0.8582,14.31,2.417,160118,9.541,1054814,3.875,427079,11.67,1106134,30.3,25.4,20.5,0,0,0,0,11.01,0.6119,42491,0.797620564348526,0.323947142527045
19/02/2019,211.2,21941302,160603,174.4,17908005,0.3529,0.0004999,51.16,962.1,0.8327,1.155,3671,8.201,865090,0,0,0,2.925,331839,11185,0.8782,12.74,0.9647,66174,8.942,991534,4.698,539173,9.48,944942,29.9,25.95,22,0,0,0,0,12.14,0.6744,30397,0.747544606058539,0.39274933563666
20/02/2019,196.9,19868432,155336,168.5,16812854,0.4452,0.0006305,61.68,2529,0.8135,3.109,3669,8.197,825693,0,0,0,2.45,259397,4864,0.8453,5.754,0.7549,61492,5.685,592351,5.164,554407,10.2,959246,22,20.35,18.7,0,0,0,0,15.02,0.8343,56511,0.475261807810646,0.431706592002493
21/02/2019,195.7,18296292,154963,167.9,15503576,0.34,0.0004816,43.64,3946,0.8006,4.93,3805,8.502,796004,0,0,0,1.523,144181,2675,0.8103,3.301,0.3025,24681,5.741,576736,4.639,456818,14.82,1331463,22.7,21.1,19.5,0,0,0,0,12.69,0.705,68027,0.479943366515553,0.38781697914399
22/02/2019,188.2,14607959,151243,163.9,12564094,0.278,0.0003938,31.11,4657,0.7945,5.861,2965,6.624,512775,0,0,0,0.6545,50495,1634,0.8516,1.918,0.3385,27102,7.144,542845,5.044,379123,15.8,1211245,22.8,20.65,18.5,0,0,0,0,11.09,0.6163,63035,0.59723313192599,0.421674680491978
23/02/2019,174.5,11832368,135845,147.4,9795595,0.2351,0.000333,20.73,2225,0.788,2.823,12.31,0.02663,1769,0,0,0,1.086,85812,7454,0.8661,8.606,3.159,177519,6.986,401375,5.248,312492,15,1012786,21.2,19.8,18.4,0,0,0,0,10.93,0.6073,61237,0.584024448437145,0.438728930059854
24/02/2019,172,9067987,129092,139.7,7419164,0.2274,0.0003221,14.56,2657,0.7543,3.523,1.538,0.002616,135.6,0,0,0,0.6063,34766,9582,0.8318,11.52,5.136,221490,7.46,326379,5.228,226902,18.3,927267,26.1,22.25,18.4,0,0,0,0,11.2,0.6222,50424,0.623650498903679,0.437056944808101
25/02/2019,188.7,14036994,145917,157.8,11898195,0.1469,0.000208,13.6,2306,0.8093,2.849,1.719,0.002925,212,0,0,0,0.8487,77385,12865,0.8369,15.37,1.123,51590,8.286,622021,5.034,390093,12.78,900591,27,23,19,0,0,0,0,11.04,0.6135,46337,0.692703489801057,0.420838687866102
26/02/2019,193.7,16477403,156505,169.4,14385188,0.1513,0.0002143,17.64,2618,0.8258,3.171,1.92,0.003266,271.4,0,0,0,3.343,309050,10318,0.8308,12.42,0.8609,57610,8.616,722661,4.33,368921,7.535,616093,28.4,22.2,16,0,0,0,0,13.88,0.7708,49806,0.720291246454973,0.361984807004414
27/02/2019,198.5,15639009,159534,173.3,13305950,0.1332,0.0001887,12.03,3298,0.8226,4.009,2.442,0.004155,306.6,0,0,0,0.9146,79162,11009,0.8779,12.54,1.67,92463,8.034,605817,4.26,324098,11.81,931380,27.2,22.9,18.6,0,0,0,0,14.66,0.8143,54054,0.671636475628976,0.356132858623281
28/02/2019,203.4,17739134,149845,162.6,14746670,0.1408,0.0001994,17.93,1268,0.8051,1.576,1663,3.715,331397,0,0,0,3.277,316194,16728,0.8384,19.95,0.3641,21735,8.71,856663,3.778,394199,11.78,999705,29.1,24.5,19.9,0,0,0,0,11.38,0.6322,63528,0.72814957713821,0.315838014056046
01/03/2019,204.9,18860526,149391,161.7,14984113,0.1251,0.0001771,15.68,2002,0.8031,2.493,2.008,0.003416,313.2,0,0,0,3.48,332041,20555,0.8303,24.76,0.8869,70932,8.971,951498,4.478,451409,13.22,1159540,28.9,24.85,20.8,0,0,0,0,11.22,0.6231,37730,0.738588555705763,0.368676797731625
02/03/2019,191.3,14297861,138424,150.1,11070138,0.126,0.0001784,10.99,3727,0.7777,4.792,1.743,0.002965,204.7,0,0,0,3.295,289811,19521,0.8456,23.09,3.127,108894,8.245,808284,4.291,372251,15.42,1038610,28.8,24.5,20.2,0,0,0,0,10.91,0.6061,50907,0.678816479968121,0.353280960041626
03/03/2019,189.6,15093979,143238,155.4,12241138,0.1106,0.0001566,10.73,4426,0.8013,5.524,1.759,0.002993,230.2,0,0,0,1.884,176789,19195,0.8364,22.95,1.744,108037,9.088,690139,4.62,369100,10.44,746879,28.4,24.2,20,0,0,0,0,11.47,0.6374,38964,0.748221245597367,0.380367754694084
04/03/2019,214.9,23670339,152645,165.5,19155342,0.121,0.0001713,16.35,2828,0.8035,3.52,2131,4.733,569528,2984,4.105,604798,6.728,962862,20469,0.8332,24.57,1.012,87294,9.467,1277554,4.003,573173,8.895,892305,29.4,25.1,20.8,0,0,0,0,9.846,0.547,54860,0.779424574391535,0.329569723385372
05/03/2019,215.9,20125502,148428,160.9,14796799,0.08272,0.0001172,9.69,3228,0.8046,4.011,2945,6.58,610449,4649,6.418,674099,4.017,419740,23724,0.8428,28.15,0.108,7879,8.609,883568,3.118,319401,10.81,950418,29.2,25,20.8,0,0,0,0,10.17,0.5648,46527,0.708784848519777,0.25670706907709
06/03/2019,211.2,19892521,143929,156,14852028,0.2962,0.0004195,40.15,18,0.8892,0.02025,238.9,0.5328,58038,2237,3.089,316578,4.428,513198,26566,0.9006,29.5,2.356,133239,6.624,644450,3.225,322954,14.04,1298873,35.5,28.7,21.9,0,0,0,0,11.64,0.6466,32659,0.545358443093855,0.265516452140351
07/03/2019,187.6,16345816,149087,161.7,13849970,0.4737,0.000671,56.79,2989,0.8127,3.678,1.658,0.002821,233,0,0,0,2.089,207623,9514,0.847,11.23,0.6359,45460,5.804,496628,4.127,366635,12.34,1018031,21.7,19.7,17.7,0,0,0,0,10.73,0.5959,117377,0.477847283169797,0.339778728056815
08/03/2019,199.7,18626589,151930,164.7,15401962,0.3299,0.0004673,37.56,2857,0.8129,3.515,1350,3.015,321064,0,0,0,3.407,397358,14318,0.8477,16.89,0.848,56624,8.424,815661,3.952,394767,11.43,986430,28.2,23.2,18.2,0,0,0,0,10.08,0.5601,28027,0.693553672195447,0.325370858560827
09/03/2019,185.3,15072575,145380,157.9,12560966,0.3383,0.0004792,39.83,2902,0.8574,3.384,835.5,1.866,152444,0,0,0,1.031,85730,15550,0.85,18.29,2.01,167019,5.468,403147,3.394,250758,6.371,501971,24.1,22.6,21.1,0,0,0,0,2.52,0.14,10655,0.4501841737375,0.279430337539334
10/03/2019,192.3,14360477,144965,157.5,11770544,0.2243,0.0003177,21.89,2007,0.8265,2.429,1260,2.814,253058,0,0,0,2.141,200471,15534,0.9033,17.2,4.92,296182,8.411,516202,3.557,216366,11.35,851875,30.1,24.8,19.5,0,0,0,0,1.808,0.1005,5278,0.692483373318602,0.292850238841311
11/03/2019,205.5,17880179,155094,168.4,14728836,0.2107,0.0002984,25.45,665.3,0.8099,0.8215,3727,8.326,729007,363.5,0.4645,42677,1.572,153965,17350,0.9733,17.83,0.1097,7522,8.704,755610,4.377,392356,5.512,492763,28.2,24.75,21.3,0,0,0,0,1.803,0.1002,5699,0.716606263389027,0.360361398765369
12/03/2019,215.9,17465071,161957,175.9,14158770,12.61,0.01786,1675,1607,0.8044,1.998,3332,7.444,617121,731.4,0.9346,95432,3.425,371386,13051,0.9591,13.61,1.585,101185,9.592,712200,4.346,340104,12.36,975392,35.1,27.95,20.8,0,0,0,0,11.1,0.6169,27941,0.789715909745812,0.357809147597508
13/03/2019,196,16207193,164112,178.3,14653161,0.341,0.000483,38.3,4826,0.8389,5.753,1611,3.599,312244,490.9,0.6274,45212,0.4795,38897,4721,0.8263,5.713,0.3279,19041,4.854,383907,3.925,320845,9.354,751082,23.4,21.25,19.1,0,0,0,0,13.55,0.7528,47095,0.399633134477291,0.323147930124303
14/03/2019,200.9,20418332,158072,171.6,17281007,0.379,0.0005368,50,2928,0.8265,3.542,3778,8.441,876448,0,0,0,2.924,355840,8721,0.8415,10.36,0.8913,53513,5.917,642353,3.928,436939,7.302,656891,27.8,23.7,19.6,0,0,0,0,12.63,0.7015,68289,0.487150650330064,0.323394922172806
15/03/2019,186.6,18352584,135171,146.4,14113845,0.389,0.000551,51.17,1116,0.8235,1.355,3526,7.877,777963,951.9,1.216,132730,2.782,309197,13603,0.8515,15.98,0.00681,783.1,6.142,682912,3.989,441485,9.818,868035,24.2,20.9,17.6,0,0,0,0,12.5,0.6944,66426,0.505675053967763,0.328417093825693
16/03/2019,177.4,13906881,124990,135.4,10411980,0.2906,0.0004116,30.08,2041,0.7696,2.652,3454,7.718,608784,0,0,0,1.199,96221,13427,0.8933,15.03,2.303,141411,4.01,314212,3.751,296750,17.14,1296523,24.6,21.3,18,0,0,0,0,12.56,0.698,56340,0.330146038165211,0.308822391311149
17/03/2019,173,14529135,137793,149.4,12244619,0.2684,0.0003802,31.82,3963,0.8448,4.691,1347,3.008,251044,0,0,0,1.426,128362,11636,0.8637,13.47,0.08477,4153,3.581,288867,3.065,251025,7.416,610171,20.7,19.9,19.1,0,0,0,0,12.29,0.6826,43229,0.294826175229332,0.252343542886876
18/03/2019,187.8,14719062,155021,168,12972119,0.2067,0.0002928,19.9,3714,0.8337,4.454,3235,7.228,576722,0,0,0,0.7245,63141,4488,0.9051,4.959,1.689,86910,5.214,397676,3.842,290363,7.55,538389,22,19.8,17.6,0,0,0,0,12.83,0.713,29429,0.429272180297609,0.316314483449063
